"","Code","Variable","Year","Value"
"9867","27402300","£ per Number of items","2019",67.42
"9868","27402300","£ per Number of items","2020",59.08
"9869","27402400","Value £000's","2008",214637
"9870","27402400","Value £000's","2009",130580
"9871","27402400","Value £000's","2010",155626
"9872","27402400","Value £000's","2011",143679
"9873","27402400","Value £000's","2012",152707
"9874","27402400","Value £000's","2013",178525
"9875","27402400","Value £000's","2014",191837
"9876","27402400","Value £000's","2015",196955
"9877","27402400","Value £000's","2016",207740
"9878","27402400","Value £000's","2017",172060
"9879","27402400","Value £000's","2018",162155
"9880","27402400","Value £000's","2019",146083
"9881","27402400","Value £000's","2020",148872
"9882","27402400","Volume (Number of items)","2008",742943
"9883","27402400","Volume (Number of items)","2009",447383
"9884","27402400","Volume (Number of items)","2010",557251
"9885","27402400","Volume (Number of items)","2011",524722
"9886","27402400","Volume (Number of items)","2012",688223
"9887","27402400","Volume (Number of items)","2013",490541
"9888","27402400","Volume (Number of items)","2014",537963
"9889","27402400","Volume (Number of items)","2015",525192
"9890","27402400","Volume (Number of items)","2016",528619
"9891","27402400","Volume (Number of items)","2017",371442
"9892","27402400","Volume (Number of items)","2018",387875
"9893","27402400","Volume (Number of items)","2019",349744
"9894","27402400","Volume (Number of items)","2020",332190
"9895","27402400","£ per Number of items","2008",288.9
"9896","27402400","£ per Number of items","2009",291.88
"9897","27402400","£ per Number of items","2010",279.28
"9898","27402400","£ per Number of items","2011",273.82
"9899","27402400","£ per Number of items","2012",221.89
"9900","27402400","£ per Number of items","2013",363.93
"9901","27402400","£ per Number of items","2014",356.6
"9902","27402400","£ per Number of items","2015",375.01
"9903","27402400","£ per Number of items","2016",392.99
"9904","27402400","£ per Number of items","2017",463.22
"9905","27402400","£ per Number of items","2018",418.06
"9906","27402400","£ per Number of items","2019",417.69
"9907","27402400","£ per Number of items","2020",448.15
"9908","27402500","Value £000's","2008",249052
"9909","27402500","Value £000's","2009",240034
"9910","27402500","Value £000's","2010",250671
"9911","27402500","Value £000's","2011",256889
"9912","27402500","Value £000's","2012",327750
"9913","27402500","Value £000's","2013",362084
"9914","27402500","Value £000's","2014",429447
"9915","27402500","Value £000's","2015",436902
"9916","27402500","Value £000's","2016",401383
"9917","27402500","Value £000's","2017",384278
"9918","27402500","Value £000's","2018",385444
"9919","27402500","Value £000's","2019",307719
"9920","27402500","Value £000's","2020",240913
"9921","27402500","Volume (Number of items)","2009",6371665
"9922","27402500","Volume (Number of items)","2010",5789890
"9923","27402500","Volume (Number of items)","2011",6000493
"9924","27402500","Volume (Number of items)","2012",7240292
"9925","27402500","Volume (Number of items)","2013",7485875
"9926","27402500","Volume (Number of items)","2014",8797602
"9927","27402500","Volume (Number of items)","2015",9873268
"9928","27402500","Volume (Number of items)","2016",9243192
"9929","27402500","Volume (Number of items)","2017",8762604
"9930","27402500","Volume (Number of items)","2018",8710348
"9931","27402500","Volume (Number of items)","2019",6067937
"9932","27402500","Volume (Number of items)","2020",3960867
"9933","27402500","£ per Number of items","2009",37.67
"9934","27402500","£ per Number of items","2010",43.29
"9935","27402500","£ per Number of items","2011",42.81
"9936","27402500","£ per Number of items","2012",45.27
"9937","27402500","£ per Number of items","2013",48.37
"9938","27402500","£ per Number of items","2014",48.81
"9939","27402500","£ per Number of items","2015",44.25
"9940","27402500","£ per Number of items","2016",43.42
"9941","27402500","£ per Number of items","2017",43.85
"9942","27402500","£ per Number of items","2018",44.25
"9943","27402500","£ per Number of items","2019",50.71
"9944","27402500","£ per Number of items","2020",60.82
"9945","27403010","Value £000's","2008",37295
"9946","27403010","Value £000's","2009",36022
"9947","27403010","Value £000's","2010",54836
"9948","27403010","Value £000's","2011",68455
"9949","27403010","Value £000's","2012",89302
"9950","27403010","Value £000's","2013",87790
"9951","27403010","Value £000's","2014",87826
"9952","27403010","Value £000's","2015",63350
"9953","27403010","Value £000's","2016",94085
"9954","27403010","Value £000's","2017",88029
"9955","27403010","Value £000's","2018",116184
"9956","27403010","Value £000's","2019",66904
"9957","27403010","Value £000's","2020",66435
"9958","27403010","Volume (Number of items)","2008",2510081
"9959","27403010","Volume (Number of items)","2009",2701721
"9960","27403010","Volume (Number of items)","2010",3156664
"9961","27403010","Volume (Number of items)","2011",2573425
"9962","27403010","Volume (Number of items)","2012",2938338
"9963","27403010","Volume (Number of items)","2013",2466890
"9964","27403010","Volume (Number of items)","2014",2075369
"9965","27403010","Volume (Number of items)","2015",1797595
"9966","27403010","Volume (Number of items)","2016",2017799
"9967","27403010","Volume (Number of items)","2017",1763400
"9968","27403010","Volume (Number of items)","2018",2168457
"9969","27403010","Volume (Number of items)","2019",1231985
"9970","27403010","Volume (Number of items)","2020",1111429
"9971","27403010","£ per Number of items","2008",14.86
"9972","27403010","£ per Number of items","2009",13.33
"9973","27403010","£ per Number of items","2010",17.37
"9974","27403010","£ per Number of items","2011",26.6
"9975","27403010","£ per Number of items","2012",30.39
"9976","27403010","£ per Number of items","2013",35.59
"9977","27403010","£ per Number of items","2014",42.32
"9978","27403010","£ per Number of items","2015",35.24
"9979","27403010","£ per Number of items","2016",46.63
"9980","27403010","£ per Number of items","2017",49.92
"9981","27403010","£ per Number of items","2018",53.58
"9982","27403010","£ per Number of items","2019",54.31
"9983","27403010","£ per Number of items","2020",59.77
"9984","27403030","Value £000's","2008",145197
"9985","27403030","Value £000's","2009",99351
"9986","27403030","Value £000's","2010",87849
"9987","27403030","Value £000's","2011",87213
"9988","27403030","Value £000's","2012",78345
"9989","27403030","Value £000's","2013",88464
"9990","27403030","Value £000's","2014",93977
"9991","27403030","Value £000's","2015",89751
"9992","27403030","Value £000's","2016",92607
"9993","27403030","Value £000's","2017",76657
"9994","27403030","Value £000's","2018",118464
"9995","27403030","Value £000's","2019",128223
"9996","27403030","Value £000's","2020",98752
"9997","27403030","Volume (Kilogram)","2012",750624
"9998","27403030","Volume (Kilogram)","2013",828549
"9999","27403030","Volume (Kilogram)","2014",879827
"10000","27403030","Volume (Kilogram)","2015",839583
"10001","27403030","Volume (Kilogram)","2016",1271474
"10002","27403030","Volume (Kilogram)","2017",1296896
"10003","27403030","Volume (Kilogram)","2018",1393190
"10004","27403030","Volume (Kilogram)","2019",1352136
"10005","27403030","Volume (Kilogram)","2020",955300
"10006","27403030","£ per Kilogram","2012",104.37
"10007","27403030","£ per Kilogram","2013",106.77
"10008","27403030","£ per Kilogram","2014",106.81
"10009","27403030","£ per Kilogram","2015",106.9
"10010","27403030","£ per Kilogram","2016",72.83
"10011","27403030","£ per Kilogram","2017",59.11
"10012","27403030","£ per Kilogram","2018",85.03
"10013","27403030","£ per Kilogram","2019",94.83
"10014","27403030","£ per Kilogram","2020",103.37
"10015","27403090","Value £000's","2016",330040
"10016","27403090","Value £000's","2017",360972
"10017","27403090","Value £000's","2018",326244
"10018","27403090","Value £000's","2019",274320
"10019","27403090","Value £000's","2020",240211
"10020","27403090","Volume (Number of items)","2016",6629929
"10021","27403090","Volume (Number of items)","2017",7438221
"10022","27403090","Volume (Number of items)","2018",8087551
"10023","27403090","Volume (Number of items)","2019",7677922
"10024","27403090","Volume (Number of items)","2020",7028674
"10025","27403090","£ per Number of items","2016",49.78
"10026","27403090","£ per Number of items","2017",48.53
"10027","27403090","£ per Number of items","2018",40.34
"10028","27403090","£ per Number of items","2019",35.73
"10029","27403090","£ per Number of items","2020",34.18
"10030","27404100","Value £000's","2010",36116
"10031","27404100","Value £000's","2011",33573
"10032","27404100","Value £000's","2014",617
"10033","27404100","Value £000's","2015",603
"10034","27404100","Value £000's","2020",267
"10035","27404230","Value £000's","2008",1416
"10036","27404230","Value £000's","2009",1262
"10037","27404230","Value £000's","2010",1391
"10038","27404230","Value £000's","2011",995
"10039","27404230","Value £000's","2012",879
"10040","27404230","Value £000's","2013",972
"10041","27404230","Value £000's","2014",499
"10042","27404230","Value £000's","2015",406
"10043","27404230","Value £000's","2016",331
"10044","27404230","Value £000's","2017",260
"10045","27404230","Value £000's","2018",905
"10046","27404230","Value £000's","2019",463
"10047","27404230","Value £000's","2020",416
"10048","27404250","Value £000's","2008",46843
"10049","27404250","Value £000's","2009",35751
"10050","27404250","Value £000's","2010",40402
"10051","27404250","Value £000's","2011",38628
"10052","27404250","Value £000's","2012",56300
"10053","27404250","Value £000's","2013",50217
"10054","27404250","Value £000's","2014",16073
"10055","27404250","Value £000's","2015",16365
"10056","27404250","Value £000's","2016",15719
"10057","27404250","Value £000's","2017",15239
"10058","27404250","Value £000's","2018",13662
"10059","27404250","Value £000's","2019",9364
"10060","27404250","Value £000's","2020",9347
"10061","2751","UK manufacturer sales of individual products listed in this product group","2008",1230721
"10062","2751","UK manufacturer sales of individual products listed in this product group","2009",877058
"10063","2751","UK manufacturer sales of individual products listed in this product group","2010",567040
"10064","2751","UK manufacturer sales of individual products listed in this product group","2011",595108
"10065","2751","UK manufacturer sales of individual products listed in this product group","2012",453469
"10066","2751","UK manufacturer sales of individual products listed in this product group","2013",550098
"10067","2751","UK manufacturer sales of individual products listed in this product group","2014",547845
"10068","2751","UK manufacturer sales of individual products listed in this product group","2015",581149
"10069","2751","UK manufacturer sales of individual products listed in this product group","2016",547993
"10070","2751","UK manufacturer sales of individual products listed in this product group","2017",450895
"10071","2751","UK manufacturer sales of individual products listed in this product group","2018",847406
"10072","2751","UK manufacturer sales of individual products listed in this product group","2019",688132
"10073","2751","UK manufacturer sales of individual products listed in this product group","2020",639177
"10074","2751","All other income","2008",204230
"10075","2751","All other income","2009",386607
"10076","2751","All other income","2010",709973
"10077","2751","All other income","2011",673195
"10078","2751","All other income","2012",702161
"10079","2751","All other income","2013",636306
"10080","2751","All other income","2014",349398
"10081","2751","All other income","2015",328272
"10082","2751","All other income","2016",284355
"10083","2751","All other income","2017",428625
"10084","2751","All other income","2018",145570
"10085","2751","All other income","2019",267779
"10086","2751","All other income","2020",216038
"10087","2751","Total UK manufacturer sales of products in this product group","2008",1434951
"10088","2751","Total UK manufacturer sales of products in this product group","2009",1263666
"10089","2751","Total UK manufacturer sales of products in this product group","2010",1277013
"10090","2751","Total UK manufacturer sales of products in this product group","2011",1268304
"10091","2751","Total UK manufacturer sales of products in this product group","2012",1155630
"10092","2751","Total UK manufacturer sales of products in this product group","2013",1186404
"10093","2751","Total UK manufacturer sales of products in this product group","2014",897242
"10094","2751","Total UK manufacturer sales of products in this product group","2015",909421
"10095","2751","Total UK manufacturer sales of products in this product group","2016",832348
"10096","2751","Total UK manufacturer sales of products in this product group","2017",879520
"10097","2751","Total UK manufacturer sales of products in this product group","2018",992976
"10098","2751","Total UK manufacturer sales of products in this product group","2019",955910
"10099","2751","Total UK manufacturer sales of products in this product group","2020",855215
"10100","2751","Merchanted goods","2008",434587
"10101","2751","Merchanted goods","2009",243931
"10102","2751","Merchanted goods","2010",56097
"10103","2751","Merchanted goods","2011",130731
"10104","2751","Merchanted goods","2012",447070
"10105","2751","Merchanted goods","2013",418113
"10106","2751","Merchanted goods","2014",236032
"10107","2751","Merchanted goods","2015",312524
"10108","2751","Merchanted goods","2016",362442
"10109","2751","Merchanted goods","2017",355082
"10110","2751","Merchanted goods","2018",404828
"10111","2751","Merchanted goods","2019",394698
"10112","2751","Merchanted goods","2020",445038
"10113","2751","Work done","2008",97
"10114","2751","Work done","2009",177
"10115","2751","Work done","2016",77
"10116","2751","Work done","2017",141
"10117","2751","Work done","2019",720
"10118","2751","Work done","2020",5531
"10119","2751","Waste products","2008",1327
"10120","2751","Waste products","2009",282
"10121","2751","Waste products","2010",545
"10122","2751","Waste products","2011",632
"10123","2751","Waste products","2016",576
"10124","2751","Waste products","2017",408
"10125","2751","Waste products","2019",176
"10126","2751","Waste products","2020",172
"10127","2751","Non production income","2008",290380
"10128","2751","Non production income","2009",153744
"10129","2751","Non production income","2012",153652
"10130","2751","Non production income","2013",154954
"10131","2751","Non production income","2014",16413
"10132","2751","Non production income","2015",20366
"10133","2751","Non production income","2016",19621
"10134","2751","Non production income","2017",17392
"10135","2751","Non production income","2018",18290
"10136","2751","Non production income","2019",15665
"10137","2751","Non production income","2020",15481
"10138","2751","Net carry in/carry out","2008",105360
"10139","2751","Net carry in/carry out","2009",87598
"10140","2751","Net carry in/carry out","2010",16260
"10141","2751","Net carry in/carry out","2011",55122
"10142","2751","Net carry in/carry out","2012",NA
"10143","2751","Net carry in/carry out","2013",NA
"10144","2751","Net carry in/carry out","2014",NA
"10145","2751","Net carry in/carry out","2015",74173
"10146","2751","Net carry in/carry out","2016",132075
"10147","2751","Net carry in/carry out","2017",224004
"10148","2751","Net carry in/carry out","2018",42149
"10149","2751","Net carry in/carry out","2019",72948
"10150","2751","Net carry in/carry out","2020",1007
"10151","2751","Total turnover of businesses classified to this industry","2008",2266702
"10152","2751","Total turnover of businesses classified to this industry","2009",1749398
"10153","2751","Total turnover of businesses classified to this industry","2010",1471977
"10154","2751","Total turnover of businesses classified to this industry","2011",1598176
"10155","2751","Total turnover of businesses classified to this industry","2012",1628735
"10156","2751","Total turnover of businesses classified to this industry","2013",1660025
"10157","2751","Total turnover of businesses classified to this industry","2014",1040558
"10158","2751","Total turnover of businesses classified to this industry","2015",1317048
"10159","2751","Total turnover of businesses classified to this industry","2016",1347139
"10160","2751","Total turnover of businesses classified to this industry","2017",1476547
"10161","2751","Total turnover of businesses classified to this industry","2018",1458631
"10162","2751","Total turnover of businesses classified to this industry","2019",1440119
"10163","2751","Total turnover of businesses classified to this industry","2020",1322445
"10164","27511110","Value £000's","2012",0
"10165","27511110","Value £000's","2013",0
"10166","27511110","Value £000's","2014",0
"10167","27511110","Value £000's","2015",0
"10168","27511110","Value £000's","2016",0
"10169","27511110","Value £000's","2017",0
"10170","27511110","Value £000's","2018",0
"10171","27511110","Value £000's","2019",0
"10172","27511110","Value £000's","2020",0
"10173","27511110","Volume (Number of items)","2012",0
"10174","27511110","Volume (Number of items)","2013",0
"10175","27511110","Volume (Number of items)","2014",0
"10176","27511110","Volume (Number of items)","2015",0
"10177","27511110","Volume (Number of items)","2016",0
"10178","27511110","Volume (Number of items)","2017",0
"10179","27511110","Volume (Number of items)","2018",0
"10180","27511110","Volume (Number of items)","2019",0
"10181","27511110","Volume (Number of items)","2020",0
"10182","27511133","Value £000's","2012",0
"10183","27511133","Value £000's","2013",0
"10184","27511133","Value £000's","2014",0
"10185","27511133","Value £000's","2015",0
"10186","27511133","Value £000's","2016",0
"10187","27511133","Value £000's","2017",0
"10188","27511133","Volume (Number of items)","2012",0
"10189","27511133","Volume (Number of items)","2013",0
"10190","27511133","Volume (Number of items)","2014",0
"10191","27511133","Volume (Number of items)","2015",0
"10192","27511133","Volume (Number of items)","2016",0
"10193","27511133","Volume (Number of items)","2017",0
"10194","27511135","Value £000's","2012",0
"10195","27511135","Value £000's","2013",0
"10196","27511135","Value £000's","2014",0
"10197","27511135","Value £000's","2015",0
"10198","27511135","Value £000's","2016",0
"10199","27511135","Value £000's","2017",0
"10200","27511135","Value £000's","2018",0
"10201","27511135","Value £000's","2019",0
"10202","27511135","Value £000's","2020",0
"10203","27511135","Volume (Number of items)","2012",0
"10204","27511135","Volume (Number of items)","2013",0
"10205","27511135","Volume (Number of items)","2014",0
"10206","27511135","Volume (Number of items)","2015",0
"10207","27511135","Volume (Number of items)","2016",0
"10208","27511135","Volume (Number of items)","2017",0
"10209","27511135","Volume (Number of items)","2018",0
"10210","27511135","Volume (Number of items)","2019",0
"10211","27511135","Volume (Number of items)","2020",0
"10212","27511150","Value £000's","2013",0
"10213","27511150","Value £000's","2018",22
"10214","27511150","Value £000's","2020",0
"10215","27511150","Volume (Number of items)","2013",0
"10216","27511150","Volume (Number of items)","2018",266
"10217","27511150","Volume (Number of items)","2020",0
"10218","27511150","£ per Number of items","2018",83.97
"10219","27511170","Value £000's","2011",23606
"10220","27511170","Value £000's","2012",0
"10221","27511170","Value £000's","2013",0
"10222","27511170","Value £000's","2014",0
"10223","27511170","Value £000's","2015",0
"10224","27511170","Value £000's","2016",0
"10225","27511170","Value £000's","2017",0
"10226","27511170","Value £000's","2018",0
"10227","27511170","Value £000's","2019",0
"10228","27511170","Value £000's","2020",0
"10229","27511170","Volume (Number of items)","2012",0
"10230","27511170","Volume (Number of items)","2013",0
"10231","27511170","Volume (Number of items)","2014",0
"10232","27511170","Volume (Number of items)","2015",0
"10233","27511170","Volume (Number of items)","2016",0
"10234","27511170","Volume (Number of items)","2017",0
"10235","27511170","Volume (Number of items)","2018",0
"10236","27511170","Volume (Number of items)","2019",0
"10237","27511170","Volume (Number of items)","2020",0
"10238","27511200","Value £000's","2012",0
"10239","27511200","Value £000's","2013",0
"10240","27511200","Value £000's","2014",0
"10241","27511200","Value £000's","2015",0
"10242","27511200","Value £000's","2016",0
"10243","27511200","Value £000's","2017",0
"10244","27511200","Volume (Number of items)","2012",0
"10245","27511200","Volume (Number of items)","2013",0
"10246","27511200","Volume (Number of items)","2014",0
"10247","27511200","Volume (Number of items)","2015",0
"10248","27511200","Volume (Number of items)","2016",0
"10249","27511200","Volume (Number of items)","2017",0
"10250","27511300","Value £000's","2008",346173
"10251","27511300","Value £000's","2009",347378
"10252","27511300","Value £000's","2018",22454
"10253","27511300","Value £000's","2019",23600
"10254","27511300","Value £000's","2020",11624
"10255","27511300","Volume (Number of items)","2008",2538108
"10256","27511300","Volume (Number of items)","2009",2244032
"10257","27511300","Volume (Number of items)","2018",201725
"10258","27511300","Volume (Number of items)","2019",202101
"10259","27511300","Volume (Number of items)","2020",80028
"10260","27511300","£ per Number of items","2008",136.39
"10261","27511300","£ per Number of items","2009",154.8
"10262","27511300","£ per Number of items","2018",111.31
"10263","27511300","£ per Number of items","2019",116.77
"10264","27511300","£ per Number of items","2020",145.26
"10265","27511400","Value £000's","2008",0
"10266","27511400","Value £000's","2009",0
"10267","27511400","Value £000's","2010",0
"10268","27511400","Value £000's","2011",0
"10269","27511400","Value £000's","2012",0
"10270","27511400","Value £000's","2013",0
"10271","27511400","Value £000's","2014",0
"10272","27511400","Value £000's","2015",0
"10273","27511400","Value £000's","2016",0
"10274","27511400","Value £000's","2017",0
"10275","27511400","Value £000's","2018",0
"10276","27511400","Value £000's","2019",0
"10277","27511400","Value £000's","2020",0
"10278","27511400","Volume (Number of items)","2008",0
"10279","27511400","Volume (Number of items)","2009",0
"10280","27511400","Volume (Number of items)","2010",0
"10281","27511400","Volume (Number of items)","2011",0
"10282","27511400","Volume (Number of items)","2012",0
"10283","27511400","Volume (Number of items)","2013",0
"10284","27511400","Volume (Number of items)","2014",0
"10285","27511400","Volume (Number of items)","2015",0
"10286","27511400","Volume (Number of items)","2016",0
"10287","27511400","Volume (Number of items)","2017",0
"10288","27511400","Volume (Number of items)","2018",0
"10289","27511400","Volume (Number of items)","2019",0
"10290","27511400","Volume (Number of items)","2020",0
"10291","27511530","Value £000's","2008",78293
"10292","27511530","Value £000's","2009",78783
"10293","27511530","Value £000's","2010",83452
"10294","27511530","Value £000's","2011",87071
"10295","27511530","Value £000's","2012",92298
"10296","27511530","Value £000's","2013",110781
"10297","27511530","Value £000's","2014",116829
"10298","27511530","Value £000's","2015",115058
"10299","27511530","Value £000's","2016",114864
"10300","27511530","Value £000's","2017",120716
"10301","27511530","Value £000's","2018",67754
"10302","27511530","Value £000's","2019",27204
"10303","27511530","Value £000's","2020",30371
"10304","27511530","Volume (Number of items)","2008",2471403
"10305","27511530","Volume (Number of items)","2009",2436185
"10306","27511530","Volume (Number of items)","2010",2393853
"10307","27511530","Volume (Number of items)","2011",2523970
"10308","27511530","Volume (Number of items)","2012",2725375
"10309","27511530","Volume (Number of items)","2013",2990295
"10310","27511530","Volume (Number of items)","2014",3344346
"10311","27511530","Volume (Number of items)","2015",3417804
"10312","27511530","Volume (Number of items)","2016",3615490
"10313","27511530","Volume (Number of items)","2017",18256201
"10314","27511530","Volume (Number of items)","2018",7387903
"10315","27511530","Volume (Number of items)","2019",353427
"10316","27511530","Volume (Number of items)","2020",394582
"10317","27511530","£ per Number of items","2008",31.68
"10318","27511530","£ per Number of items","2009",32.34
"10319","27511530","£ per Number of items","2010",34.86
"10320","27511530","£ per Number of items","2011",34.5
"10321","27511530","£ per Number of items","2012",33.87
"10322","27511530","£ per Number of items","2013",37.05
"10323","27511530","£ per Number of items","2014",34.93
"10324","27511530","£ per Number of items","2015",33.66
"10325","27511530","£ per Number of items","2016",31.77
"10326","27511530","£ per Number of items","2017",6.61
"10327","27511530","£ per Number of items","2018",9.17
"10328","27511530","£ per Number of items","2019",76.97
"10329","27511530","£ per Number of items","2020",76.97
"10330","27511580","Value £000's","2009",1309
"10331","27511580","Value £000's","2010",2741
"10332","27511580","Value £000's","2011",4067
"10333","27511580","Value £000's","2013",3577
"10334","27511580","Value £000's","2014",4100
"10335","27511580","Value £000's","2015",4473
"10336","27511580","Value £000's","2016",7296
"10337","27511580","Value £000's","2017",6308
"10338","27511580","Value £000's","2018",6813
"10339","27511580","Value £000's","2019",6541
"10340","27511580","Value £000's","2020",5019
"10341","27511580","Volume (Number of items)","2009",635
"10342","27511580","Volume (Number of items)","2010",1448
"10343","27511580","Volume (Number of items)","2011",8158
"10344","27511580","Volume (Number of items)","2015",7551
"10345","27511580","Volume (Number of items)","2016",11584
"10346","27511580","Volume (Number of items)","2017",10542
"10347","27511580","Volume (Number of items)","2018",10898
"10348","27511580","Volume (Number of items)","2019",10755
"10349","27511580","£ per Number of items","2009",2060.86
"10350","27511580","£ per Number of items","2010",1892.25
"10351","27511580","£ per Number of items","2011",498.54
"10352","27511580","£ per Number of items","2015",592.34
"10353","27511580","£ per Number of items","2016",629.79
"10354","27511580","£ per Number of items","2017",598.36
"10355","27511580","£ per Number of items","2018",625.1
"10356","27511580","£ per Number of items","2019",608.15
"10357","27512123","Value £000's","2008",49499
"10358","27512123","Value £000's","2018",201182
"10359","27512123","Volume (Number of items)","2008",758184
"10360","27512123","Volume (Number of items)","2018",2441035
"10361","27512123","£ per Number of items","2008",65.29
"10362","27512123","£ per Number of items","2018",82.42
"10363","27512125","Value £000's","2008",9811
"10364","27512125","Volume (Number of items)","2008",72457
"10365","27512125","Volume (Number of items)","2015",77259
"10366","27512125","Volume (Number of items)","2016",64376
"10367","27512125","£ per Number of items","2008",135.41
"10368","27512170","Value £000's","2008",0
"10369","27512170","Value £000's","2009",0
"10370","27512170","Value £000's","2010",0
"10371","27512170","Value £000's","2011",0
"10372","27512170","Value £000's","2012",0
"10373","27512170","Value £000's","2013",0
"10374","27512170","Value £000's","2014",0
"10375","27512170","Value £000's","2015",0
"10376","27512170","Value £000's","2016",0
"10377","27512170","Value £000's","2017",0
"10378","27512170","Value £000's","2018",0
"10379","27512170","Value £000's","2019",0
"10380","27512170","Value £000's","2020",0
"10381","27512170","Volume (Number of items)","2008",0
"10382","27512170","Volume (Number of items)","2009",0
"10383","27512170","Volume (Number of items)","2010",0
"10384","27512170","Volume (Number of items)","2011",0
"10385","27512170","Volume (Number of items)","2012",0
"10386","27512170","Volume (Number of items)","2013",0
"10387","27512170","Volume (Number of items)","2014",0
"10388","27512170","Volume (Number of items)","2015",0
"10389","27512170","Volume (Number of items)","2016",0
"10390","27512170","Volume (Number of items)","2017",0
"10391","27512170","Volume (Number of items)","2018",0
"10392","27512170","Volume (Number of items)","2019",0
"10393","27512170","Volume (Number of items)","2020",0
"10394","27512190","Value £000's","2008",16176
"10395","27512190","Value £000's","2014",19842
"10396","27512190","Value £000's","2015",23581
"10397","27512190","Value £000's","2016",20287
"10398","27512190","Volume (Kilogram)","2008",378534
"10399","27512190","Volume (Kilogram)","2014",29764
"10400","27512190","Volume (Kilogram)","2015",35372
"10401","27512190","Volume (Kilogram)","2016",30431
"10402","27512190","£ per Kilogram","2008",42.73
"10403","27512190","£ per Kilogram","2014",666.64
"10404","27512190","£ per Kilogram","2015",666.66
"10405","27512190","£ per Kilogram","2016",666.64
"10406","27512310","Value £000's","2011",2382
"10407","27512310","Value £000's","2012",1503
"10408","27512310","Value £000's","2013",1367
"10409","27512310","Value £000's","2014",860
"10410","27512310","Value £000's","2015",822
"10411","27512310","Value £000's","2016",1561
"10412","27512310","Value £000's","2017",1490
"10413","27512310","Value £000's","2018",2057
"10414","27512310","Value £000's","2019",2802
"10415","27512310","Value £000's","2020",1864
"10416","27512310","Volume (Number of items)","2011",15646
"10417","27512310","Volume (Number of items)","2012",15942
"10418","27512310","Volume (Number of items)","2013",14048
"10419","27512310","Volume (Number of items)","2014",12938
"10420","27512310","Volume (Number of items)","2015",15325
"10421","27512310","Volume (Number of items)","2016",18270
"10422","27512310","Volume (Number of items)","2017",15302
"10423","27512310","Volume (Number of items)","2018",24917
"10424","27512310","Volume (Number of items)","2019",35858
"10425","27512310","Volume (Number of items)","2020",22110
"10426","27512310","£ per Number of items","2011",152.25
"10427","27512310","£ per Number of items","2012",94.28
"10428","27512310","£ per Number of items","2013",97.31
"10429","27512310","£ per Number of items","2014",66.49
"10430","27512310","£ per Number of items","2015",53.63
"10431","27512310","£ per Number of items","2016",85.41
"10432","27512310","£ per Number of items","2017",97.38
"10433","27512310","£ per Number of items","2018",82.56
"10434","27512310","£ per Number of items","2019",78.14
"10435","27512310","£ per Number of items","2020",84.29
"10436","27512330","Value £000's","2008",0
"10437","27512330","Value £000's","2009",0
"10438","27512330","Value £000's","2010",0
"10439","27512330","Value £000's","2011",0
"10440","27512330","Value £000's","2012",0
"10441","27512330","Value £000's","2013",0
"10442","27512330","Value £000's","2014",0
"10443","27512330","Value £000's","2015",0
"10444","27512330","Value £000's","2016",0
"10445","27512330","Value £000's","2017",0
"10446","27512330","Value £000's","2020",0
"10447","27512330","Volume (Number of items)","2008",0
"10448","27512330","Volume (Number of items)","2009",0
"10449","27512330","Volume (Number of items)","2010",0
"10450","27512330","Volume (Number of items)","2011",0
"10451","27512330","Volume (Number of items)","2012",0
"10452","27512330","Volume (Number of items)","2013",0
"10453","27512330","Volume (Number of items)","2014",0
"10454","27512330","Volume (Number of items)","2015",0
"10455","27512330","Volume (Number of items)","2016",0
"10456","27512330","Volume (Number of items)","2017",0
"10457","27512330","Volume (Number of items)","2020",0
"10458","27512350","Value £000's","2008",10451
"10459","27512350","Value £000's","2009",3670
"10460","27512350","Value £000's","2013",5540
"10461","27512350","Value £000's","2015",5090
"10462","27512350","Value £000's","2016",5510
"10463","27512350","Value £000's","2017",5420
"10464","27512350","Value £000's","2018",3652
"10465","27512350","Value £000's","2020",4154
"10466","27512350","Volume (Number of items)","2008",174666
"10467","27512350","Volume (Number of items)","2015",106815
"10468","27512350","Volume (Number of items)","2016",115914
"10469","27512350","Volume (Number of items)","2017",113929
"10470","27512350","Volume (Number of items)","2018",75943
"10471","27512350","Volume (Number of items)","2020",59376
"10472","27512350","£ per Number of items","2008",59.84
"10473","27512350","£ per Number of items","2015",47.65
"10474","27512350","£ per Number of items","2016",47.54
"10475","27512350","£ per Number of items","2017",47.57
"10476","27512350","£ per Number of items","2018",48.09
"10477","27512350","£ per Number of items","2020",69.97
"10478","27512370","Value £000's","2008",0
"10479","27512370","Value £000's","2009",0
"10480","27512370","Value £000's","2010",0
"10481","27512370","Value £000's","2011",0
"10482","27512370","Value £000's","2012",0
"10483","27512370","Value £000's","2013",0
"10484","27512370","Value £000's","2014",0
"10485","27512370","Value £000's","2015",0
"10486","27512370","Value £000's","2016",0
"10487","27512370","Value £000's","2017",0
"10488","27512370","Value £000's","2018",0
"10489","27512370","Value £000's","2019",0
"10490","27512370","Value £000's","2020",0
"10491","27512370","Volume (Number of items)","2008",0
"10492","27512370","Volume (Number of items)","2009",0
"10493","27512370","Volume (Number of items)","2010",0
"10494","27512370","Volume (Number of items)","2011",0
"10495","27512370","Volume (Number of items)","2012",0
"10496","27512370","Volume (Number of items)","2013",0
"10497","27512370","Volume (Number of items)","2014",0
