"","Code","Variable","Year","Value"
"1","2611","UK manufacturer sales of individual products listed in this product group","2008",1149097
"2","2611","UK manufacturer sales of individual products listed in this product group","2009",890737
"3","2611","UK manufacturer sales of individual products listed in this product group","2010",1197782
"4","2611","UK manufacturer sales of individual products listed in this product group","2011",1153120
"5","2611","UK manufacturer sales of individual products listed in this product group","2012",828817
"6","2611","UK manufacturer sales of individual products listed in this product group","2013",1031464
"7","2611","UK manufacturer sales of individual products listed in this product group","2014",613184
"8","2611","UK manufacturer sales of individual products listed in this product group","2015",987924
"9","2611","UK manufacturer sales of individual products listed in this product group","2016",1058963
"10","2611","UK manufacturer sales of individual products listed in this product group","2017",1042371
"11","2611","UK manufacturer sales of individual products listed in this product group","2018",1079348
"12","2611","UK manufacturer sales of individual products listed in this product group","2019",1009674
"13","2611","UK manufacturer sales of individual products listed in this product group","2020",938097
"14","2611","All other income","2008",199073
"15","2611","All other income","2009",146980
"16","2611","All other income","2010",97959
"17","2611","All other income","2011",148286
"18","2611","All other income","2012",68024
"19","2611","All other income","2013",72300
"20","2611","All other income","2014",219638
"21","2611","All other income","2015",6991
"22","2611","All other income","2016",11183
"23","2611","All other income","2017",45470
"24","2611","All other income","2018",46812
"25","2611","All other income","2019",102176
"26","2611","All other income","2020",59195
"27","2611","Total UK manufacturer sales of products in this product group","2008",1348171
"28","2611","Total UK manufacturer sales of products in this product group","2009",1037717
"29","2611","Total UK manufacturer sales of products in this product group","2010",1295741
"30","2611","Total UK manufacturer sales of products in this product group","2011",1301406
"31","2611","Total UK manufacturer sales of products in this product group","2012",896841
"32","2611","Total UK manufacturer sales of products in this product group","2013",1103764
"33","2611","Total UK manufacturer sales of products in this product group","2014",832823
"34","2611","Total UK manufacturer sales of products in this product group","2015",994915
"35","2611","Total UK manufacturer sales of products in this product group","2016",1070146
"36","2611","Total UK manufacturer sales of products in this product group","2017",1087840
"37","2611","Total UK manufacturer sales of products in this product group","2018",1126160
"38","2611","Total UK manufacturer sales of products in this product group","2019",1111850
"39","2611","Total UK manufacturer sales of products in this product group","2020",997293
"40","2611","Merchanted goods","2008",571423
"41","2611","Merchanted goods","2009",187399
"42","2611","Merchanted goods","2010",218150
"43","2611","Merchanted goods","2011",698284
"44","2611","Merchanted goods","2012",790763
"45","2611","Merchanted goods","2013",518239
"46","2611","Merchanted goods","2014",350099
"47","2611","Merchanted goods","2015",419802
"48","2611","Merchanted goods","2016",302510
"49","2611","Merchanted goods","2017",336930
"50","2611","Merchanted goods","2018",399315
"51","2611","Merchanted goods","2019",475577
"52","2611","Merchanted goods","2020",223811
"53","2611","Work done","2008",30119
"54","2611","Work done","2009",11634
"55","2611","Work done","2010",11228
"56","2611","Work done","2011",7584
"57","2611","Work done","2012",13135
"58","2611","Work done","2013",12841
"59","2611","Work done","2014",5208
"60","2611","Work done","2015",5375
"61","2611","Work done","2016",6731
"62","2611","Work done","2017",6445
"63","2611","Work done","2018",13941
"64","2611","Work done","2019",23765
"65","2611","Work done","2020",20958
"66","2611","Waste products","2008",2592
"67","2611","Waste products","2009",1292
"68","2611","Waste products","2010",3708
"69","2611","Waste products","2011",722
"70","2611","Waste products","2012",1119
"71","2611","Waste products","2013",1014
"72","2611","Waste products","2014",564
"73","2611","Waste products","2015",1230
"74","2611","Waste products","2016",578
"75","2611","Waste products","2017",934
"76","2611","Waste products","2018",1501
"77","2611","Waste products","2019",1291
"78","2611","Waste products","2020",1242
"79","2611","Non production income","2008",72502
"80","2611","Non production income","2009",33291
"81","2611","Non production income","2010",26586
"82","2611","Non production income","2011",12586
"83","2611","Non production income","2012",33107
"84","2611","Non production income","2013",22445
"85","2611","Non production income","2014",9821
"86","2611","Non production income","2015",52179
"87","2611","Non production income","2016",21819
"88","2611","Non production income","2017",24521
"89","2611","Non production income","2018",27421
"90","2611","Non production income","2019",46201
"91","2611","Non production income","2020",37102
"92","2611","Net carry in/carry out","2008",902130
"93","2611","Net carry in/carry out","2009",703365
"94","2611","Net carry in/carry out","2010",892236
"95","2611","Net carry in/carry out","2011",549103
"96","2611","Net carry in/carry out","2012",833479
"97","2611","Net carry in/carry out","2013",808650
"98","2611","Net carry in/carry out","2014",678310
"99","2611","Net carry in/carry out","2015",437997
"100","2611","Net carry in/carry out","2016",189806
"101","2611","Net carry in/carry out","2017",432159
"102","2611","Net carry in/carry out","2018",312982
"103","2611","Net carry in/carry out","2019",420844
"104","2611","Net carry in/carry out","2020",412774
"105","2611","Total turnover of businesses classified to this industry","2008",2926935
"106","2611","Total turnover of businesses classified to this industry","2009",1974699
"107","2611","Total turnover of businesses classified to this industry","2010",2447649
"108","2611","Total turnover of businesses classified to this industry","2011",2569685
"109","2611","Total turnover of businesses classified to this industry","2012",2568445
"110","2611","Total turnover of businesses classified to this industry","2013",2466953
"111","2611","Total turnover of businesses classified to this industry","2014",1876825
"112","2611","Total turnover of businesses classified to this industry","2015",1911498
"113","2611","Total turnover of businesses classified to this industry","2016",1591590
"114","2611","Total turnover of businesses classified to this industry","2017",1888829
"115","2611","Total turnover of businesses classified to this industry","2018",1881320
"116","2611","Total turnover of businesses classified to this industry","2019",2079529
"117","2611","Total turnover of businesses classified to this industry","2020",1693179
"118","26111100","Value £000's","2012",12313
"119","26111100","Value £000's","2013",16541
"120","26111100","Value £000's","2014",18843
"121","26111100","Value £000's","2015",18611
"122","26111100","Value £000's","2016",24566
"123","26111100","Value £000's","2017",35891
"124","26111100","Value £000's","2018",36135
"125","26111100","Value £000's","2019",32418
"126","26111100","Value £000's","2020",17683
"127","26111100","Volume (Number of items)","2012",2806
"128","26111100","Volume (Number of items)","2013",1879
"129","26111100","Volume (Number of items)","2014",2757
"130","26111100","Volume (Number of items)","2015",2483
"131","26111100","Volume (Number of items)","2016",3513
"132","26111100","Volume (Number of items)","2017",4800
"133","26111100","Volume (Number of items)","2018",4670
"134","26111100","Volume (Number of items)","2019",3875
"135","26111100","Volume (Number of items)","2020",2016
"136","26111100","£ per Number of items","2012",4388.41
"137","26111100","£ per Number of items","2013",8802.94
"138","26111100","£ per Number of items","2014",6835.95
"139","26111100","£ per Number of items","2015",7494.37
"140","26111100","£ per Number of items","2016",6992.57
"141","26111100","£ per Number of items","2017",7476.74
"142","26111100","£ per Number of items","2018",7737.44
"143","26111100","£ per Number of items","2019",8364.93
"144","26111100","£ per Number of items","2020",8770.14
"145","26111200","Value £000's","2010",35627
"146","26111200","Value £000's","2012",41276
"147","26111200","Value £000's","2015",39517
"148","26111200","Value £000's","2016",40841
"149","26111200","Value £000's","2017",40400
"150","26111200","Value £000's","2018",43845
"151","26111200","Volume (Number of items)","2012",52047
"152","26111200","Volume (Number of items)","2015",40806
"153","26111200","Volume (Number of items)","2017",45303
"154","26111200","Volume (Number of items)","2019",46259
"155","26111200","£ per Number of items","2012",793.06
"156","26111200","£ per Number of items","2015",968.41
"157","26111200","£ per Number of items","2017",891.77
"158","26112120","Value £000's","2008",9124
"159","26112120","Value £000's","2009",25821
"160","26112120","Value £000's","2010",41754
"161","26112120","Value £000's","2011",38149
"162","26112120","Value £000's","2012",33216
"163","26112120","Value £000's","2013",128604
"164","26112120","Value £000's","2015",152204
"165","26112120","Value £000's","2016",193907
"166","26112120","Value £000's","2017",177376
"167","26112120","Value £000's","2018",187995
"168","26112120","Value £000's","2019",176216
"169","26112120","Value £000's","2020",185667
"170","26112120","Volume (Number of items)","2009",928858631
"171","26112120","Volume (Number of items)","2011",281523909
"172","26112120","Volume (Number of items)","2015",1104290328
"173","26112120","£ per Number of items","2009",0.03
"174","26112120","£ per Number of items","2011",0.14
"175","26112120","£ per Number of items","2015",0.14
"176","26112150","Value £000's","2008",111599
"177","26112150","Value £000's","2009",111215
"178","26112150","Value £000's","2010",226274
"179","26112150","Value £000's","2011",227589
"180","26112150","Value £000's","2012",206359
"181","26112150","Value £000's","2013",221838
"182","26112150","Value £000's","2014",215491
"183","26112150","Value £000's","2015",207219
"184","26112150","Value £000's","2016",238574
"185","26112150","Value £000's","2017",255189
"186","26112150","Value £000's","2018",217109
"187","26112150","Value £000's","2019",235582
"188","26112150","Value £000's","2020",181033
"189","26112150","Volume (Thousand items)","2008",1120226
"190","26112150","Volume (Thousand items)","2009",1271693
"191","26112150","Volume (Thousand items)","2010",2446507
"192","26112150","Volume (Thousand items)","2012",2175157
"193","26112150","Volume (Thousand items)","2013",2642575
"194","26112150","Volume (Thousand items)","2014",3540072
"195","26112150","Volume (Thousand items)","2015",4189655
"196","26112150","Volume (Thousand items)","2016",4567288
"197","26112150","Volume (Thousand items)","2017",4951075
"198","26112150","Volume (Thousand items)","2018",5435720
"199","26112150","Volume (Thousand items)","2019",6561877
"200","26112150","£ per Thousand items","2008",99.62
"201","26112150","£ per Thousand items","2009",87.45
"202","26112150","£ per Thousand items","2010",92.49
"203","26112150","£ per Thousand items","2012",94.87
"204","26112150","£ per Thousand items","2013",83.95
"205","26112150","£ per Thousand items","2014",60.87
"206","26112150","£ per Thousand items","2015",49.46
"207","26112150","£ per Thousand items","2016",52.24
"208","26112150","£ per Thousand items","2017",51.54
"209","26112150","£ per Thousand items","2018",39.94
"210","26112150","£ per Thousand items","2019",35.9
"211","26112180","Value £000's","2008",26689
"212","26112180","Value £000's","2015",18072
"213","26112180","Value £000's","2016",16881
"214","26112180","Value £000's","2017",18722
"215","26112180","Value £000's","2018",20752
"216","26112180","Value £000's","2020",12366
"217","26112180","Volume (Number of items)","2008",387792
"218","26112180","Volume (Number of items)","2014",176954
"219","26112180","Volume (Number of items)","2015",183602
"220","26112180","Volume (Number of items)","2016",145823
"221","26112180","Volume (Number of items)","2017",143076
"222","26112180","Volume (Number of items)","2018",165317
"223","26112180","Volume (Number of items)","2020",89028
"224","26112180","£ per Number of items","2008",68.82
"225","26112180","£ per Number of items","2015",98.43
"226","26112180","£ per Number of items","2016",115.77
"227","26112180","£ per Number of items","2017",130.85
"228","26112180","£ per Number of items","2018",125.53
"229","26112180","£ per Number of items","2020",138.9
"230","26112220","Value £000's","2008",7486
"231","26112220","Value £000's","2009",8990
"232","26112220","Value £000's","2010",10983
"233","26112220","Value £000's","2011",11094
"234","26112220","Value £000's","2012",10351
"235","26112220","Value £000's","2013",14329
"236","26112220","Value £000's","2014",10362
"237","26112220","Value £000's","2015",16901
"238","26112220","Value £000's","2016",15831
"239","26112220","Value £000's","2017",17321
"240","26112220","Value £000's","2018",21362
"241","26112220","Value £000's","2019",21963
"242","26112220","Value £000's","2020",23207
"243","26112220","Volume (Number of items)","2008",2357790
"244","26112220","Volume (Number of items)","2009",5354569
"245","26112220","Volume (Number of items)","2010",8372369
"246","26112220","Volume (Number of items)","2011",10092133
"247","26112220","Volume (Number of items)","2012",6795695
"248","26112220","Volume (Number of items)","2013",4952567
"249","26112220","Volume (Number of items)","2014",5530244
"250","26112220","Volume (Number of items)","2015",5489496
"251","26112220","Volume (Number of items)","2016",3455882
"252","26112220","Volume (Number of items)","2017",7797849
"253","26112220","Volume (Number of items)","2018",9048786
"254","26112220","Volume (Number of items)","2019",11597866
"255","26112220","Volume (Number of items)","2020",13763680
"256","26112220","£ per Number of items","2008",3.17
"257","26112220","£ per Number of items","2009",1.68
"258","26112220","£ per Number of items","2010",1.31
"259","26112220","£ per Number of items","2011",1.1
"260","26112220","£ per Number of items","2012",1.52
"261","26112220","£ per Number of items","2013",2.89
"262","26112220","£ per Number of items","2014",1.87
"263","26112220","£ per Number of items","2015",3.08
"264","26112220","£ per Number of items","2016",4.58
"265","26112220","£ per Number of items","2017",2.22
"266","26112220","£ per Number of items","2018",2.36
"267","26112220","£ per Number of items","2019",1.89
"268","26112220","£ per Number of items","2020",1.69
"269","26112240","Value £000's","2008",477037
"270","26112240","Value £000's","2009",382888
"271","26112240","Value £000's","2010",499222
"272","26112240","Value £000's","2011",532514
"273","26112240","Value £000's","2012",223598
"274","26112240","Value £000's","2013",292688
"275","26112240","Value £000's","2014",82364
"276","26112240","Value £000's","2015",57873
"277","26112240","Value £000's","2016",53361
"278","26112240","Value £000's","2017",54875
"279","26112240","Value £000's","2018",50979
"280","26112240","Value £000's","2019",52498
"281","26112240","Value £000's","2020",59332
"282","26112240","Volume (Number of items)","2008",1492798
"283","26112240","Volume (Number of items)","2009",1500824
"284","26112240","Volume (Number of items)","2010",2116360
"285","26112240","Volume (Number of items)","2011",2565063
"286","26112240","Volume (Number of items)","2013",2229359
"287","26112240","Volume (Number of items)","2014",530720
"288","26112240","Volume (Number of items)","2015",353227
"289","26112240","Volume (Number of items)","2016",483540
"290","26112240","Volume (Number of items)","2017",193255
"291","26112240","Volume (Number of items)","2018",161224
"292","26112240","Volume (Number of items)","2019",239439
"293","26112240","Volume (Number of items)","2020",197516
"294","26112240","£ per Number of items","2008",319.56
"295","26112240","£ per Number of items","2009",255.12
"296","26112240","£ per Number of items","2010",235.89
"297","26112240","£ per Number of items","2011",207.6
"298","26112240","£ per Number of items","2013",131.29
"299","26112240","£ per Number of items","2014",155.19
"300","26112240","£ per Number of items","2015",163.84
"301","26112240","£ per Number of items","2016",110.36
"302","26112240","£ per Number of items","2017",283.95
"303","26112240","£ per Number of items","2018",316.2
"304","26112240","£ per Number of items","2019",219.25
"305","26112240","£ per Number of items","2020",300.39
"306","26112260","Value £000's","2013",44311
"307","26112260","Value £000's","2014",11385
"308","26112260","Value £000's","2015",24369
"309","26112260","Value £000's","2016",20214
"310","26112260","Value £000's","2017",14711
"311","26112260","Value £000's","2018",15588
"312","26112260","Value £000's","2019",10584
"313","26112260","Value £000's","2020",9755
"314","26112260","Volume (Thousand items)","2013",6081
"315","26112260","Volume (Thousand items)","2015",46618
"316","26112260","Volume (Thousand items)","2016",38719
"317","26112260","Volume (Thousand items)","2017",55235
"318","26112260","Volume (Thousand items)","2018",34531
"319","26112260","Volume (Thousand items)","2019",33706
"320","26112260","£ per Thousand items","2013",7286.79
"321","26112260","£ per Thousand items","2015",522.73
"322","26112260","£ per Thousand items","2016",522.06
"323","26112260","£ per Thousand items","2017",266.34
"324","26112260","£ per Thousand items","2018",451.42
"325","26112260","£ per Thousand items","2019",314.01
"326","26112280","Value £000's","2008",29936
"327","26112280","Value £000's","2009",33245
"328","26112280","Value £000's","2010",45652
"329","26112280","Value £000's","2011",43554
"330","26112280","Value £000's","2012",32313
"331","26112280","Value £000's","2013",34187
"332","26112280","Value £000's","2014",26444
"333","26112280","Value £000's","2015",21238
"334","26112280","Value £000's","2016",17097
"335","26112280","Volume (Number of items)","2008",18974581
"336","26112280","Volume (Number of items)","2010",69886135
"337","26112280","Volume (Number of items)","2011",62873200
"338","26112280","Volume (Number of items)","2012",5837117
"339","26112280","Volume (Number of items)","2013",39026596
"340","26112280","Volume (Number of items)","2014",7182621
"341","26112280","Volume (Number of items)","2016",91072506
"342","26112280","£ per Number of items","2008",1.58
"343","26112280","£ per Number of items","2010",0.65
"344","26112280","£ per Number of items","2011",0.69
"345","26112280","£ per Number of items","2012",5.54
"346","26112280","£ per Number of items","2013",0.88
"347","26112280","£ per Number of items","2014",3.68
"348","26112280","£ per Number of items","2016",0.19
"349","26113003","Value £000's","2008",332383
"350","26113003","Value £000's","2009",176891
"351","26113003","Value £000's","2010",152629
"352","26113003","Value £000's","2011",150184
"353","26113003","Value £000's","2012",144391
"354","26113003","Value £000's","2013",151667
"355","26113003","Value £000's","2014",147216
"356","26113003","Value £000's","2015",152371
"357","26113003","Value £000's","2016",163005
"358","26113003","Value £000's","2017",177423
"359","26113003","Value £000's","2018",193397
"360","26113003","Value £000's","2019",144149
"361","26113003","Value £000's","2020",127134
"362","26113003","Volume (Number of items)","2011",3152792
"363","26113003","Volume (Number of items)","2012",633060
"364","26113003","Volume (Number of items)","2013",832621
"365","26113003","Volume (Number of items)","2014",830140
"366","26113003","Volume (Number of items)","2015",716601
"367","26113003","Volume (Number of items)","2016",987286
"368","26113003","Volume (Number of items)","2017",647943
"369","26113003","Volume (Number of items)","2018",719133
"370","26113003","Volume (Number of items)","2019",631375
"371","26113003","Volume (Number of items)","2020",335056
"372","26113003","£ per Number of items","2011",47.64
"373","26113003","£ per Number of items","2012",228.08
"374","26113003","£ per Number of items","2013",182.16
"375","26113003","£ per Number of items","2014",177.34
"376","26113003","£ per Number of items","2015",212.63
"377","26113003","£ per Number of items","2016",165.1
"378","26113003","£ per Number of items","2017",273.83
"379","26113003","£ per Number of items","2018",268.93
"380","26113003","£ per Number of items","2019",228.31
"381","26113003","£ per Number of items","2020",379.44
"382","26113006","Value £000's","2008",115676
"383","26113006","Value £000's","2009",107412
"384","26113006","Value £000's","2010",103457
"385","26113006","Value £000's","2011",105674
"386","26113006","Value £000's","2012",86793
"387","26113006","Value £000's","2013",90307
"388","26113006","Value £000's","2014",69624
"389","26113006","Value £000's","2015",91664
"390","26113006","Value £000's","2016",91130
"391","26113006","Value £000's","2017",86653
"392","26113006","Value £000's","2018",99176
"393","26113006","Value £000's","2019",108939
"394","26113006","Value £000's","2020",99195
"395","26113006","Volume (Number of items)","2015",361383264
"396","26113006","Volume (Number of items)","2019",43598484
"397","26113006","Volume (Number of items)","2020",277312113
"398","26113006","£ per Number of items","2015",0.25
"399","26113006","£ per Number of items","2019",2.5
"400","26113006","£ per Number of items","2020",0.36
"401","26113023","Value £000's","2009",0
"402","26113023","Value £000's","2011",938
"403","26113023","Value £000's","2014",122
"404","26113023","Value £000's","2016",41
"405","26113023","Value £000's","2017",0
"406","26113023","Value £000's","2018",0
"407","26113023","Value £000's","2019",0
"408","26113023","Value £000's","2020",0
"409","26113023","Volume (Number of items)","2009",0
"410","26113023","Volume (Number of items)","2016",73073
"411","26113023","Volume (Number of items)","2017",0
"412","26113023","Volume (Number of items)","2018",0
"413","26113023","Volume (Number of items)","2019",0
"414","26113023","Volume (Number of items)","2020",0
"415","26113023","£ per Number of items","2016",0.56
"416","26113027","Value £000's","2008",0
"417","26113027","Value £000's","2009",0
"418","26113027","Value £000's","2010",0
"419","26113027","Value £000's","2011",0
"420","26113027","Value £000's","2012",0
"421","26113027","Value £000's","2013",0
"422","26113027","Value £000's","2014",0
"423","26113027","Value £000's","2015",0
"424","26113027","Value £000's","2016",0
"425","26113027","Value £000's","2017",0
"426","26113027","Value £000's","2018",0
"427","26113027","Value £000's","2019",0
"428","26113027","Value £000's","2020",0
"429","26113027","Volume (Number of items)","2008",0
"430","26113027","Volume (Number of items)","2009",0
"431","26113027","Volume (Number of items)","2010",0
"432","26113027","Volume (Number of items)","2011",0
"433","26113027","Volume (Number of items)","2012",0
"434","26113027","Volume (Number of items)","2013",0
"435","26113027","Volume (Number of items)","2014",0
"436","26113027","Volume (Number of items)","2015",0
"437","26113027","Volume (Number of items)","2016",0
"438","26113027","Volume (Number of items)","2017",0
"439","26113027","Volume (Number of items)","2018",0
"440","26113027","Volume (Number of items)","2019",0
"441","26113027","Volume (Number of items)","2020",0
"442","26113034","Value £000's","2009",0
"443","26113034","Value £000's","2010",0
"444","26113034","Value £000's","2011",0
"445","26113034","Value £000's","2012",0
"446","26113034","Value £000's","2014",0
"447","26113034","Value £000's","2018",0
"448","26113034","Value £000's","2019",0
"449","26113034","Value £000's","2020",0
"450","26113034","Volume (Number of items)","2009",0
"451","26113034","Volume (Number of items)","2010",0
"452","26113034","Volume (Number of items)","2011",0
"453","26113034","Volume (Number of items)","2012",0
"454","26113034","Volume (Number of items)","2014",0
"455","26113034","Volume (Number of items)","2018",0
"456","26113034","Volume (Number of items)","2019",0
"457","26113034","Volume (Number of items)","2020",0
"458","26113054","Value £000's","2010",0
"459","26113054","Value £000's","2011",0
"460","26113054","Value £000's","2012",0
"461","26113054","Value £000's","2013",0
"462","26113054","Value £000's","2014",0
"463","26113054","Value £000's","2015",0
"464","26113054","Value £000's","2016",0
"465","26113054","Value £000's","2017",0
"466","26113054","Value £000's","2018",0
"467","26113054","Value £000's","2019",0
"468","26113054","Value £000's","2020",0
"469","26113054","Volume (Number of items)","2010",0
"470","26113054","Volume (Number of items)","2011",0
"471","26113054","Volume (Number of items)","2012",0
"472","26113054","Volume (Number of items)","2013",0
"473","26113054","Volume (Number of items)","2014",0
"474","26113054","Volume (Number of items)","2015",0
"475","26113054","Volume (Number of items)","2016",0
"476","26113054","Volume (Number of items)","2017",0
"477","26113054","Volume (Number of items)","2018",0
"478","26113054","Volume (Number of items)","2019",0
"479","26113054","Volume (Number of items)","2020",0
"480","26113065","Value £000's","2010",29069
"481","26113065","Value £000's","2012",0
"482","26113065","Value £000's","2013",0
"483","26113065","Value £000's","2014",0
"484","26113065","Value £000's","2018",0
"485","26113065","Value £000's","2019",0
"486","26113065","Value £000's","2020",0
"487","26113065","Volume (Number of items)","2010",11941520
"488","26113065","Volume (Number of items)","2012",0
"489","26113065","Volume (Number of items)","2013",0
"490","26113065","Volume (Number of items)","2014",0
"491","26113065","Volume (Number of items)","2018",0
"492","26113065","Volume (Number of items)","2019",0
"493","26113065","Volume (Number of items)","2020",0
"494","26113065","£ per Number of items","2010",2.43
"495","26113067","Value £000's","2008",0
"496","26113067","Value £000's","2011",0
"497","26113067","Value £000's","2012",0
"498","26113067","Value £000's","2013",0
"499","26113067","Value £000's","2014",0
"500","26113067","Value £000's","2015",0
"501","26113067","Value £000's","2016",0
"502","26113067","Value £000's","2017",0
"503","26113067","Value £000's","2018",0
"504","26113067","Value £000's","2019",0
"505","26113067","Value £000's","2020",0
"506","26113067","Volume (Number of items)","2008",0
"507","26113067","Volume (Number of items)","2011",0
"508","26113067","Volume (Number of items)","2012",0
"509","26113067","Volume (Number of items)","2013",0
"510","26113067","Volume (Number of items)","2014",0
"511","26113067","Volume (Number of items)","2015",0
"512","26113067","Volume (Number of items)","2016",0
"513","26113067","Volume (Number of items)","2017",0
"514","26113067","Volume (Number of items)","2018",0
"515","26113067","Volume (Number of items)","2019",0
"516","26113067","Volume (Number of items)","2020",0
"517","26113080","Value £000's","2008",1181
"518","26113080","Value £000's","2009",3071
"519","26113080","Value £000's","2010",4383
"520","26113080","Value £000's","2011",624
"521","26113080","Value £000's","2012",1584
"522","26113080","Value £000's","2013",2109
"523","26113080","Value £000's","2015",2431
"524","26113080","Value £000's","2018",15032
"525","26113080","Value £000's","2020",4291
"526","26113080","Volume (Number of items)","2008",3380
"527","26113080","Volume (Number of items)","2013",2459
"528","26113080","Volume (Number of items)","2018",8875
"529","26113080","Volume (Number of items)","2020",1296
"530","26113080","£ per Number of items","2008",349.52
"531","26113080","£ per Number of items","2013",857.68
"532","26113080","£ per Number of items","2018",1693.71
"533","26113080","£ per Number of items","2020",3312.43
"534","26113091","Value £000's","2010",0
"535","26113091","Value £000's","2011",0
"536","26113091","Value £000's","2012",0
"537","26113091","Value £000's","2013",0
"538","26113091","Value £000's","2014",0
"539","26113091","Value £000's","2015",0
"540","26113091","Value £000's","2016",0
"541","26113091","Value £000's","2017",0
"542","26113091","Value £000's","2018",0
"543","26113091","Value £000's","2019",0
"544","26113091","Value £000's","2020",0
"545","26113091","Volume (Number of items)","2010",0
"546","26113091","Volume (Number of items)","2011",0
"547","26113091","Volume (Number of items)","2012",0
"548","26113091","Volume (Number of items)","2013",0
"549","26113091","Volume (Number of items)","2014",0
"550","26113091","Volume (Number of items)","2015",0
"551","26113091","Volume (Number of items)","2016",0
"552","26113091","Volume (Number of items)","2017",0
"553","26113091","Volume (Number of items)","2018",0
"554","26113091","Volume (Number of items)","2019",0
"555","26113091","Volume (Number of items)","2020",0
"556","26113094","Value £000's","2008",10332
"557","26113094","Value £000's","2009",14147
"558","26113094","Value £000's","2010",18327
"559","26113094","Value £000's","2011",17382
"560","26113094","Value £000's","2012",14119
"561","26113094","Value £000's","2013",15099
"562","26113094","Value £000's","2014",13237
"563","26113094","Value £000's","2015",11646
"564","26113094","Value £000's","2016",16554
"565","26113094","Value £000's","2019",64156
"566","26113094","Value £000's","2020",64571
"567","26113094","Volume (Number of items)","2009",41733441
"568","26113094","Volume (Number of items)","2010",51283983
"569","26113094","Volume (Number of items)","2011",54524440
"570","26113094","Volume (Number of items)","2012",25749211
"571","26113094","Volume (Number of items)","2013",7172504
"572","26113094","Volume (Number of items)","2014",7117198
"573","26113094","Volume (Number of items)","2015",6733033
"574","26113094","Volume (Number of items)","2016",9020555
"575","26113094","Volume (Number of items)","2017",7010978
"576","26113094","Volume (Number of items)","2018",6991865
"577","26113094","£ per Number of items","2009",0.34
"578","26113094","£ per Number of items","2010",0.36
"579","26113094","£ per Number of items","2011",0.32
"580","26113094","£ per Number of items","2012",0.55
"581","26113094","£ per Number of items","2013",2.11
"582","26113094","£ per Number of items","2014",1.86
"583","26113094","£ per Number of items","2015",1.73
"584","26113094","£ per Number of items","2016",1.84
"585","26114010","Value £000's","2008",0
"586","26114010","Value £000's","2009",0
"587","26114010","Value £000's","2010",0
"588","26114010","Value £000's","2011",0
"589","26114010","Volume (Number of items)","2008",0
"590","26114010","Volume (Number of items)","2009",0
"591","26114010","Volume (Number of items)","2010",0
"592","26114010","Volume (Number of items)","2011",0
"593","26114040","Value £000's","2011",1026
"594","26114040","Value £000's","2012",782
"595","26114040","Value £000's","2013",516
"596","26114040","Value £000's","2014",642
"597","26114040","Value £000's","2015",678
"598","26114040","Value £000's","2016",624
"599","26114040","Value £000's","2017",596
"600","26114040","Value £000's","2018",689
"601","26114040","Value £000's","2020",543
"602","26114070","Value £000's","2009",21379
"603","26114070","Value £000's","2010",22758
"604","26114070","Value £000's","2011",16508
"605","26114070","Value £000's","2012",14356
"606","26114070","Value £000's","2013",12227
"607","26114070","Value £000's","2014",10607
"608","26114070","Value £000's","2015",11527
"609","26114070","Value £000's","2016",13075
"610","26114070","Value £000's","2017",14824
"611","26114070","Value £000's","2018",14856
"612","26114070","Value £000's","2019",16851
"613","26114070","Value £000's","2020",14058
"614","26114090","Value £000's","2008",6237
"615","26114090","Value £000's","2009",5678
"616","26114090","Value £000's","2010",7649
"617","26114090","Value £000's","2011",7882
"618","26114090","Value £000's","2012",7365
"619","26114090","Value £000's","2013",7040
"620","26114090","Value £000's","2014",6847
"621","26114090","Value £000's","2015",7759
"622","26114090","Value £000's","2016",11886
"623","26114090","Value £000's","2017",11216
"624","26114090","Value £000's","2018",18555
"625","26114090","Value £000's","2019",10751
"626","26114090","Value £000's","2020",10558
"627","26115020","Value £000's","2008",158459
"628","26115020","Value £000's","2009",126262
"629","26115020","Value £000's","2010",142533
"630","26115020","Value £000's","2011",154378
"631","26115020","Value £000's","2012",132198
"632","26115020","Value £000's","2013",124620
"633","26115020","Value £000's","2014",121559
"634","26115020","Value £000's","2015",119233
"635","26115020","Value £000's","2016",95196
"636","26115020","Value £000's","2017",93065
"637","26115020","Value £000's","2018",96220
"638","26115020","Value £000's","2019",97536
"639","26115020","Value £000's","2020",96425
"640","26115020","Volume (Number of items)","2008",1367969
"641","26115020","Volume (Number of items)","2009",280105
"642","26115020","Volume (Number of items)","2010",45671
"643","26115020","Volume (Number of items)","2011",28680
"644","26115020","Volume (Number of items)","2012",25342
"645","26115020","Volume (Number of items)","2013",15453
"646","26115020","Volume (Number of items)","2014",15686
"647","26115020","Volume (Number of items)","2015",15503
"648","26115020","Volume (Number of items)","2016",11888
"649","26115020","Volume (Number of items)","2017",923274
"650","26115020","Volume (Number of items)","2018",2040795
"651","26115020","Volume (Number of items)","2019",3021950
"652","26115020","Volume (Number of items)","2020",3232659
"653","26115020","£ per Number of items","2008",115.84
"654","26115020","£ per Number of items","2009",450.77
"655","26115020","£ per Number of items","2010",3120.86
"656","26115020","£ per Number of items","2011",5382.73
"657","26115020","£ per Number of items","2012",5216.5
"658","26115020","£ per Number of items","2013",8064.65
"659","26115020","£ per Number of items","2014",7749.74
"660","26115020","£ per Number of items","2015",7690.92
"661","26115020","£ per Number of items","2016",8007.46
"662","26115020","£ per Number of items","2017",100.8
