"","model","year","component","product","material","value"
"1674","LCD TV 32"" ","unknown model and year","Others components*","LCD TV","Plastic",53.4
"1675","LCD TV 32"" ","unknown model and year","Others components*","LCD TV","Others",27.5
"1676","LG Smart TV 43"" 43UH610A-UJ ","2016","Case","LED TV","Plastic",2270
"1677","LG Smart TV 43"" 43UH610A-UJ ","2016","Display","LED TV","Plastic",1180
"1678","LG Smart TV 43"" 43UH610A-UJ ","2016","Display","LED TV","PCB",25.6
"1679","LG Smart TV 43"" 43UH610A-UJ ","2016","Display","LED TV","Flat panel glass",1460
"1680","LG Smart TV 43"" 43UH610A-UJ ","2016","Inner frame","LED TV","Steel",2865
"1681","LG Smart TV 43"" 43UH610A-UJ ","2016","Motherboard","LED TV","PCB",235
"1682","LG Smart TV 43"" 43UH610A-UJ ","2016","Power supply board","LED TV","PCB",325
"1683","LG Smart TV 43"" 43UH610A-UJ ","2016","Speakers","LED TV","Plastic",500
"1684","LG Smart TV 43"" 43UH610A-UJ ","2016","Other components*","LED TV","Steel",24
"1685","LG Smart TV 43"" 43UH610A-UJ ","2016","Other components*","LED TV","Plastic",363.5
"1686","LG Smart TV 43"" 43UH610A-UJ ","2016","Other components*","LED TV","Others",28.7
"1687","LG 24"" 24MP56HA LED monitor ","2014","Casing","LED monitor","Steel",1108
"1688","LG 24"" 24MP56HA LED monitor ","2014","Casing","LED monitor","Plastic",623
"1689","LG 24"" 24MP56HA LED monitor ","2014","Display","LED monitor","Plastic",488
"1690","LG 24"" 24MP56HA LED monitor ","2014","Display","LED monitor","Flat panel glass",468
"1691","LG 24"" 24MP56HA LED monitor ","2014","Display","LED monitor","Others",8
"1692","LG 24"" 24MP56HA LED monitor ","2014","Interiors","LED monitor","Steel",10.8
"1693","LG 24"" 24MP56HA LED monitor ","2014","Interiors","LED monitor","PCB",15
"1694","LG 24"" 24MP56HA LED monitor ","2014","Interiors","LED monitor","Others",7
"1695","LG 24"" 24MP56HA LED monitor ","2014","Motherboard","LED monitor","Plastic",20
"1696","LG 24"" 24MP56HA LED monitor ","2014","Motherboard","LED monitor","PCB",67
"1697","LG 24"" 24MP56HA LED monitor ","2014","Stand","LED monitor","Steel",66
"1698","LG 24"" 24MP56HA LED monitor ","2014","Stand","LED monitor","Plastic",301
"1699","Dell 23"" S2316M LED monitor ","2016","Casing","LED monitor","Steel",744
"1700","Dell 23"" S2316M LED monitor ","2016","Casing","LED monitor","Plastic",523
"1701","Dell 23"" S2316M LED monitor ","2016","Display","LED monitor","Plastic",451
"1702","Dell 23"" S2316M LED monitor ","2016","Display","LED monitor","Flat panel glass",439
"1703","Dell 23"" S2316M LED monitor ","2016","Display","LED monitor","Others",6
"1704","Dell 23"" S2316M LED monitor ","2016","Interiors","LED monitor","Aluminum",17
"1705","Dell 23"" S2316M LED monitor ","2016","Interiors","LED monitor","Copper",2.5
"1706","Dell 23"" S2316M LED monitor ","2016","Interiors","LED monitor","Steel",255
"1707","Dell 23"" S2316M LED monitor ","2016","Interiors","LED monitor","Plastic",2.5
"1708","Dell 23"" S2316M LED monitor ","2016","Interiors","LED monitor","PCB",14
"1709","Dell 23"" S2316M LED monitor ","2016","Interiors","LED monitor","Others",2.3
"1710","Dell 23"" S2316M LED monitor ","2016","Motherboard","LED monitor","PCB",64
"1711","Dell 23"" S2316M LED monitor ","2016","Stand","LED monitor","Steel",166
"1712","Dell 23"" S2316M LED monitor ","2016","Stand","LED monitor","Plastic",356
"1713","Philips Rush digital audio SA238/17 ","2004","Display","MP3 player","Flat panel glass",4.2
"1714","Philips Rush digital audio SA238/17 ","2004","Main body","MP3 player","Steel",1.2
"1715","Philips Rush digital audio SA238/17 ","2004","Main body","MP3 player","Plastic",27.1
"1716","Philips Rush digital audio SA238/17 ","2004","Main body","MP3 player","PCB",18.9
"1717","Philips Rush digital audio SA238/17 ","2004","Main body","MP3 player","Others",0.6
"1718","Mini iPod MP5002 ","2004","Display","MP3 player","Copper",0.1
"1719","Mini iPod MP5002 ","2004","Display","MP3 player","Plastic",2.4
"1720","Mini iPod MP5002 ","2004","Display","MP3 player","Flat panel glass",3.6
"1721","Mini iPod MP5002 ","2004","Display","MP3 player","Others",1.6
"1722","Mini iPod MP5002 ","2004","Main body","MP3 player","Aluminum",31.4
"1723","Mini iPod MP5002 ","2004","Main body","MP3 player","Copper",1.9
"1724","Mini iPod MP5002 ","2004","Main body","MP3 player","Steel",20.8
"1725","Mini iPod MP5002 ","2004","Main body","MP3 player","Plastic",5.7
"1726","Mini iPod MP5002 ","2004","Main body","MP3 player","Li-ion battery",12.4
"1727","Mini iPod MP5002 ","2004","Main body","MP3 player","PCB",16.1
"1728","Mini iPod MP5002 ","2004","Main body","MP3 player","Others",2.2
"1729","iPod classic A1136  ","2005","Display","MP3 player","Flat panel glass",9.6
"1730","iPod classic A1136  ","2005","Main body","MP3 player","Aluminum",6.6
"1731","iPod classic A1136  ","2005","Main body","MP3 player","Copper",0.2
"1732","iPod classic A1136  ","2005","Main body","MP3 player","Steel",72.7
"1733","iPod classic A1136  ","2005","Main body","MP3 player","Plastic",8.34
"1734","iPod classic A1136  ","2005","Main body","MP3 player","Li-ion battery",11.5
"1735","iPod classic A1136  ","2005","Main body","MP3 player","PCB",14.1
"1736","iPod classic A1136  ","2005","Main body","MP3 player","Other glass",2.76
"1737","iPod classic A1136  ","2005","Main body","MP3 player","Others",2.4
"1738","iPod Touch ","2008","Display","MP3 player","Plastic",3.4
"1739","iPod Touch ","2008","Display","MP3 player","Flat panel glass",7.2
"1740","iPod Touch ","2008","Display","MP3 player","Other glass",24
"1741","iPod Touch ","2008","Main body","MP3 player","Aluminum",48.4
"1742","iPod Touch ","2008","Main body","MP3 player","Copper",1.3
"1743","iPod Touch ","2008","Main body","MP3 player","Steel",0.3
"1744","iPod Touch ","2008","Main body","MP3 player","Plastic",1.9
"1745","iPod Touch ","2008","Main body","MP3 player","Li-ion battery",15.6
"1746","iPod Touch ","2008","Main body","MP3 player","PCB",4.7
"1747","iPod Touch ","2008","Main body","MP3 player","Others",0.6
"1748","Sansa Fuze+ MP3 player ","2010","Display","MP3 player","Flat panel glass",6.5
"1749","Sansa Fuze+ MP3 player ","2010","Main body","MP3 player","Aluminum",17
"1750","Sansa Fuze+ MP3 player ","2010","Main body","MP3 player","Steel",0.3
"1751","Sansa Fuze+ MP3 player ","2010","Main body","MP3 player","Plastic",11.13
"1752","Sansa Fuze+ MP3 player ","2010","Main body","MP3 player","Li-ion battery",11.9
"1753","Sansa Fuze+ MP3 player ","2010","Main body","MP3 player","PCB",9.2
"1754","Sansa Fuze+ MP3 player ","2010","Main body","MP3 player","Other glass",6.37
"1755","Sansa Fuze+ MP3 player ","2010","Main body","MP3 player","Others",0.7
"1756","iPod Touch ","2009","Display*","MP3 player","Flat panel glass",11
"1757","iPod Touch ","2009","Display*","MP3 player","Other glass",24
"1758","iPod Touch ","2009","Main body","MP3 player","Aluminum",48.1
"1759","iPod Touch ","2009","Main body","MP3 player","Copper",0.7
"1760","iPod Touch ","2009","Main body","MP3 player","Steel",1.7
"1761","iPod Touch ","2009","Main body","MP3 player","Plastic",3.3
"1762","iPod Touch ","2009","Main body","MP3 player","Li-ion battery",16
"1763","iPod Touch ","2009","Main body","MP3 player","PCB",3.8
"1764","iPod Touch ","2009","Main body","MP3 player","Others",0.4
"1765","Sony Vaio 10.4"" PCG-505FX ","1998*","Battery","Netbook ","Li-ion battery",227
"1766","Sony Vaio 10.4"" PCG-505FX ","1998*","Chasis bottom","Netbook ","Aluminum",0.1
"1767","Sony Vaio 10.4"" PCG-505FX ","1998*","Chasis bottom","Netbook ","Copper",2.6
"1768","Sony Vaio 10.4"" PCG-505FX ","1998*","Chasis bottom","Netbook ","Steel",4.6
"1769","Sony Vaio 10.4"" PCG-505FX ","1998*","Chasis bottom","Netbook ","Plastic",12.4
"1770","Sony Vaio 10.4"" PCG-505FX ","1998*","Chasis bottom","Netbook ","PCB",0.2
"1771","Sony Vaio 10.4"" PCG-505FX ","1998*","Chasis bottom","Netbook ","Others",6.4
"1772","Sony Vaio 10.4"" PCG-505FX ","1998*","Chasis top","Netbook ","Other metals",120.3
"1773","Sony Vaio 10.4"" PCG-505FX ","1998*","Display","Netbook ","Aluminum",2.8
"1774","Sony Vaio 10.4"" PCG-505FX ","1998*","Display","Netbook ","Copper",2.2
"1775","Sony Vaio 10.4"" PCG-505FX ","1998*","Display","Netbook ","Steel",49.7
"1776","Sony Vaio 10.4"" PCG-505FX ","1998*","Display","Netbook ","Plastic",47.1
"1777","Sony Vaio 10.4"" PCG-505FX ","1998*","Display","Netbook ","PCB",20.9
"1778","Sony Vaio 10.4"" PCG-505FX ","1998*","Display","Netbook ","Flat panel glass",257.9
"1779","Sony Vaio 10.4"" PCG-505FX ","1998*","Display","Netbook ","Other metals",30.2
"1780","Sony Vaio 10.4"" PCG-505FX ","1998*","Display","Netbook ","Others",6.8
"1781","Sony Vaio 10.4"" PCG-505FX ","1998*","Hard drive","Netbook ","Aluminum",9.65
"1782","Sony Vaio 10.4"" PCG-505FX ","1998*","Hard drive","Netbook ","Copper",0.37
"1783","Sony Vaio 10.4"" PCG-505FX ","1998*","Hard drive","Netbook ","Steel",62.11
"1784","Sony Vaio 10.4"" PCG-505FX ","1998*","Hard drive","Netbook ","Plastic",16.92
"1785","Sony Vaio 10.4"" PCG-505FX ","1998*","Hard drive","Netbook ","PCB",11.3
"1786","Sony Vaio 10.4"" PCG-505FX ","1998*","Hard drive","Netbook ","Others",10
"1787","Sony Vaio 10.4"" PCG-505FX ","1998*","Heat sink","Netbook ","Aluminum",0.1
"1788","Sony Vaio 10.4"" PCG-505FX ","1998*","Heat sink","Netbook ","Steel",19.1
"1789","Sony Vaio 10.4"" PCG-505FX ","1998*","Heat sink","Netbook ","Others",0.4
"1790","Sony Vaio 10.4"" PCG-505FX ","1998*","Keyboard","Netbook ","Aluminum",24.8
"1791","Sony Vaio 10.4"" PCG-505FX ","1998*","Keyboard","Netbook ","Copper",1.5
"1792","Sony Vaio 10.4"" PCG-505FX ","1998*","Keyboard","Netbook ","Steel",1.7
"1793","Sony Vaio 10.4"" PCG-505FX ","1998*","Keyboard","Netbook ","Plastic",61.7
"1794","Sony Vaio 10.4"" PCG-505FX ","1998*","Keyboard","Netbook ","Others",3.24
"1795","Sony Vaio 10.4"" PCG-505FX ","1998*","Motherboard","Netbook ","Aluminum",1.2
"1796","Sony Vaio 10.4"" PCG-505FX ","1998*","Motherboard","Netbook ","Copper",3.3
"1797","Sony Vaio 10.4"" PCG-505FX ","1998*","Motherboard","Netbook ","Steel",3.8
"1798","Sony Vaio 10.4"" PCG-505FX ","1998*","Motherboard","Netbook ","Plastic",2
"1799","Sony Vaio 10.4"" PCG-505FX ","1998*","Motherboard","Netbook ","PCB",171
"1800","Sony Vaio 10.4"" PCG-505FX ","1998*","Motherboard","Netbook ","Others",0.8
"1801","Sony Vaio 10.4"" PCG-505FX ","1998*","Other components*","Netbook ","Aluminum",41.86
"1802","Sony Vaio 10.4"" PCG-505FX ","1998*","Other components*","Netbook ","Copper",2.74
"1803","Sony Vaio 10.4"" PCG-505FX ","1998*","Other components*","Netbook ","Steel",0.1
"1804","Sony Vaio 10.4"" PCG-505FX ","1998*","Other components*","Netbook ","Plastic",16
"1805","Sony Vaio 10.4"" PCG-505FX ","1998*","Other components*","Netbook ","Other metals",56.2
"1806","Sony Vaio 10.4"" PCG-505FX ","1998*","Other components*","Netbook ","Others",8.8
"1807","Acer Aspire one 8"" ZG5 ","2008","Battery","Netbook ","Plastic",23.85
"1808","Acer Aspire one 8"" ZG5 ","2008","Battery","Netbook ","Li-ion battery",129.31
"1809","Acer Aspire one 8"" ZG5 ","2008","Battery","Netbook ","PCB",4.79
"1810","Acer Aspire one 8"" ZG5 ","2008","Battery","Netbook ","Others",1.31
"1811","Acer Aspire one 8"" ZG5 ","2008","Chasis bottom","Netbook ","Aluminum",1.7
"1812","Acer Aspire one 8"" ZG5 ","2008","Chasis bottom","Netbook ","Steel",0.5
"1813","Acer Aspire one 8"" ZG5 ","2008","Chasis bottom","Netbook ","Plastic",97.1
"1814","Acer Aspire one 8"" ZG5 ","2008","Chasis bottom","Netbook ","Others",0.6
"1815","Acer Aspire one 8"" ZG5 ","2008","Chasis top","Netbook ","Steel",1
"1816","Acer Aspire one 8"" ZG5 ","2008","Chasis top","Netbook ","Plastic",86
"1817","Acer Aspire one 8"" ZG5 ","2008","Chasis top","Netbook ","Other metals",2
"1818","Acer Aspire one 8"" ZG5 ","2008","Display","Netbook ","Aluminum",4.7
"1819","Acer Aspire one 8"" ZG5 ","2008","Display","Netbook ","Copper",1.3
"1820","Acer Aspire one 8"" ZG5 ","2008","Display","Netbook ","Steel",49.2
"1821","Acer Aspire one 8"" ZG5 ","2008","Display","Netbook ","Plastic",29.4
"1822","Acer Aspire one 8"" ZG5 ","2008","Display","Netbook ","PCB",15.2
"1823","Acer Aspire one 8"" ZG5 ","2008","Display","Netbook ","Flat panel glass",111.5
"1824","Acer Aspire one 8"" ZG5 ","2008","Display","Netbook ","Other metals",0.7
"1825","Acer Aspire one 8"" ZG5 ","2008","Display","Netbook ","Others",25.55
"1826","Acer Aspire one 8"" ZG5 ","2008","Fan","Netbook ","Aluminum",0.3
"1827","Acer Aspire one 8"" ZG5 ","2008","Fan","Netbook ","Copper",0.75
"1828","Acer Aspire one 8"" ZG5 ","2008","Fan","Netbook ","Plastic",1.8
"1829","Acer Aspire one 8"" ZG5 ","2008","Fan","Netbook ","PCB",0.3
"1830","Acer Aspire one 8"" ZG5 ","2008","Fan","Netbook ","Other metals",0.75
"1831","Acer Aspire one 8"" ZG5 ","2008","Hard drive","Netbook ","Aluminum",40.42
"1832","Acer Aspire one 8"" ZG5 ","2008","Hard drive","Netbook ","Copper",1.66
"1833","Acer Aspire one 8"" ZG5 ","2008","Hard drive","Netbook ","Steel",17
"1834","Acer Aspire one 8"" ZG5 ","2008","Hard drive","Netbook ","Plastic",26.22
"1835","Acer Aspire one 8"" ZG5 ","2008","Hard drive","Netbook ","PCB",12.1
"1836","Acer Aspire one 8"" ZG5 ","2008","Hard drive","Netbook ","Others",7.3
"1837","Acer Aspire one 8"" ZG5 ","2008","Heat sink","Netbook ","Aluminum",11.3
"1838","Acer Aspire one 8"" ZG5 ","2008","Heat sink","Netbook ","Others",0.2
"1839","Acer Aspire one 8"" ZG5 ","2008","Keyboard","Netbook ","Aluminum",63.9
"1840","Acer Aspire one 8"" ZG5 ","2008","Keyboard","Netbook ","Copper",3.05
"1841","Acer Aspire one 8"" ZG5 ","2008","Keyboard","Netbook ","Steel",0.6
"1842","Acer Aspire one 8"" ZG5 ","2008","Keyboard","Netbook ","Plastic",30.35
"1843","Acer Aspire one 8"" ZG5 ","2008","Motherboard","Netbook ","Aluminum",2
"1844","Acer Aspire one 8"" ZG5 ","2008","Motherboard","Netbook ","Steel",1.5
"1845","Acer Aspire one 8"" ZG5 ","2008","Motherboard","Netbook ","Plastic",1.1
"1846","Acer Aspire one 8"" ZG5 ","2008","Motherboard","Netbook ","PCB",159.8
"1847","Acer Aspire one 8"" ZG5 ","2008","Motherboard","Netbook ","Others",0.5
"1848","Acer Aspire one 8"" ZG5 ","2008","Speakers","Netbook ","Aluminum",1
"1849","Acer Aspire one 8"" ZG5 ","2008","Speakers","Netbook ","Copper",0.1
"1850","Acer Aspire one 8"" ZG5 ","2008","Speakers","Netbook ","Steel",2.8
"1851","Acer Aspire one 8"" ZG5 ","2008","Speakers","Netbook ","Plastic",1.2
"1852","Acer Aspire one 8"" ZG5 ","2008","Speakers","Netbook ","Others",0.1
"1853","Acer Aspire one 8"" ZG5 ","2008","Other components*","Netbook ","Aluminum",2.47
"1854","Acer Aspire one 8"" ZG5 ","2008","Other components*","Netbook ","Steel",0.04
"1855","Acer Aspire one 8"" ZG5 ","2008","Other components*","Netbook ","Plastic",100.83
"1856","Acer Aspire one 8"" ZG5 ","2008","Other components*","Netbook ","PCB",8.4
"1857","Acer Aspire one 8"" ZG5 ","2008","Other components*","Netbook ","Other metals",0.47
"1858","Acer Aspire one 8"" ZG5 ","2008","Other components*","Netbook ","Others",0.3
"1859","Asus EEE PC ","2008","Battery","Netbook ","Li-ion battery",211.9
"1860","Asus EEE PC ","2008","Chasis top","Netbook ","Plastic",91
"1861","Asus EEE PC ","2008","Chasis bottom","Netbook ","Plastic",88.6
"1862","Asus EEE PC ","2008","Display","Netbook ","Aluminum",62.8
"1863","Asus EEE PC ","2008","Display","Netbook ","Copper",3.35
"1864","Asus EEE PC ","2008","Display","Netbook ","Steel",14
"1865","Asus EEE PC ","2008","Display","Netbook ","Plastic",70.55
"1866","Asus EEE PC ","2008","Display","Netbook ","PCB",9.5
"1867","Asus EEE PC ","2008","Display","Netbook ","Flat panel glass",47.9
"1868","Asus EEE PC ","2008","Display","Netbook ","Others",10.7
"1869","Asus EEE PC ","2008","Fan","Netbook ","Copper",0.9
"1870","Asus EEE PC ","2008","Fan","Netbook ","Plastic",7
"1871","Asus EEE PC ","2008","Fan","Netbook ","PCB",1
"1872","Asus EEE PC ","2008","Keyboard","Netbook ","Aluminum",58.4
"1873","Asus EEE PC ","2008","Keyboard","Netbook ","Plastic",56.8
"1874","Asus EEE PC ","2008","Keyboard","Netbook ","PCB",4.1
"1875","Asus EEE PC ","2008","Motherboard","Netbook ","Aluminum",1.7
"1876","Asus EEE PC ","2008","Motherboard","Netbook ","PCB",147.2
"1877","Asus EEE PC ","2008","Motherboard","Netbook ","Others",3.2
"1878","Asus EEE PC ","2008","Others*","Netbook ","Steel",4.2
"1879","Asus EEE PC ","2008","Others*","Netbook ","Others",1.2
"1880","HP Mini 110-1030CA ","2009","Battery","Netbook ","Li-ion battery",178
"1881","HP Mini 110-1030CA ","2009","Casing","Netbook ","Steel",25
"1882","HP Mini 110-1030CA ","2009","Casing","Netbook ","Plastic",240
"1883","HP Mini 110-1030CA ","2009","Display*","Netbook ","Aluminum",5.3
"1884","HP Mini 110-1030CA ","2009","Display*","Netbook ","Flat panel glass",107
"1885","HP Mini 110-1030CA ","2009","Display*","Netbook ","CRT glass",92
"1886","HP Mini 110-1030CA ","2009","Daughter cards","Netbook ","Copper",1.8
"1887","HP Mini 110-1030CA ","2009","Daughter cards","Netbook ","Steel",1
"1888","HP Mini 110-1030CA ","2009","Daughter cards","Netbook ","PCB",27.5
"1889","HP Mini 110-1030CA ","2009","Daughter cards","Netbook ","Other metals",4.5
"1890","HP Mini 110-1030CA ","2009","Interior parts","Netbook ","Aluminum",84
"1891","HP Mini 110-1030CA ","2009","Interior parts","Netbook ","Copper",33
"1892","HP Mini 110-1030CA ","2009","Interior parts","Netbook ","Others",24
"1893","HP Mini 110-1030CA ","2009","Keyboard","Netbook ","Plastic",104
"1894","HP Mini 110-1030CA ","2009","Keyboard","Netbook ","PCB",5
"1895","HP Mini 110-1030CA ","2009","Motherboard","Netbook ","Li-ion battery",1.8
"1896","HP Mini 110-1030CA ","2009","Motherboard","Netbook ","PCB",88.4
"1897","HP Mini 110-1030CA ","2009","Motherboard","Netbook ","Other metals",6.4
"1898","HP Mini 110-1030CA ","2009","Motherboard","Netbook ","Others",5.4
"1899","HP Mini 110-1030CA ","2009","RAM","Netbook ","PCB",7.9
"1900","HP Mini 110-1030CA ","2009","Chasis","Plasma TV","Aluminum",735
"1901","HP Mini 110-1030CA ","2009","Chasis","Plasma TV","Copper",14.3
"1902","HP Mini 110-1030CA ","2009","Chasis","Plasma TV","Steel",13441.7
"1903","HP Mini 110-1030CA ","2009","Chasis","Plasma TV","Plastic",2827
"1904","HP Mini 110-1030CA ","2009","Chasis","Plasma TV","Other glass",2866.7
"1905","HP Mini 110-1030CA ","2009","Chasis","Plasma TV","Others",111.5
"1906","HP Mini 110-1030CA ","2009","Display","Plasma TV","Aluminum",3579.9
"1907","HP Mini 110-1030CA ","2009","Display","Plasma TV","Copper",5.5
"1908","HP Mini 110-1030CA ","2009","Display","Plasma TV","Steel",515
"1909","HP Mini 110-1030CA ","2009","Display","Plasma TV","Plastic",648.5
"1910","HP Mini 110-1030CA ","2009","Display","Plasma TV","PCB",322.5
"1911","HP Mini 110-1030CA ","2009","Display","Plasma TV","Flat panel glass",9109
"1912","HP Mini 110-1030CA ","2009","Display","Plasma TV","Other metals",133
"1913","HP Mini 110-1030CA ","2009","Display","Plasma TV","Others",178.1
"1914","HP Mini 110-1030CA ","2009","Motherboard","Plasma TV","Aluminum",181.7
"1915","HP Mini 110-1030CA ","2009","Motherboard","Plasma TV","Copper",35.1
"1916","HP Mini 110-1030CA ","2009","Motherboard","Plasma TV","Steel",70.6
"1917","HP Mini 110-1030CA ","2009","Motherboard","Plasma TV","PCB",804.9
"1918","HP Mini 110-1030CA ","2009","Motherboard","Plasma TV","Other metals",206.6
"1919","HP Mini 110-1030CA ","2009","Motherboard","Plasma TV","Others",401.7
"1920","HP Mini 110-1030CA ","2009","Power supply","Plasma TV","Aluminum",355.7
"1921","HP Mini 110-1030CA ","2009","Power supply","Plasma TV","Copper",29.5
"1922","HP Mini 110-1030CA ","2009","Power supply","Plasma TV","Steel",41.7
"1923","HP Mini 110-1030CA ","2009","Power supply","Plasma TV","Plastic",64.3
"1924","HP Mini 110-1030CA ","2009","Power supply","Plasma TV","PCB",246
"1925","HP Mini 110-1030CA ","2009","Power supply","Plasma TV","Other metals",503.8
"1926","HP Mini 110-1030CA ","2009","Power supply","Plasma TV","Others",310.3
"1927","HP Mini 110-1030CA ","2009","Remote control","Plasma TV","Steel",43
"1928","HP Mini 110-1030CA ","2009","Remote control","Plasma TV","Plastic",70
"1929","HP Mini 110-1030CA ","2009","Remote control","Plasma TV","PCB",15
"1930","HP Mini 110-1030CA ","2009","Remote control","Plasma TV","Other metals",4.5
"1931","HP Mini 110-1030CA ","2009","Remote control","Plasma TV","Others",2.5
"1932","HP Mini 110-1030CA ","2009","Other components*","Plasma TV","Copper",127.5
"1933","HP Mini 110-1030CA ","2009","Other components*","Plasma TV","Steel",104.9
"1934","HP Mini 110-1030CA ","2009","Other components*","Plasma TV","Plastic",130
"1935","HP Deskjet 932C ","1999","Frame","Printer","Steel",2115
"1936","HP Deskjet 932C ","1999","Main body","Printer","Aluminum",2.1
"1937","HP Deskjet 932C ","1999","Main body","Printer","Plastic",985.1
"1938","HP Deskjet 932C ","1999","Motherboard","Printer","PCB",252.9
"1939","HP Deskjet 932C ","1999","Motor","Printer","Steel",183.3
"1940","HP Deskjet 932C ","1999","Motor","Printer","Plastic",183.3
"1941","HP Deskjet 932C ","1999","Tray","Printer","Steel",3.7
"1942","HP Deskjet 932C ","1999","Tray","Printer","Plastic",482.5
"1943","HP Deskjet 932C ","1999","Others*","Printer","Aluminum",67.7
"1944","HP Deskjet 932C ","1999","Others*","Printer","Copper",40.6
"1945","HP Deskjet 932C ","1999","Others*","Printer","Steel",752.9
"1946","HP Deskjet 932C ","1999","Others*","Printer","Plastic",862.7
"1947","HP Deskjet 932C ","1999","Others*","Printer","Others",32.7
"1948","Dell photo printer 720 ","approx.  2004","Case","Printer","Plastic",932
"1949","Dell photo printer 720 ","approx.  2004","Paper feed","Printer","Steel",165.7
"1950","Dell photo printer 720 ","approx.  2004","Paper feed","Printer","Plastic",137.2
"1951","Dell photo printer 720 ","approx.  2004","Paper feed","Printer","PCB",41.4
"1952","Dell photo printer 720 ","approx.  2004","Paper feed","Printer","Others",22.3
"1953","Dell photo printer 720 ","approx.  2004","Print catridge","Printer","Copper",9.9
"1954","Dell photo printer 720 ","approx.  2004","Print catridge","Printer","Steel",367.8
"1955","Dell photo printer 720 ","approx.  2004","Print catridge","Printer","Plastic",116.5
"1956","Dell photo printer 720 ","approx.  2004","Print catridge","Printer","PCB",5.1
"1957","Dell photo printer 720 ","approx.  2004","Print catridge","Printer","Others",2.7
"1958","HP Officejet Pro 8000 ","2009","Access panel assembly","Printer","Steel",127.3
"1959","HP Officejet Pro 8000 ","2009","Access panel assembly","Printer","Plastic",752.2
"1960","HP Officejet Pro 8000 ","2009","Case assembly","Printer","Copper",0.4
"1961","HP Officejet Pro 8000 ","2009","Case assembly","Printer","Steel",93.9
"1962","HP Officejet Pro 8000 ","2009","Case assembly","Printer","Plastic",3090.7
"1963","HP Officejet Pro 8000 ","2009","Case assembly","Printer","PCB",16.9
"1964","HP Officejet Pro 8000 ","2009","Main assembly","Printer","Copper",55.7
"1965","HP Officejet Pro 8000 ","2009","Main assembly","Printer","Steel",2147.3
"1966","HP Officejet Pro 8000 ","2009","Main assembly","Printer","Plastic",1094.8
"1967","HP Officejet Pro 8000 ","2009","Main assembly","Printer","PCB",162.3
"1968","HP Officejet Pro 8000 ","2009","Main assembly","Printer","Others",94.7
"1969","HP Officejet Pro 8000 ","2009","Print catridge","Printer","Copper",1.1
"1970","HP Officejet Pro 8000 ","2009","Print catridge","Printer","Steel",54.7
"1971","HP Officejet Pro 8000 ","2009","Print catridge","Printer","Plastic",510.6
"1972","HP Officejet Pro 8000 ","2009","Print catridge","Printer","PCB",4.9
"1973","HP Officejet Pro 8000 ","2009","Print catridge","Printer","Others",4
"1974","Dell A940 all-in-one ","2003","Bottom assembly","Printer","Copper",12.3
"1975","Dell A940 all-in-one ","2003","Bottom assembly","Printer","Steel",1002.5
"1976","Dell A940 all-in-one ","2003","Bottom assembly","Printer","Plastic",2132.9
"1977","Dell A940 all-in-one ","2003","Bottom assembly","Printer","PCB",139.6
"1978","Dell A940 all-in-one ","2003","Bottom assembly","Printer","Others",3.8
"1979","Dell A940 all-in-one ","2003","Feed tray","Printer","Steel",3.9
"1980","Dell A940 all-in-one ","2003","Feed tray","Printer","Plastic",286.8
"1981","Dell A940 all-in-one ","2003","Lid for scanner","Printer","Plastic",412.4
"1982","Dell A940 all-in-one ","2003","Lid for scanner","Printer","Others",59.1
"1983","Dell A940 all-in-one ","2003","Scanner","Printer","Copper",8.3
"1984","Dell A940 all-in-one ","2003","Scanner","Printer","Steel",270.05
"1985","Dell A940 all-in-one ","2003","Scanner","Printer","Plastic",1226.05
"1986","Dell A940 all-in-one ","2003","Scanner","Printer","PCB",66.2
"1987","Dell A940 all-in-one ","2003","Scanner","Printer","Flat panel glass",8.3
"1988","Dell A940 all-in-one ","2003","Scanner","Printer","Other glass",721.4
"1989","Dell A940 all-in-one ","2003","Scanner","Printer","Others",29.9
"1990","Kodak printer ESP7 all-in-one ","2009","Display","Printer","Copper",51.7
"1991","Kodak printer ESP7 all-in-one ","2009","Display","Printer","Flat panel glass",21.1
"1992","Kodak printer ESP7 all-in-one ","2009","Display","Printer","Others",3.6
"1993","Kodak printer ESP7 all-in-one ","2009","Motherboard","Printer","PCB",282.2
"1994","Kodak printer ESP7 all-in-one ","2009","Motor","Printer","Steel",146.7
"1995","Kodak printer ESP7 all-in-one ","2009","Motor","Printer","Plastic",146.7
"1996","Kodak printer ESP7 all-in-one ","2009","Paper feed","Printer","Aluminum",4.2
"1997","Kodak printer ESP7 all-in-one ","2009","Paper feed","Printer","Steel",423.8
"1998","Kodak printer ESP7 all-in-one ","2009","Print nozzle","Printer","Steel",1075.3
"1999","Kodak printer ESP7 all-in-one ","2009","Scanner","Printer","Plastic",3620
"2000","Kodak printer ESP7 all-in-one ","2009","Scanner","Printer","Other glass",640
"2001","Kodak printer ESP7 all-in-one ","2009","Other components*","Printer","Plastic",1733.2
"2002","Kodak printer ESP7 all-in-one ","2009","Other components*","Printer","Others",180.7
"2003","Palm Treo 650 ","2004*","Display","Smartphone","Flat panel glass",30.1
"2004","Palm Treo 650 ","2004*","Main body","Smartphone","Aluminum",5.5
"2005","Palm Treo 650 ","2004*","Main body","Smartphone","Copper",2.2
"2006","Palm Treo 650 ","2004*","Main body","Smartphone","Steel",1
