"","model","year","component","product","material","value"
"1","Nokia 5165 ","1998","Display","Basic mobile phone","Aluminum",1.7
"2","Nokia 5165 ","1998","Display","Basic mobile phone","Plastic",1.7
"3","Nokia 5165 ","1998","Display","Basic mobile phone","Flat panel glass",4.8
"4","Nokia 5165 ","1998","Main body","Basic mobile phone","Steel",2.2
"5","Nokia 5165 ","1998","Main body","Basic mobile phone","Plastic",45.7
"6","Nokia 5165 ","1998","Main body","Basic mobile phone","Li-ion battery",73.3
"7","Nokia 5165 ","1998","Main body","Basic mobile phone","PCB",42.6
"8","Nokia 5165 ","1998","Main body","Basic mobile phone","Others",1.1
"9","Sanyo SCP 4000 ","1999","Display","Basic mobile phone","Flat panel glass",5.7
"10","Sanyo SCP 4000 ","1999","Main body","Basic mobile phone","Steel",2.9
"11","Sanyo SCP 4000 ","1999","Main body","Basic mobile phone","Plastic",30.3
"12","Sanyo SCP 4000 ","1999","Main body","Basic mobile phone","Li-ion battery",47.6
"13","Sanyo SCP 4000 ","1999","Main body","Basic mobile phone","PCB",30.6
"14","Sanyo SCP 4000 ","1999","Main body","Basic mobile phone","Others",7.5
"15","LG VX 3200 ","2004","Display","Basic mobile phone","Plastic",2.2
"16","LG VX 3200 ","2004","Display","Basic mobile phone","Flat panel glass",3.7
"17","LG VX 3200 ","2004","Main body","Basic mobile phone","Copper",6.5
"18","LG VX 3200 ","2004","Main body","Basic mobile phone","Steel",0.4
"19","LG VX 3200 ","2004","Main body","Basic mobile phone","Plastic",36.7
"20","LG VX 3200 ","2004","Main body","Basic mobile phone","Li-ion battery",22.7
"21","LG VX 3200 ","2004","Main body","Basic mobile phone","PCB",17.6
"22","LG VX 3200 ","2004","Main body","Basic mobile phone","Others",5.8
"23","Mototrola V276 ","2004","Display","Basic mobile phone","Aluminum",0.2
"24","Mototrola V276 ","2004","Display","Basic mobile phone","Plastic",3.5
"25","Mototrola V276 ","2004","Display","Basic mobile phone","PCB",2.7
"26","Mototrola V276 ","2004","Display","Basic mobile phone","Flat panel glass",5
"27","Mototrola V276 ","2004","Main body","Basic mobile phone","Aluminum",7
"28","Mototrola V276 ","2004","Main body","Basic mobile phone","Copper",5.4
"29","Mototrola V276 ","2004","Main body","Basic mobile phone","Steel",0.6
"30","Mototrola V276 ","2004","Main body","Basic mobile phone","Plastic",37.7
"31","Mototrola V276 ","2004","Main body","Basic mobile phone","Li-ion battery",23.1
"32","Mototrola V276 ","2004","Main body","Basic mobile phone","PCB",16.7
"33","Mototrola V276 ","2004","Main body","Basic mobile phone","Others",8.1
"34","LG VX5200 ","2005","Display","Basic mobile phone","Aluminum",1.5
"35","LG VX5200 ","2005","Display","Basic mobile phone","Plastic",2.6
"36","LG VX5200 ","2005","Display","Basic mobile phone","PCB",1.8
"37","LG VX5200 ","2005","Display","Basic mobile phone","Flat panel glass",5.4
"38","LG VX5200 ","2005","Main body","Basic mobile phone","Aluminum",0.5
"39","LG VX5200 ","2005","Main body","Basic mobile phone","Copper",5
"40","LG VX5200 ","2005","Main body","Basic mobile phone","Steel",0.3
"41","LG VX5200 ","2005","Main body","Basic mobile phone","Plastic",37.3
"42","LG VX5200 ","2005","Main body","Basic mobile phone","Li-ion battery",21.6
"43","LG VX5200 ","2005","Main body","Basic mobile phone","PCB",13.4
"44","LG VX5200 ","2005","Main body","Basic mobile phone","Others",8.9
"45","Motorola RAZR V3c ","2005","Display","Basic mobile phone","Flat panel glass",15.2
"46","Motorola RAZR V3c ","2005","Main body","Basic mobile phone","Aluminum",27.6
"47","Motorola RAZR V3c ","2005","Main body","Basic mobile phone","Steel",0.6
"48","Motorola RAZR V3c ","2005","Main body","Basic mobile phone","Plastic",16.7
"49","Motorola RAZR V3c ","2005","Main body","Basic mobile phone","Li-ion battery",19.6
"50","Motorola RAZR V3c ","2005","Main body","Basic mobile phone","PCB",11.6
"51","Motorola RAZR V3c ","2005","Main body","Basic mobile phone","Others",8.9
"52","LG enV VX9100 ","2008","Display","Basic mobile phone","Flat panel glass",13.7
"53","LG enV VX9100 ","2008","Main body","Basic mobile phone","Aluminum",13.1
"54","LG enV VX9100 ","2008","Main body","Basic mobile phone","Steel",0.7
"55","LG enV VX9100 ","2008","Main body","Basic mobile phone","Plastic",41.7
"56","LG enV VX9100 ","2008","Main body","Basic mobile phone","Li-ion battery",23.7
"57","LG enV VX9100 ","2008","Main body","Basic mobile phone","PCB",24.2
"58","LG enV VX9100 ","2008","Main body","Basic mobile phone","Others",7.6
"59","LG VX 8360 ","2009","Display","Basic mobile phone","Flat panel glass",10.4
"60","LG VX 8360 ","2009","Main body","Basic mobile phone","Aluminum",3
"61","LG VX 8360 ","2009","Main body","Basic mobile phone","Copper",1.7
"62","LG VX 8360 ","2009","Main body","Basic mobile phone","Steel",0.3
"63","LG VX 8360 ","2009","Main body","Basic mobile phone","Plastic",39.9
"64","LG VX 8360 ","2009","Main body","Basic mobile phone","Li-ion battery",20.5
"65","LG VX 8360 ","2009","Main body","Basic mobile phone","PCB",14.4
"66","LG VX 8360 ","2009","Main body","Basic mobile phone","Others",5.2
"67","LG VN 530 Octane ","2010","Display","Basic mobile phone","Flat panel glass",19
"68","LG VN 530 Octane ","2010","Main body","Basic mobile phone","Steel",3
"69","LG VN 530 Octane ","2010","Main body","Basic mobile phone","Plastic",55.6
"70","LG VN 530 Octane ","2010","Main body","Basic mobile phone","Li-ion battery",21
"71","LG VN 530 Octane ","2010","Main body","Basic mobile phone","PCB",22.1
"72","LG VN 530 Octane ","2010","Main body","Basic mobile phone","Others",6.1
"73","Samsung BD P1000 ","2006","Case","Blu-ray player ","Aluminum",26.5
"74","Samsung BD P1000 ","2006","Case","Blu-ray player ","Steel",1976.5
"75","Samsung BD P1000 ","2006","Case","Blu-ray player ","Plastic",315.4
"76","Samsung BD P1000 ","2006","Disk drive","Blu-ray player ","Copper",133
"77","Samsung BD P1000 ","2006","Disk drive","Blu-ray player ","Steel",625.5
"78","Samsung BD P1000 ","2006","Disk drive","Blu-ray player ","Plastic",178.7
"79","Samsung BD P1000 ","2006","Disk drive","Blu-ray player ","PCB",84.8
"80","Samsung BD P1000 ","2006","Disk drive","Blu-ray player ","Others",55.2
"81","Samsung BD P1000 ","2006","Interior modules","Blu-ray player ","Copper",28.6
"82","Samsung BD P1000 ","2006","Interior modules","Blu-ray player ","Steel",4.9
"83","Samsung BD P1000 ","2006","Interior modules","Blu-ray player ","Plastic",55.6
"84","Samsung BD P1000 ","2006","Interior modules","Blu-ray player ","PCB",952.6
"85","Samsung BD P1000 ","2006","Interior modules","Blu-ray player ","Other glass",22.2
"86","Samsung BD P1400 ","2007","Case","Blu-ray player ","Steel",1890
"87","Samsung BD P1400 ","2007","Case","Blu-ray player ","Plastic",276.4
"88","Samsung BD P1400 ","2007","Disk drive","Blu-ray player ","Copper",18.3
"89","Samsung BD P1400 ","2007","Disk drive","Blu-ray player ","Steel",654.3
"90","Samsung BD P1400 ","2007","Disk drive","Blu-ray player ","Plastic",178.4
"91","Samsung BD P1400 ","2007","Disk drive","Blu-ray player ","PCB",78.2
"92","Samsung BD P1400 ","2007","Disk drive","Blu-ray player ","Others",58.5
"93","Samsung BD P1400 ","2007","Interior modules","Blu-ray player ","Copper",101.7
"94","Samsung BD P1400 ","2007","Interior modules","Blu-ray player ","Steel",148.1
"95","Samsung BD P1400 ","2007","Interior modules","Blu-ray player ","Plastic",46.8
"96","Samsung BD P1400 ","2007","Interior modules","Blu-ray player ","PCB",532
"97","Samsung BD P1400 ","2007","Interior modules","Blu-ray player ","Other glass",25
"98","Toshiba BDK33KU ","approx. 2012","Case","Blu-ray player ","Steel",455
"99","Toshiba BDK33KU ","approx. 2012","Case","Blu-ray player ","Plastic",80
"100","Toshiba BDK33KU ","approx. 2012","Disk drive","Blu-ray player ","Copper",4.8
"101","Toshiba BDK33KU ","approx. 2012","Disk drive","Blu-ray player ","Steel",67.19
"102","Toshiba BDK33KU ","approx. 2012","Disk drive","Blu-ray player ","Plastic",137.6
"103","Toshiba BDK33KU ","approx. 2012","Disk drive","Blu-ray player ","PCB",0.8
"104","Toshiba BDK33KU ","approx. 2012","Disk drive","Blu-ray player ","Others",2.9
"105","Toshiba BDK33KU ","approx. 2012","Interior modules","Blu-ray player ","Copper",33.2
"106","Toshiba BDK33KU ","approx. 2012","Interior modules","Blu-ray player ","Steel",6.1
"107","Toshiba BDK33KU ","approx. 2012","Interior modules","Blu-ray player ","Plastic",55.5
"108","Toshiba BDK33KU ","approx. 2012","Interior modules","Blu-ray player ","PCB",140
"109","Toshiba BDK33KU ","approx. 2012","Cabinet","CRT monitor","Plastic",2480
"110","Toshiba BDK33KU ","approx. 2012","Display","CRT monitor","CRT glass",7749
"111","Toshiba BDK33KU ","approx. 2012","Electrolytic capacitors","CRT monitor","Aluminum",61.13
"112","Toshiba BDK33KU ","approx. 2012","Electrolytic capacitors","CRT monitor","Copper",61.13
"113","Toshiba BDK33KU ","approx. 2012","Electrolytic capacitors","CRT monitor","Others",30.56
"114","Toshiba BDK33KU ","approx. 2012","Frame","CRT monitor","Steel",439
"115","Toshiba BDK33KU ","approx. 2012","Heat sink","CRT monitor","Aluminum",280.96
"116","Toshiba BDK33KU ","approx. 2012","ICs","CRT monitor","PCB",13.86
"117","Toshiba BDK33KU ","approx. 2012","Inductor coils","CRT monitor","Copper",37.52
"118","Toshiba BDK33KU ","approx. 2012","Inductor coils","CRT monitor","Steel",37.52
"119","Toshiba BDK33KU ","approx. 2012","Inductor coils","CRT monitor","Plastic",18.76
"120","Toshiba BDK33KU ","approx. 2012","monitor cable","CRT monitor","Copper",217.8
"121","Toshiba BDK33KU ","approx. 2012","monitor cable","CRT monitor","Plastic",72.6
"122","Toshiba BDK33KU ","approx. 2012","Motherboard","CRT monitor","Steel",105.21
"123","Toshiba BDK33KU ","approx. 2012","Motherboard","CRT monitor","PCB",645.47
"124","Toshiba BDK33KU ","approx. 2012","Socket","CRT monitor","Plastic",338.37
"125","Toshiba BDK33KU ","approx. 2012","Transformers","CRT monitor","Copper",254.7
"126","Toshiba BDK33KU ","approx. 2012","Transformers","CRT monitor","Steel",254.7
"127","Toshiba BDK33KU ","approx. 2012","Chasis","CRT TV","Copper",7
"128","Toshiba BDK33KU ","approx. 2012","Chasis","CRT TV","Steel",60
"129","Toshiba BDK33KU ","approx. 2012","Chasis","CRT TV","Plastic",4600
"130","Toshiba BDK33KU ","approx. 2012","Chasis","CRT TV","Other metals",673
"131","Toshiba BDK33KU ","approx. 2012","Display","CRT TV","Copper",1745
"132","Toshiba BDK33KU ","approx. 2012","Display","CRT TV","Steel",4046
"133","Toshiba BDK33KU ","approx. 2012","Display","CRT TV","Plastic",421
"134","Toshiba BDK33KU ","approx. 2012","Display","CRT TV","PCB",28
"135","Toshiba BDK33KU ","approx. 2012","Display","CRT TV","CRT glass",27360.4
"136","Toshiba BDK33KU ","approx. 2012","Display","CRT TV","Other metals",93
"137","Toshiba BDK33KU ","approx. 2012","Display","CRT TV","Others",3
"138","Toshiba BDK33KU ","approx. 2012","Motherboard","CRT TV","Aluminum",321
"139","Toshiba BDK33KU ","approx. 2012","Motherboard","CRT TV","Steel",66
"140","Toshiba BDK33KU ","approx. 2012","Motherboard","CRT TV","Plastic",2
"141","Toshiba BDK33KU ","approx. 2012","Motherboard","CRT TV","PCB",349
"142","Toshiba BDK33KU ","approx. 2012","Motherboard","CRT TV","Other metals",886.8
"143","Toshiba BDK33KU ","approx. 2012","Motherboard","CRT TV","Others",98
"144","Toshiba BDK33KU ","approx. 2012","Power supply unit","CRT TV","PCB",38
"145","Toshiba BDK33KU ","approx. 2012","Power supply unit","CRT TV","Other metals",372.7
"146","Toshiba BDK33KU ","approx. 2012","Power supply unit","CRT TV","Others",2
"147","Toshiba BDK33KU ","approx. 2012","Remote","CRT TV","Steel",2
"148","Toshiba BDK33KU ","approx. 2012","Remote","CRT TV","Plastic",72
"149","Toshiba BDK33KU ","approx. 2012","Remote","CRT TV","PCB",14
"150","Toshiba BDK33KU ","approx. 2012","Remote","CRT TV","Other metals",36.2
"151","Toshiba BDK33KU ","approx. 2012","Remote","CRT TV","Others",17.2
"152","Toshiba BDK33KU ","approx. 2012","Other components*","CRT TV","Copper",53
"153","Toshiba BDK33KU ","approx. 2012","Other components*","CRT TV","Steel",58
"154","Toshiba BDK33KU ","approx. 2012","Other components*","CRT TV","Plastic",75
"155","Toshiba BDK33KU ","approx. 2012","Other components*","CRT TV","Other metals",1
"156","Toshiba BDK33KU ","approx. 2012","Other components*","CRT TV","Others",17
"157","RCA DVD/CD player ","approx. 2004","Case","DVD player","Steel",2103.05
"158","RCA DVD/CD player ","approx. 2004","Case","DVD player","Plastic",276.85
"159","RCA DVD/CD player ","approx. 2004","Case","DVD player","Others",0.9
"160","RCA DVD/CD player ","approx. 2004","DVD drive","DVD player","Copper",9.56
"161","RCA DVD/CD player ","approx. 2004","DVD drive","DVD player","Steel",200.64
"162","RCA DVD/CD player ","approx. 2004","DVD drive","DVD player","Plastic",779.1
"163","RCA DVD/CD player ","approx. 2004","DVD drive","DVD player","PCB",45
"164","RCA DVD/CD player ","approx. 2004","DVD drive","DVD player","Others",0.8
"165","RCA DVD/CD player ","approx. 2004","Motherboard","DVD player","Copper",318
"166","RCA DVD/CD player ","approx. 2004","Motherboard","DVD player","Steel",539.9
"167","RCA DVD/CD player ","approx. 2004","Motherboard","DVD player","Plastic",212
"168","RCA DVD/CD player ","approx. 2004","Motherboard","DVD player","PCB",520
"169","RCA DVD/CD player ","approx. 2004","Other components*","DVD player","Aluminum",46.5
"170","RCA DVD/CD player ","approx. 2004","Other components*","DVD player","Plastic",108.5
"171","Sony SLV D360P ","2005","Case","DVD player","Steel",905
"172","Sony SLV D360P ","2005","Case","DVD player","Plastic",563.7
"173","Sony SLV D360P ","2005","DVD drive","DVD player","Aluminum",12.2
"174","Sony SLV D360P ","2005","DVD drive","DVD player","Copper",19.2
"175","Sony SLV D360P ","2005","DVD drive","DVD player","Steel",109.16
"176","Sony SLV D360P ","2005","DVD drive","DVD player","Plastic",217.9
"177","Sony SLV D360P ","2005","DVD drive","DVD player","PCB",110.6
"178","Sony SLV D360P ","2005","DVD drive","DVD player","Others",18
"179","Sony SLV D360P ","2005","Motherboard","DVD player","PCB",547.7
"180","Sony SLV D360P ","2005","Other components*","DVD player","Aluminum",74.4
"181","Sony SLV D360P ","2005","Other components*","DVD player","Copper",124.1
"182","Sony SLV D360P ","2005","Other components*","DVD player","Steel",763.6
"183","Sony SLV D360P ","2005","Other components*","DVD player","Plastic",109.3
"184","Sony SLV D360P ","2005","Other components*","DVD player","Others",1.4
"185","Aspire Digital AD N820B ","approx. 2005","Case","DVD player","Steel",798.2
"186","Aspire Digital AD N820B ","approx. 2005","Case","DVD player","Plastic",861
"187","Aspire Digital AD N820B ","approx. 2005","DVD drive","DVD player","Steel",151.4
"188","Aspire Digital AD N820B ","approx. 2005","DVD drive","DVD player","Plastic",162.9
"189","Aspire Digital AD N820B ","approx. 2005","DVD drive","DVD player","PCB",1.3
"190","Aspire Digital AD N820B ","approx. 2005","DVD drive","DVD player","Others",2.7
"191","Aspire Digital AD N820B ","approx. 2005","Motherboard","DVD player","Copper",10.85
"192","Aspire Digital AD N820B ","approx. 2005","Motherboard","DVD player","Steel",5.2
"193","Aspire Digital AD N820B ","approx. 2005","Motherboard","DVD player","Plastic",16.25
"194","Aspire Digital AD N820B ","approx. 2005","Motherboard","DVD player","PCB",210.6
"195","Aspire Digital AD N820B ","approx. 2005","Other components*","DVD player","Aluminum",1.2
"196","Aspire Digital AD N820B ","approx. 2005","Other components*","DVD player","Copper",31.5
"197","Aspire Digital AD N820B ","approx. 2005","Other components*","DVD player","Plastic",84.6
"198","HP Compaq 6000 ","2009","Access panel","Traditional desktop","Steel",1102.62
"199","HP Compaq 6000 ","2009","Access panel","Traditional desktop","Plastic",2.38
"200","HP Compaq 6000 ","2009","Bottom casing","Traditional desktop","Plastic",4535.9
"201","HP Compaq 6000 ","2009","Front bezel","Traditional desktop","Plastic",242.9
"202","HP Compaq 6000 ","2009","Hard drive","Traditional desktop","Aluminum",255.8
"203","HP Compaq 6000 ","2009","Hard drive","Traditional desktop","Copper",20.29
"204","HP Compaq 6000 ","2009","Hard drive","Traditional desktop","Steel",47.3
"205","HP Compaq 6000 ","2009","Hard drive","Traditional desktop","Plastic",20.7
"206","HP Compaq 6000 ","2009","Hard drive","Traditional desktop","PCB",16.7
"207","HP Compaq 6000 ","2009","Hard drive","Traditional desktop","Others",23
"208","HP Compaq 6000 ","2009","Heat sink","Traditional desktop","Aluminum",211.39
"209","HP Compaq 6000 ","2009","Heat sink","Traditional desktop","Copper",28.8
"210","HP Compaq 6000 ","2009","Heat sink","Traditional desktop","Steel",51.31
"211","HP Compaq 6000 ","2009","Motherboard","Traditional desktop","Steel",7.6
"212","HP Compaq 6000 ","2009","Motherboard","Traditional desktop","PCB",580.9
"213","HP Compaq 6000 ","2009","Motherboard fan","Traditional desktop","Aluminum",10.25
"214","HP Compaq 6000 ","2009","Motherboard fan","Traditional desktop","Copper",10.07
"215","HP Compaq 6000 ","2009","Motherboard fan","Traditional desktop","Steel",16.58
"216","HP Compaq 6000 ","2009","Motherboard fan","Traditional desktop","Plastic",140.52
"217","HP Compaq 6000 ","2009","Motherboard fan","Traditional desktop","PCB",1.49
"218","HP Compaq 6000 ","2009","Motherboard Port","Traditional desktop","Aluminum",12.76
"219","HP Compaq 6000 ","2009","Motherboard Port","Traditional desktop","Copper",24.43
"220","HP Compaq 6000 ","2009","Motherboard Port","Traditional desktop","Steel",0.9
"221","HP Compaq 6000 ","2009","Motherboard Port","Traditional desktop","Plastic",62.51
"222","HP Compaq 6000 ","2009","Optical drive","Traditional desktop","Copper",23.22
"223","HP Compaq 6000 ","2009","Optical drive","Traditional desktop","Steel",446.4
"224","HP Compaq 6000 ","2009","Optical drive","Traditional desktop","Plastic",169.79
"225","HP Compaq 6000 ","2009","Optical drive","Traditional desktop","PCB",32.9
"226","HP Compaq 6000 ","2009","Power supply","Traditional desktop","Steel",731.2
"227","HP Compaq 6000 ","2009","Power supply","Traditional desktop","PCB",533.3
"228","HP Compaq 6000 ","2009","Power switch","Traditional desktop","Copper",1.7
"229","HP Compaq 6000 ","2009","Power switch","Traditional desktop","Plastic",8.9
"230","HP Compaq 6000 ","2009","Rear fan","Traditional desktop","Aluminum",10.27
"231","HP Compaq 6000 ","2009","Rear fan","Traditional desktop","Copper",10.09
"232","HP Compaq 6000 ","2009","Rear fan","Traditional desktop","Steel",18.92
"233","HP Compaq 6000 ","2009","Rear fan","Traditional desktop","Plastic",63.94
"234","HP Compaq 6000 ","2009","Rear fan","Traditional desktop","PCB",1.49
"235","HP Compaq 6000 ","2009","Speaker","Traditional desktop","Aluminum",27.7
"236","HP Compaq 6000 ","2009","Speaker","Traditional desktop","Copper",1.12
"237","HP Compaq 6000 ","2009","Speaker","Traditional desktop","Steel",1.8
"238","Desktop ","unkown model and year","Disk drive/CD ROM","Traditional desktop","Aluminum",433.43
"239","Desktop ","unkown model and year","Disk drive/CD ROM","Traditional desktop","Steel",286.56
"240","Desktop ","unkown model and year","Disk drive/CD ROM","Traditional desktop","Plastic",18.83
"241","Desktop ","unkown model and year","Disk drive/CD ROM","Traditional desktop","PCB",144.91
"242","Desktop ","unkown model and year","Floppy drive","Traditional desktop","Aluminum",405.52
"243","Desktop ","unkown model and year","Floppy drive","Traditional desktop","Steel",234.42
"244","Desktop ","unkown model and year","Floppy drive","Traditional desktop","PCB",31.14
"245","Desktop ","unkown model and year","Hard disk drive","Traditional desktop","Aluminum",409.13
"246","Desktop ","unkown model and year","Hard disk drive","Traditional desktop","PCB",31.39
"247","Desktop ","unkown model and year","Motherboard","Traditional desktop","Aluminum",40
"248","Desktop ","unkown model and year","Motherboard","Traditional desktop","PCB",930
"249","Desktop ","unkown model and year","Power supply","Traditional desktop","Aluminum",151.21
"250","Desktop ","unkown model and year","Power supply","Traditional desktop","Copper",148.55
"251","Desktop ","unkown model and year","Power supply","Traditional desktop","Steel",635.13
"252","Desktop ","unkown model and year","Power supply","Traditional desktop","Plastic",111.25
"253","Desktop ","unkown model and year","Power supply","Traditional desktop","PCB",79.47
"254","Desktop ","unkown model and year","Power supply","Traditional desktop","Others",5.32
"255","Desktop ","unkown model and year","Other components*","Traditional desktop","Copper",181.25
"256","Desktop ","unkown model and year","Other components*","Traditional desktop","Steel",5198.91
"257","Desktop ","unkown model and year","Other components*","Traditional desktop","Plastic",453.26
"258","Desktop ","unkown model and year","Other components*","Traditional desktop","PCB",38.91
"259","Dell Optiplex 780 ultra small form factor ","2010","Casing","Traditional desktop","Steel",1195
"260","Dell Optiplex 780 ultra small form factor ","2010","Casing","Traditional desktop","Plastic",63
"261","Dell Optiplex 780 ultra small form factor ","2010","Interior modules","Traditional desktop","Aluminum",303.58
"262","Dell Optiplex 780 ultra small form factor ","2010","Interior modules","Traditional desktop","Copper",69
"263","Dell Optiplex 780 ultra small form factor ","2010","Interior modules","Traditional desktop","Steel",312
"264","Dell Optiplex 780 ultra small form factor ","2010","Interior modules","Traditional desktop","PCB",7.42
"265","Dell Optiplex 780 ultra small form factor ","2010","Interior modules","Traditional desktop","Others",104
"266","Dell Optiplex 780 ultra small form factor ","2010","Motherboard","Traditional desktop","Aluminum",37
"267","Dell Optiplex 780 ultra small form factor ","2010","Motherboard","Traditional desktop","Copper",30
"268","Dell Optiplex 780 ultra small form factor ","2010","Motherboard","Traditional desktop","Steel",33
"269","Dell Optiplex 780 ultra small form factor ","2010","Motherboard","Traditional desktop","Plastic",2
"270","Dell Optiplex 780 ultra small form factor ","2010","Motherboard","Traditional desktop","PCB",258
"271","Dell Optiplex 780 ultra small form factor ","2010","Motherboard","Traditional desktop","Other metals",31
"272","Dell Optiplex 780 ultra small form factor ","2010","Motherboard","Traditional desktop","Others",36
"273","Dell Optiplex 780 ultra small form factor ","2010","Power supply","Traditional desktop","Aluminum",11
"274","Dell Optiplex 780 ultra small form factor ","2010","Power supply","Traditional desktop","Copper",125
"275","Dell Optiplex 780 ultra small form factor ","2010","Power supply","Traditional desktop","Steel",220
"276","Dell Optiplex 780 ultra small form factor ","2010","Power supply","Traditional desktop","Plastic",6
"277","Dell Optiplex 780 ultra small form factor ","2010","Power supply","Traditional desktop","PCB",96
"278","Dell Optiplex 780 ultra small form factor ","2010","Power supply","Traditional desktop","Others",18
"279","Dell Optiplex 780 ultra small form factor ","2010","RAM","Traditional desktop","PCB",14
"280","HP Touchsmart 20"" 310-1125f ","2011","Case","Integrated desktop","Steel",6.62
"281","HP Touchsmart 20"" 310-1125f ","2011","Case","Integrated desktop","Plastic",937.3
"282","HP Touchsmart 20"" 310-1125f ","2011","Case","Integrated desktop","Other metals",1.68
"283","HP Touchsmart 20"" 310-1125f ","2011","Display","Integrated desktop","Steel",1080.7
"284","HP Touchsmart 20"" 310-1125f ","2011","Display","Integrated desktop","Plastic",987
"285","HP Touchsmart 20"" 310-1125f ","2011","Display","Integrated desktop","PCB",30
"286","HP Touchsmart 20"" 310-1125f ","2011","Display","Integrated desktop","Flat panel glass",460
"287","HP Touchsmart 20"" 310-1125f ","2011","Display","Integrated desktop","Other glass",567
"288","HP Touchsmart 20"" 310-1125f ","2011","Display","Integrated desktop","Others",7.1
"289","HP Touchsmart 20"" 310-1125f ","2011","Hard drive","Integrated desktop","Aluminum",114.79
"290","HP Touchsmart 20"" 310-1125f ","2011","Hard drive","Integrated desktop","Copper",13.62
"291","HP Touchsmart 20"" 310-1125f ","2011","Hard drive","Integrated desktop","Steel",432.1
"292","HP Touchsmart 20"" 310-1125f ","2011","Hard drive","Integrated desktop","Plastic",6.8
"293","HP Touchsmart 20"" 310-1125f ","2011","Hard drive","Integrated desktop","PCB",26.5
"294","HP Touchsmart 20"" 310-1125f ","2011","Hard drive","Integrated desktop","Other metals",193.25
"295","HP Touchsmart 20"" 310-1125f ","2011","Hard drive","Integrated desktop","Others",36.55
"296","HP Touchsmart 20"" 310-1125f ","2011","Heat sink","Integrated desktop","Aluminum",36.15
"297","HP Touchsmart 20"" 310-1125f ","2011","Heat sink","Integrated desktop","Copper",56.18
"298","HP Touchsmart 20"" 310-1125f ","2011","Heat sink","Integrated desktop","Steel",5.4
"299","HP Touchsmart 20"" 310-1125f ","2011","Heat sink","Integrated desktop","PCB",14.92
"300","HP Touchsmart 20"" 310-1125f ","2011","Heat sink","Integrated desktop","Other metals",36.15
"301","HP Touchsmart 20"" 310-1125f ","2011","Interior modules","Integrated desktop","Steel",1436.6
"302","HP Touchsmart 20"" 310-1125f ","2011","Motherboard","Integrated desktop","Steel",2.2
"303","HP Touchsmart 20"" 310-1125f ","2011","Motherboard","Integrated desktop","Plastic",1.9
"304","HP Touchsmart 20"" 310-1125f ","2011","Motherboard","Integrated desktop","PCB",385
"305","HP Touchsmart 20"" 310-1125f ","2011","Optical drive","Integrated desktop","Aluminum",55.43
"306","HP Touchsmart 20"" 310-1125f ","2011","Optical drive","Integrated desktop","Copper",3.75
"307","HP Touchsmart 20"" 310-1125f ","2011","Optical drive","Integrated desktop","Steel",79.8
"308","HP Touchsmart 20"" 310-1125f ","2011","Optical drive","Integrated desktop","Plastic",42.75
"309","HP Touchsmart 20"" 310-1125f ","2011","Optical drive","Integrated desktop","PCB",13.9
"310","HP Touchsmart 20"" 310-1125f ","2011","Optical drive","Integrated desktop","Other metals",2.98
"311","HP Touchsmart 20"" 310-1125f ","2011","Optical drive","Integrated desktop","Others",1.39
"312","HP Touchsmart 20"" 310-1125f ","2011","Rear fan","Integrated desktop","Copper",0.45
"313","HP Touchsmart 20"" 310-1125f ","2011","Rear fan","Integrated desktop","Steel",3.7
"314","HP Touchsmart 20"" 310-1125f ","2011","Rear fan","Integrated desktop","Plastic",61.05
"315","HP Touchsmart 20"" 310-1125f ","2011","Speaker","Integrated desktop","Steel",32.4
"316","HP Touchsmart 20"" 310-1125f ","2011","Speaker","Integrated desktop","Plastic",91.6
"317","HP Touchsmart 20"" 310-1125f ","2011","Speaker","Integrated desktop","Others",1.6
"318","HP Touchsmart 20"" 310-1125f ","2011","Vertical support","Integrated desktop","Aluminum",264
"319","HP Touchsmart 20"" 310-1125f ","2011","Vertical support","Integrated desktop","Steel",1145.5
"320","HP Touchsmart 20"" 310-1125f ","2011","Vertical support","Integrated desktop","Plastic",440
"321","HP Touchsmart 20"" 310-1125f ","2011","Other components*","Integrated desktop","Copper",15
"322","HP Touchsmart 20"" 310-1125f ","2011","Other components*","Integrated desktop","Steel",32.6
"323","HP Touchsmart 20"" 310-1125f ","2011","Other components*","Integrated desktop","Plastic",38.2
"324","HP Touchsmart 20"" 310-1125f ","2011","Other components*","Integrated desktop","PCB",3.5
"325","Sony Handycam CCD-TR940 ","1998","Battery","Digital camcorder","Aluminum",1.4
"326","Sony Handycam CCD-TR940 ","1998","Battery","Digital camcorder","Copper",1.3
"327","Sony Handycam CCD-TR940 ","1998","Battery","Digital camcorder","Plastic",19
"328","Sony Handycam CCD-TR940 ","1998","Battery","Digital camcorder","Li-ion battery",64.6
"329","Sony Handycam CCD-TR940 ","1998","Battery","Digital camcorder","PCB",12.9
"330","Sony Handycam CCD-TR940 ","1998","Cassette Side","Digital camcorder","Copper",1.6
"331","Sony Handycam CCD-TR940 ","1998","Cassette Side","Digital camcorder","Steel",6.7
"332","Sony Handycam CCD-TR940 ","1998","Cassette Side","Digital camcorder","Plastic",50.9
"333","Sony Handycam CCD-TR940 ","1998","Eyepiece","Digital camcorder","Plastic",22.7
"334","Sony Handycam CCD-TR940 ","1998","Eyepiece","Digital camcorder","PCB",9.4
"335","Sony Handycam CCD-TR940 ","1998","Eyepiece","Digital camcorder","Flat panel glass",2.6
