"","model","year","component","product","material","value"
"1216","Sony Smartwatch SWR30 ","2014","Fitness tracker body","Fitness tracker","Li-ion battery",1.6
"1217","Sony Smartwatch SWR30 ","2014","Fitness tracker body","Fitness tracker","PCB",1.2
"1218","Sony Smartwatch SWR30 ","2014","Fitness tracker body","Fitness tracker","Flat panel glass",3.5
"1219","Sony Smartwatch SWR30 ","2014","Fitness tracker body","Fitness tracker","Others",11.1
"1220","Sony Smartwatch SWR30 ","2014","Fitness tracker body","Fitness tracker","Total mass (g)",23.8
"1221","Sony Smartwatch SWR30 ","2014","Total mass (g)","Fitness tracker","Aluminum",0.9
"1222","Sony Smartwatch SWR30 ","2014","Total mass (g)","Fitness tracker","Copper",0.2
"1223","Sony Smartwatch SWR30 ","2014","Total mass (g)","Fitness tracker","Steel",2.7
"1224","Sony Smartwatch SWR30 ","2014","Total mass (g)","Fitness tracker","Plastic",2.6
"1225","Sony Smartwatch SWR30 ","2014","Total mass (g)","Fitness tracker","Li-ion battery",1.6
"1226","Sony Smartwatch SWR30 ","2014","Total mass (g)","Fitness tracker","PCB",1.2
"1227","Sony Smartwatch SWR30 ","2014","Total mass (g)","Fitness tracker","Flat panel glass",3.5
"1228","Sony Smartwatch SWR30 ","2014","Total mass (g)","Fitness tracker","Others",11.1
"1229","Sony Smartwatch SWR30 ","2014","Total mass (g)","Fitness tracker","Total mass (g)",23.8
"1230","Fitbit Charge HR FB405 ","2014","Band","Fitness tracker","Plastic",2.4
"1231","Fitbit Charge HR FB405 ","2014","Band","Fitness tracker","Others",14.5
"1232","Fitbit Charge HR FB405 ","2014","Band","Fitness tracker","Total mass (g)",16.9
"1233","Fitbit Charge HR FB405 ","2014","Buckle","Fitness tracker","Steel",3.1
"1234","Fitbit Charge HR FB405 ","2014","Buckle","Fitness tracker","Plastic",0.7
"1235","Fitbit Charge HR FB405 ","2014","Buckle","Fitness tracker","Total mass (g)",3.8
"1236","Fitbit Charge HR FB405 ","2014","Display","Fitness tracker","Steel",1.3
"1237","Fitbit Charge HR FB405 ","2014","Display","Fitness tracker","Plastic",2.5
"1238","Fitbit Charge HR FB405 ","2014","Display","Fitness tracker","Li-ion battery",1.3
"1239","Fitbit Charge HR FB405 ","2014","Display","Fitness tracker","PCB",1.5
"1240","Fitbit Charge HR FB405 ","2014","Display","Fitness tracker","Flat panel glass",0.4
"1241","Fitbit Charge HR FB405 ","2014","Display","Fitness tracker","Others",0.1
"1242","Fitbit Charge HR FB405 ","2014","Display","Fitness tracker","Total mass (g)",7.1
"1243","Fitbit Charge HR FB405 ","2014","Total mass (g)","Fitness tracker","Steel",4.4
"1244","Fitbit Charge HR FB405 ","2014","Total mass (g)","Fitness tracker","Plastic",5.6
"1245","Fitbit Charge HR FB405 ","2014","Total mass (g)","Fitness tracker","Li-ion battery",1.3
"1246","Fitbit Charge HR FB405 ","2014","Total mass (g)","Fitness tracker","PCB",1.5
"1247","Fitbit Charge HR FB405 ","2014","Total mass (g)","Fitness tracker","Flat panel glass",0.4
"1248","Fitbit Charge HR FB405 ","2014","Total mass (g)","Fitness tracker","Others",14.6
"1249","Fitbit Charge HR FB405 ","2014","Total mass (g)","Fitness tracker","Total mass (g)",27.8
"1250","XBOX 360 ","2005","Casing","Gaming console","Plastic",665.9
"1251","XBOX 360 ","2005","Casing","Gaming console","Total mass (g)",665.9
"1252","XBOX 360 ","2005","CD tray","Gaming console","Copper",4.6
"1253","XBOX 360 ","2005","CD tray","Gaming console","Steel",411.1
"1254","XBOX 360 ","2005","CD tray","Gaming console","Plastic",160.5
"1255","XBOX 360 ","2005","CD tray","Gaming console","PCB",50.6
"1256","XBOX 360 ","2005","CD tray","Gaming console","Others",4.3
"1257","XBOX 360 ","2005","CD tray","Gaming console","Total mass (g)",631.1
"1258","XBOX 360 ","2005","Charger","Gaming console","Aluminum",189.8
"1259","XBOX 360 ","2005","Charger","Gaming console","Plastic",218
"1260","XBOX 360 ","2005","Charger","Gaming console","Total mass (g)",407.8
"1261","XBOX 360 ","2005","Hard drive case","Gaming console","Steel",56.9
"1262","XBOX 360 ","2005","Hard drive case","Gaming console","Plastic",107.9
"1263","XBOX 360 ","2005","Hard drive case","Gaming console","Total mass (g)",164.8
"1264","XBOX 360 ","2005","Hard drive","Gaming console","Aluminum",17.5
"1265","XBOX 360 ","2005","Hard drive","Gaming console","Steel",17
"1266","XBOX 360 ","2005","Hard drive","Gaming console","Plastic",21.1
"1267","XBOX 360 ","2005","Hard drive","Gaming console","PCB",3.25
"1268","XBOX 360 ","2005","Hard drive","Gaming console","Others",0.6
"1269","XBOX 360 ","2005","Hard drive","Gaming console","Total mass (g)",59.45
"1270","XBOX 360 ","2005","Motherboard","Gaming console","Aluminum",314.6
"1271","XBOX 360 ","2005","Motherboard","Gaming console","Steel",912.8
"1272","XBOX 360 ","2005","Motherboard","Gaming console","Plastic",174.5
"1273","XBOX 360 ","2005","Motherboard","Gaming console","PCB",380.1
"1274","XBOX 360 ","2005","Motherboard","Gaming console","Total mass (g)",1782
"1275","XBOX 360 ","2005","Other components*","Gaming console","Aluminum",0.9
"1276","XBOX 360 ","2005","Other components*","Gaming console","Steel",55.4
"1277","XBOX 360 ","2005","Other components*","Gaming console","Plastic",0.2
"1278","XBOX 360 ","2005","Other components*","Gaming console","Total mass (g)",56.5
"1279","XBOX 360 ","2005","Total mass (g)","Gaming console","Aluminum",522.8
"1280","XBOX 360 ","2005","Total mass (g)","Gaming console","Copper",4.6
"1281","XBOX 360 ","2005","Total mass (g)","Gaming console","Steel",1453.2
"1282","XBOX 360 ","2005","Total mass (g)","Gaming console","Plastic",1348.1
"1283","XBOX 360 ","2005","Total mass (g)","Gaming console","PCB",433.95
"1284","XBOX 360 ","2005","Total mass (g)","Gaming console","Others",4.9
"1285","XBOX 360 ","2005","Total mass (g)","Gaming console","Total mass (g)",3767.55
"1286","Nintendo WII ","2006","Casing","Gaming console","Steel",284.3
"1287","Nintendo WII ","2006","Casing","Gaming console","Plastic",267.1
"1288","Nintendo WII ","2006","Casing","Gaming console","Others",0.2
"1289","Nintendo WII ","2006","Casing","Gaming console","Total mass (g)",551.6
"1290","Nintendo WII ","2006","Disc drive","Gaming console","Copper",18.6
"1291","Nintendo WII ","2006","Disc drive","Gaming console","Steel",177.3
"1292","Nintendo WII ","2006","Disc drive","Gaming console","Plastic",78.2
"1293","Nintendo WII ","2006","Disc drive","Gaming console","PCB",31.22
"1294","Nintendo WII ","2006","Disc drive","Gaming console","Others",7.6
"1295","Nintendo WII ","2006","Disc drive","Gaming console","Total mass (g)",312.92
"1296","Nintendo WII ","2006","Motherboard","Gaming console","Aluminum",68.6
"1297","Nintendo WII ","2006","Motherboard","Gaming console","Plastic",57.8
"1298","Nintendo WII ","2006","Motherboard","Gaming console","Li-ion battery",3
"1299","Nintendo WII ","2006","Motherboard","Gaming console","PCB",184.5
"1300","Nintendo WII ","2006","Motherboard","Gaming console","Total mass (g)",313.9
"1301","Nintendo WII ","2006","Total mass (g)","Gaming console","Aluminum",68.6
"1302","Nintendo WII ","2006","Total mass (g)","Gaming console","Copper",18.6
"1303","Nintendo WII ","2006","Total mass (g)","Gaming console","Steel",461.6
"1304","Nintendo WII ","2006","Total mass (g)","Gaming console","Plastic",403.1
"1305","Nintendo WII ","2006","Total mass (g)","Gaming console","Li-ion battery",3
"1306","Nintendo WII ","2006","Total mass (g)","Gaming console","PCB",215.72
"1307","Nintendo WII ","2006","Total mass (g)","Gaming console","Others",7.8
"1308","Nintendo WII ","2006","Total mass (g)","Gaming console","Total mass (g)",1178.42
"1309","Playstation 3 ","2006","Casing","Gaming console","Aluminum",0.42
"1310","Playstation 3 ","2006","Casing","Gaming console","Steel",16.05
"1311","Playstation 3 ","2006","Casing","Gaming console","Plastic",497.85
"1312","Playstation 3 ","2006","Casing","Gaming console","PCB",4.2
"1313","Playstation 3 ","2006","Casing","Gaming console","Others",2.3
"1314","Playstation 3 ","2006","Casing","Gaming console","Total mass (g)",520.82
"1315","Playstation 3 ","2006","DVD drive","Gaming console","Aluminum",19.13
"1316","Playstation 3 ","2006","DVD drive","Gaming console","Copper",3.8
"1317","Playstation 3 ","2006","DVD drive","Gaming console","Steel",502.53
"1318","Playstation 3 ","2006","DVD drive","Gaming console","Plastic",227.65
"1319","Playstation 3 ","2006","DVD drive","Gaming console","PCB",118.2
"1320","Playstation 3 ","2006","DVD drive","Gaming console","Other metals",3.35
"1321","Playstation 3 ","2006","DVD drive","Gaming console","Others",3.09
"1322","Playstation 3 ","2006","DVD drive","Gaming console","Total mass (g)",877.75
"1323","Playstation 3 ","2006","Fan","Gaming console","Aluminum",300.8
"1324","Playstation 3 ","2006","Fan","Gaming console","Copper",172.8
"1325","Playstation 3 ","2006","Fan","Gaming console","Steel",186.8
"1326","Playstation 3 ","2006","Fan","Gaming console","Plastic",72
"1327","Playstation 3 ","2006","Fan","Gaming console","Other metals",0.31
"1328","Playstation 3 ","2006","Fan","Gaming console","Others",1.8
"1329","Playstation 3 ","2006","Fan","Gaming console","Total mass (g)",734.51
"1330","Playstation 3 ","2006","Inside","Gaming console","Aluminum",5.2
"1331","Playstation 3 ","2006","Inside","Gaming console","Steel",310
"1332","Playstation 3 ","2006","Inside","Gaming console","Plastic",470
"1333","Playstation 3 ","2006","Inside","Gaming console","PCB",6.1
"1334","Playstation 3 ","2006","Inside","Gaming console","Others",2.3
"1335","Playstation 3 ","2006","Inside","Gaming console","Total mass (g)",793.6
"1336","Playstation 3 ","2006","Motherboard","Gaming console","Aluminum",169.3
"1337","Playstation 3 ","2006","Motherboard","Gaming console","Copper",25
"1338","Playstation 3 ","2006","Motherboard","Gaming console","Steel",76.6
"1339","Playstation 3 ","2006","Motherboard","Gaming console","Plastic",40.2
"1340","Playstation 3 ","2006","Motherboard","Gaming console","Li-ion battery",3.2
"1341","Playstation 3 ","2006","Motherboard","Gaming console","PCB",536.2
"1342","Playstation 3 ","2006","Motherboard","Gaming console","Other metals",2.9
"1343","Playstation 3 ","2006","Motherboard","Gaming console","Others",13.2
"1344","Playstation 3 ","2006","Motherboard","Gaming console","Total mass (g)",866.6
"1345","Playstation 3 ","2006","Outer plug","Gaming console","Aluminum",6.24
"1346","Playstation 3 ","2006","Outer plug","Gaming console","Steel",13.8
"1347","Playstation 3 ","2006","Outer plug","Gaming console","Plastic",25.3
"1348","Playstation 3 ","2006","Outer plug","Gaming console","Total mass (g)",45.34
"1349","Playstation 3 ","2006","Power supply","Gaming console","Aluminum",149.36
"1350","Playstation 3 ","2006","Power supply","Gaming console","Copper",10
"1351","Playstation 3 ","2006","Power supply","Gaming console","Steel",131.94
"1352","Playstation 3 ","2006","Power supply","Gaming console","Plastic",47.81
"1353","Playstation 3 ","2006","Power supply","Gaming console","PCB",50
"1354","Playstation 3 ","2006","Power supply","Gaming console","Total mass (g)",389.11
"1355","Playstation 3 ","2006","Total mass (g)","Gaming console","Aluminum",650.45
"1356","Playstation 3 ","2006","Total mass (g)","Gaming console","Copper",211.6
"1357","Playstation 3 ","2006","Total mass (g)","Gaming console","Steel",1237.72
"1358","Playstation 3 ","2006","Total mass (g)","Gaming console","Plastic",1380.81
"1359","Playstation 3 ","2006","Total mass (g)","Gaming console","Li-ion battery",3.2
"1360","Playstation 3 ","2006","Total mass (g)","Gaming console","PCB",714.7
"1361","Playstation 3 ","2006","Total mass (g)","Gaming console","Other metals",6.56
"1362","Playstation 3 ","2006","Total mass (g)","Gaming console","Others",22.69
"1363","Playstation 3 ","2006","Total mass (g)","Gaming console","Total mass (g)",4227.73
"1364","Average of 6 samples",NA,"Total mass (g)","Gaming console","Aluminum",20
"1365","Average of 6 samples",NA,"Total mass (g)","Gaming console","Copper",37
"1366","Average of 6 samples",NA,"Total mass (g)","Gaming console","Steel",313
"1367","Average of 6 samples",NA,"Total mass (g)","Gaming console","Plastic",602
"1368","Average of 6 samples",NA,"Total mass (g)","Gaming console","PCB",335
"1369","Average of 6 samples",NA,"Total mass (g)","Gaming console","Others",394
"1370","Average of 6 samples",NA,"Total mass (g)","Gaming console","Total mass (g)",1701
"1371","Dell Latitude CPi R -series PPX ","1999","Battery","Laptop","Aluminum",0.8
"1372","Dell Latitude CPi R -series PPX ","1999","Battery","Laptop","Plastic",44
"1373","Dell Latitude CPi R -series PPX ","1999","Battery","Laptop","Li-ion battery",368.6
"1374","Dell Latitude CPi R -series PPX ","1999","Battery","Laptop","PCB",9.4
"1375","Dell Latitude CPi R -series PPX ","1999","Battery","Laptop","Others",3.5
"1376","Dell Latitude CPi R -series PPX ","1999","Battery","Laptop","Total mass (g)",426.3
"1377","Dell Latitude CPi R -series PPX ","1999","Chasis bottom","Laptop","Aluminum",22.7
"1378","Dell Latitude CPi R -series PPX ","1999","Chasis bottom","Laptop","Steel",1.5
"1379","Dell Latitude CPi R -series PPX ","1999","Chasis bottom","Laptop","Plastic",206.3
"1380","Dell Latitude CPi R -series PPX ","1999","Chasis bottom","Laptop","Others",0.1
"1381","Dell Latitude CPi R -series PPX ","1999","Chasis bottom","Laptop","Total mass (g)",230.6
"1382","Dell Latitude CPi R -series PPX ","1999","Chasis top","Laptop","Steel",69.3
"1383","Dell Latitude CPi R -series PPX ","1999","Chasis top","Laptop","Plastic",226.5
"1384","Dell Latitude CPi R -series PPX ","1999","Chasis top","Laptop","Other metals",0.8
"1385","Dell Latitude CPi R -series PPX ","1999","Chasis top","Laptop","Others",0.4
"1386","Dell Latitude CPi R -series PPX ","1999","Chasis top","Laptop","Total mass (g)",297
"1387","Dell Latitude CPi R -series PPX ","1999","Display","Laptop","Copper",3.6
"1388","Dell Latitude CPi R -series PPX ","1999","Display","Laptop","Steel",170.5
"1389","Dell Latitude CPi R -series PPX ","1999","Display","Laptop","Plastic",263.5
"1390","Dell Latitude CPi R -series PPX ","1999","Display","Laptop","PCB",42.3
"1391","Dell Latitude CPi R -series PPX ","1999","Display","Laptop","Flat panel glass",265
"1392","Dell Latitude CPi R -series PPX ","1999","Display","Laptop","Others",4.8
"1393","Dell Latitude CPi R -series PPX ","1999","Display","Laptop","Total mass (g)",749.7
"1394","Dell Latitude CPi R -series PPX ","1999","Fan","Laptop","Aluminum",0.3
"1395","Dell Latitude CPi R -series PPX ","1999","Fan","Laptop","Steel",0.3
"1396","Dell Latitude CPi R -series PPX ","1999","Fan","Laptop","Plastic",7
"1397","Dell Latitude CPi R -series PPX ","1999","Fan","Laptop","PCB",0.2
"1398","Dell Latitude CPi R -series PPX ","1999","Fan","Laptop","Others",0.1
"1399","Dell Latitude CPi R -series PPX ","1999","Fan","Laptop","Total mass (g)",7.9
"1400","Dell Latitude CPi R -series PPX ","1999","Hard drive","Laptop","Aluminum",27.85
"1401","Dell Latitude CPi R -series PPX ","1999","Hard drive","Laptop","Copper",1.81
"1402","Dell Latitude CPi R -series PPX ","1999","Hard drive","Laptop","Steel",94.3
"1403","Dell Latitude CPi R -series PPX ","1999","Hard drive","Laptop","Plastic",16.99
"1404","Dell Latitude CPi R -series PPX ","1999","Hard drive","Laptop","PCB",16.6
"1405","Dell Latitude CPi R -series PPX ","1999","Hard drive","Laptop","Others",18.24
"1406","Dell Latitude CPi R -series PPX ","1999","Hard drive","Laptop","Total mass (g)",175.79
"1407","Dell Latitude CPi R -series PPX ","1999","Heat sink","Laptop","Aluminum",37.3
"1408","Dell Latitude CPi R -series PPX ","1999","Heat sink","Laptop","Copper",14.1
"1409","Dell Latitude CPi R -series PPX ","1999","Heat sink","Laptop","Steel",0.5
"1410","Dell Latitude CPi R -series PPX ","1999","Heat sink","Laptop","Total mass (g)",51.9
"1411","Dell Latitude CPi R -series PPX ","1999","Keyboard","Laptop","Aluminum",109.42
"1412","Dell Latitude CPi R -series PPX ","1999","Keyboard","Laptop","Copper",0.1
"1413","Dell Latitude CPi R -series PPX ","1999","Keyboard","Laptop","Plastic",54.7
"1414","Dell Latitude CPi R -series PPX ","1999","Keyboard","Laptop","Other metals",10.5
"1415","Dell Latitude CPi R -series PPX ","1999","Keyboard","Laptop","Others",0.58
"1416","Dell Latitude CPi R -series PPX ","1999","Keyboard","Laptop","Total mass (g)",175.3
"1417","Dell Latitude CPi R -series PPX ","1999","Motherboard","Laptop","Aluminum",21.7
"1418","Dell Latitude CPi R -series PPX ","1999","Motherboard","Laptop","Steel",0.5
"1419","Dell Latitude CPi R -series PPX ","1999","Motherboard","Laptop","PCB",326.3
"1420","Dell Latitude CPi R -series PPX ","1999","Motherboard","Laptop","Others",1.2
"1421","Dell Latitude CPi R -series PPX ","1999","Motherboard","Laptop","Total mass (g)",349.7
"1422","Dell Latitude CPi R -series PPX ","1999","Optical drive","Laptop","Aluminum",86.8
"1423","Dell Latitude CPi R -series PPX ","1999","Optical drive","Laptop","Copper",1.7
"1424","Dell Latitude CPi R -series PPX ","1999","Optical drive","Laptop","Steel",31.5
"1425","Dell Latitude CPi R -series PPX ","1999","Optical drive","Laptop","Plastic",99.9
"1426","Dell Latitude CPi R -series PPX ","1999","Optical drive","Laptop","PCB",16.55
"1427","Dell Latitude CPi R -series PPX ","1999","Optical drive","Laptop","Others",27.65
"1428","Dell Latitude CPi R -series PPX ","1999","Optical drive","Laptop","Total mass (g)",264.1
"1429","Dell Latitude CPi R -series PPX ","1999","Speakers","Laptop","Aluminum",1.4
"1430","Dell Latitude CPi R -series PPX ","1999","Speakers","Laptop","Plastic",2.8
"1431","Dell Latitude CPi R -series PPX ","1999","Speakers","Laptop","Others",11.4
"1432","Dell Latitude CPi R -series PPX ","1999","Speakers","Laptop","Total mass (g)",15.6
"1433","Dell Latitude CPi R -series PPX ","1999","Other components*","Laptop","Aluminum",58.8
"1434","Dell Latitude CPi R -series PPX ","1999","Other components*","Laptop","Copper",1
"1435","Dell Latitude CPi R -series PPX ","1999","Other components*","Laptop","Steel",58.8
"1436","Dell Latitude CPi R -series PPX ","1999","Other components*","Laptop","Plastic",102.5
"1437","Dell Latitude CPi R -series PPX ","1999","Other components*","Laptop","PCB",14.8
"1438","Dell Latitude CPi R -series PPX ","1999","Other components*","Laptop","Others",10.5
