"available","availableText","brand","categories/0","categories/1","ean","endedDate","image","images/0","images/1","images/2","images/3","images/4","images/5","images/6","images/7","images/8","images/9","images/10","images/11","images/12","images/13","images/14","images/15","images/16","images/17","images/18","images/19","images/20","images/21","images/22","images/23","images/24","images/25","images/26","images/27","images/28","images/29","images/30","images/31","images/32","images/33","images/34","images/35","images/36","images/37","images/38","images/39","images/40","images/41","images/42","images/43","images/44","images/45","images/46","images/47","images/48","images/49","images/50","images/51","images/52","images/53","images/54","images/55","images/56","images/57","images/58","images/59","images/60","images/61","images/62","images/63","images/64","images/65","images/66","images/67","images/68","images/69","images/70","images/71","images/72","itemLocation","itemNumber","mpn","price","priceWithCurrency","seller","sold","subTitle","title","type","upc","url","wasPrice","wasPriceWithCurrency","whyToBuy/0","whyToBuy/1"
,,"Dell","PC Laptops & Netbooks",,,,"https://i.ebayimg.com/images/g/~8QAAOSwwctjmMr3/s-l500.png","https://i.ebayimg.com/images/g/~8QAAOSwwctjmMr3/s-l1000.png","https://i.ebayimg.com/images/g/1nkAAOSwI0djmMr3/s-l1000.jpg","https://i.ebayimg.com/images/g/GOMAAOSwnS1jmMr4/s-l1000.jpg","https://i.ebayimg.com/images/g/QlsAAOSwXCNjmMr3/s-l1000.jpg","https://i.ebayimg.com/images/g/DwsAAOSwB61jmMr3/s-l1000.jpg","https://i.ebayimg.com/images/g/GAYAAOSwAvNjmMr3/s-l1000.jpg","https://i.ebayimg.com/images/g/IM0AAOSwNBtjmMr3/s-l1000.jpg","https://i.ebayimg.com/images/g/j1AAAOSwES1jmMr3/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bradford, United Kingdom","155338350248",,"134.99","£134.99","inteliqo",,"💥  POWER, PERFORMANCE, AND PORTABILITY  💥","FAST DELL LATITUDE 12 CORE i3 7TH GEN 128GB SSD WINDOW 11 LAPTOP USB C WEBCAM HD","Notebook/Laptop",,"https://www.ebay.co.uk/itm/155338350248",,,,
,,"Lenovo","PC Laptops & Netbooks",,"Does not apply",,"https://i.ebayimg.com/images/g/xKMAAOSwy9xj0q~Q/s-l500.jpg","https://i.ebayimg.com/images/g/xKMAAOSwy9xj0q~Q/s-l1000.jpg","https://i.ebayimg.com/images/g/468AAOSwxwNj0q~Q/s-l1000.jpg","https://i.ebayimg.com/images/g/B2UAAOSwmKBj0q~R/s-l1000.jpg","https://i.ebayimg.com/images/g/~aMAAOSwj~Bj0q~R/s-l1000.jpg","https://i.ebayimg.com/images/g/7-sAAOSwCv1j0q~Q/s-l1000.jpg","https://i.ebayimg.com/images/g/Au4AAOSwLh9j0q~R/s-l1000.jpg","https://i.ebayimg.com/images/g/LowAAOSwkulj0q~R/s-l1000.jpg","https://i.ebayimg.com/images/g/qPoAAOSwsKJj0q~R/s-l1000.jpg","https://i.ebayimg.com/images/g/CCoAAOSwlNtj0q~R/s-l1000.jpg","https://i.ebayimg.com/images/g/no0AAOSwGqZj0q~R/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Portsmouth, United Kingdom","325512818279",,"399.99","£399.99","newandusedlaptops4u",,"1 Year Warranty / VAT Invoice Included / 30 Day Returns","Lenovo ThinkPad X1 Yoga 3rd Gen i7-8650U 16GB 512GB FHD Touch Windows 11 Laptop","Convertible 2-in-1 Laptop/Tablet",,"https://www.ebay.co.uk/itm/325512818279",,,,
,,"HP","PC Laptops & Netbooks",,,,"https://i.ebayimg.com/images/g/yHsAAOSwIbJjBPGK/s-l500.jpg","https://i.ebayimg.com/images/g/yHsAAOSwIbJjBPGK/s-l1000.jpg","https://i.ebayimg.com/images/g/v1UAAOSwKcVjBPGI/s-l1000.jpg","https://i.ebayimg.com/images/g/V9cAAOSw1StjBPGJ/s-l1000.jpg","https://i.ebayimg.com/images/g/WasAAOSwJsdjBPGJ/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bradford, United Kingdom","155394133499",,"104.99","£104.99","inteliqo",,"💥  POWER, PERFORMANCE, AND PORTABILITY  💥","HP EliteBook 725 G3 Windows 11 Laptop AMD PRO A8 R6 8GB RAM 128GB SSD WEBCAM","Notebook/Laptop",,"https://www.ebay.co.uk/itm/155394133499",,,,
,,"HP","PC Laptops & Netbooks",,,,"https://i.ebayimg.com/images/g/neYAAOSwy~xjzvxx/s-l500.jpg","https://i.ebayimg.com/images/g/neYAAOSwy~xjzvxx/s-l1000.jpg","https://i.ebayimg.com/images/g/yIcAAOSwwuBjzvxG/s-l1000.jpg","https://i.ebayimg.com/images/g/ImEAAOSw7FVjzvxG/s-l1000.jpg","https://i.ebayimg.com/images/g/OLcAAOSwIltjzvxG/s-l1000.jpg","https://i.ebayimg.com/images/g/SDUAAOSwv6Bjzvxw/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bradford, United Kingdom","155374518838",,"119.99","£119.99","inteliqo",,"💥 POWER, PERFORMANCE, AND PORTABILITY 💥","HP 820 G3 LIGHTWEIGHT LAPTOP WINDOWS 11 CORE I5 256GB SSD 8GB RAM WEBCAM USB C","Notebook/Laptop",,"https://www.ebay.co.uk/itm/155374518838",,,,
,,"Toshiba","PC Laptops & Netbooks",,,,"https://i.ebayimg.com/images/g/FNAAAOSwOTJjvEZL/s-l500.jpg","https://i.ebayimg.com/images/g/FNAAAOSwOTJjvEZL/s-l1000.jpg","https://i.ebayimg.com/images/g/AScAAOSw3bNjvETK/s-l1000.jpg","https://i.ebayimg.com/images/g/aUQAAOSwMmNjvETL/s-l1000.jpg","https://i.ebayimg.com/images/g/Q7oAAOSwZKFjvETD/s-l1000.jpg","https://i.ebayimg.com/images/g/YwAAAOSwHPxjvETF/s-l1000.jpg","https://i.ebayimg.com/images/g/-eUAAOSw2RtjvETG/s-l1000.jpg","https://i.ebayimg.com/images/g/WPQAAOSwtERjvETH/s-l1000.jpg","https://i.ebayimg.com/images/g/dMcAAOSwLdBjvETI/s-l1000.jpg","https://i.ebayimg.com/images/g/yycAAOSwsStjvETJ/s-l1000.jpg","https://i.ebayimg.com/images/g/wmwAAOSwddFjvETL/s-l1000.jpg","https://i.ebayimg.com/images/g/-uwAAOSwyX5jvETN/s-l1000.jpg","https://i.ebayimg.com/images/g/PDcAAOSwuRRjvETO/s-l1000.jpg","https://i.ebayimg.com/images/g/Bl0AAOSwzhhjvETN/s-l1000.jpg","https://i.ebayimg.com/images/g/BMsAAOSwjoxh4asS/s-l1000.jpg","https://i.ebayimg.com/images/g/NFsAAOSwTWRh4asa/s-l1000.jpg","https://i.ebayimg.com/images/g/nBUAAOSwBpNh4asg/s-l1000.jpg","https://i.ebayimg.com/images/g/ExQAAOSwMmRh4ass/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manchester, United Kingdom","204210569518","R830","125.74","£125.74","thetechyteam",,"","Toshiba R830 laptop i5 8GB 480Gb SSD Webcam DVD CD Windows 11 Pink Purple Blue","Notebook/Laptop",,"https://www.ebay.co.uk/itm/204210569518",,,,
,,"Lenovo","PC Laptops & Netbooks",,"Does not apply",,"https://i.ebayimg.com/images/g/6SQAAOSw1~NivZdT/s-l500.jpg","https://i.ebayimg.com/images/g/6SQAAOSw1~NivZdT/s-l1000.jpg","https://i.ebayimg.com/images/g/lmsAAOSw8xdivZdW/s-l1000.jpg","https://i.ebayimg.com/images/g/6oAAAOSwatFivZdY/s-l1000.jpg","https://i.ebayimg.com/images/g/HegAAOSwDBxivZdU/s-l1000.jpg","https://i.ebayimg.com/images/g/YsQAAOSwNkdivZdZ/s-l1000.jpg","https://i.ebayimg.com/images/g/lTwAAOSwIUpivZdV/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Portsmouth, United Kingdom","374458365942",,"324.99","£324.99","newandusedlaptops4u",,"1 Year Warranty / VAT Invoice Included / 30 Day Returns","Lenovo ThinkPad T480s Core i7-8650U 16GB 256GB SSD FHD Windows 11 Laptop","Notebook/Laptop",,"https://www.ebay.co.uk/itm/374458365942",,,,
,,"Microsoft","Tablets & eBook Readers","PC Laptops & Netbooks",,,"https://i.ebayimg.com/images/g/XU4AAOSw-hdih6GU/s-l500.jpg","https://i.ebayimg.com/images/g/XU4AAOSw-hdih6GU/s-l1000.jpg","https://i.ebayimg.com/images/g/g3EAAOSw5wthsjx3/s-l1000.jpg","https://i.ebayimg.com/images/g/1dMAAOSwl7phsM4K/s-l1000.jpg","https://i.ebayimg.com/images/g/45QAAOSwTPBhsM4N/s-l1000.jpg","https://i.ebayimg.com/images/g/vrIAAOSwCP5hsM4Q/s-l1000.jpg","https://i.ebayimg.com/images/g/yDMAAOSwNaJiU~Tc/s-l1000.jpg","https://i.ebayimg.com/images/g/0e0AAOSw9MhiU~Td/s-l1000.jpg","https://i.ebayimg.com/images/g/e~cAAOSwdjRjySBT/s-l1000.jpg","https://i.ebayimg.com/images/g/OQ8AAOSwcnhjySBW/s-l1000.jpg","https://i.ebayimg.com/images/g/REQAAOSwLEdjySBe/s-l1000.jpg","https://i.ebayimg.com/images/g/9iIAAOSwejtjySBg/s-l1000.jpg","https://i.ebayimg.com/images/g/2GEAAOSwyrBiU~U2/s-l1000.jpg","https://i.ebayimg.com/images/g/9aIAAOSwe6RiU~U3/s-l1000.jpg","https://i.ebayimg.com/images/g/ePsAAOSw0gRjySBw/s-l1000.jpg","https://i.ebayimg.com/images/g/pIMAAOSwtLVjySBy/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Portsmouth, United Kingdom","325504964568",,"124.99","£124.99 each","newandusedlaptops4u",,"1 Year Warranty / VAT Invoice Included / 30 Day Returns","Microsoft Surface Pro 3 Core i5 1.90GHz 8GB Ram 256GB SSD Windows 11 Tablet","Tablet/Laptop Convertible",,"https://www.ebay.co.uk/itm/325504964568",,,,
,,"Acer","PC Laptops & Netbooks",,,,"https://i.ebayimg.com/images/g/6h0AAOSwon9j3ToG/s-l500.jpg","https://i.ebayimg.com/images/g/6h0AAOSwon9j3ToG/s-l1000.jpg","https://i.ebayimg.com/images/g/Gk0AAOSwYlNj3ToG/s-l1000.jpg","https://i.ebayimg.com/images/g/ZtYAAOSwpDJj3ToG/s-l1000.jpg","https://i.ebayimg.com/images/g/roQAAOSw1MJj3ToG/s-l1000.jpg","https://i.ebayimg.com/images/g/00QAAOSwlNtj3ToG/s-l1000.jpg","https://i.ebayimg.com/images/g/OEoAAOSwufBj3ToH/s-l1000.png","https://i.ebayimg.com/images/g/ubAAAOSwhN9j3ToG/s-l1000.png","https://i.ebayimg.com/images/g/bdoAAOSwmjxj3TrK/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bradford, United Kingdom","155391334379",,"63.99","£63.99","inteliqo",,"💥 FLAGSHIP  TOUCHSCREEN MODEL 💥","FAST ACER CHROMEBOOK 11 N7 TOUCHSCREEN CHROME OS LAPTOP 16GB 11.5"" HD SCREEN","Notebook/Laptop",,"https://www.ebay.co.uk/itm/155391334379",,,,
,,"Intel","PC Laptops & Netbooks",,,,"https://i.ebayimg.com/images/g/C-4AAOSwPQdhSzGf/s-l500.jpg","https://i.ebayimg.com/images/g/C-4AAOSwPQdhSzGf/s-l1000.jpg","https://i.ebayimg.com/images/g/jWUAAOSwuahhSzAs/s-l1000.jpg","https://i.ebayimg.com/images/g/5EEAAOSwVCdhSzAy/s-l1000.jpg","https://i.ebayimg.com/images/g/WD4AAOSwtiJhSzA5/s-l1000.jpg","https://i.ebayimg.com/images/g/KtkAAOSwh7RhSzGF/s-l1000.jpg","https://i.ebayimg.com/images/g/5bUAAOSwVCdhSzGM/s-l1000.jpg","https://i.ebayimg.com/images/g/DfMAAOSwUFVhSzGT/s-l1000.jpg","https://i.ebayimg.com/images/g/DfsAAOSwUFVhSzGZ/s-l1000.jpg","https://i.ebayimg.com/images/g/qK8AAOSwT0xhSzGl/s-l1000.jpg","https://i.ebayimg.com/images/g/H6cAAOSw6HNhSzHi/s-l1000.jpg","https://i.ebayimg.com/images/g/PBAAAOSw6f1hSzHo/s-l1000.jpg","https://i.ebayimg.com/images/g/oAQAAOSwO4NhSzHw/s-l1000.jpg","https://i.ebayimg.com/images/g/dQAAAOSwduhhSzIB/s-l1000.jpg","https://i.ebayimg.com/images/g/FzIAAOSw5qthSzH6/s-l1000.jpg","https://i.ebayimg.com/images/g/hbEAAOSwvgNhSzIF/s-l1000.jpg","https://i.ebayimg.com/images/g/QM8AAOSwNAhhSzIO/s-l1000.jpg","https://i.ebayimg.com/images/g/c0QAAOSw9pRhSzIc/s-l1000.jpg","https://i.ebayimg.com/images/g/1PsAAOSwM3BhSzIV/s-l1000.jpg","https://i.ebayimg.com/images/g/3bkAAOSwkgdhSzIk/s-l1000.jpg","https://i.ebayimg.com/images/g/oF8AAOSwO4NhSzIp/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"stourbridge, United Kingdom","325486813590",,"209.99","£209.99","compuclear",,"12 month warranty. Win 10 pro. 14.1"".  Touchscreen","Lenovo i7 Laptop Clearance. 4th to 8th gen  - Options - Grade A .","Notebook/Laptop",,"https://www.ebay.co.uk/itm/325486813590",,,,
,,"Microsoft","Tablets & eBook Readers","PC Laptops & Netbooks",,,"https://i.ebayimg.com/images/g/XU4AAOSw-hdih6GU/s-l500.jpg","https://i.ebayimg.com/images/g/XU4AAOSw-hdih6GU/s-l1000.jpg","https://i.ebayimg.com/images/g/g3EAAOSw5wthsjx3/s-l1000.jpg","https://i.ebayimg.com/images/g/jbQAAOSwaZBhr2xO/s-l1000.jpg","https://i.ebayimg.com/images/g/uO8AAOSwUDRhr2pP/s-l1000.jpg","https://i.ebayimg.com/images/g/rv4AAOSwK6Jhr2pR/s-l1000.jpg","https://i.ebayimg.com/images/g/v-YAAOSw4T1hr2pQ/s-l1000.jpg","https://i.ebayimg.com/images/g/1dMAAOSwl7phsM4K/s-l1000.jpg","https://i.ebayimg.com/images/g/45QAAOSwTPBhsM4N/s-l1000.jpg","https://i.ebayimg.com/images/g/vrIAAOSwCP5hsM4Q/s-l1000.jpg","https://i.ebayimg.com/images/g/yDMAAOSwNaJiU~Tc/s-l1000.jpg","https://i.ebayimg.com/images/g/0e0AAOSw9MhiU~Td/s-l1000.jpg","https://i.ebayimg.com/images/g/MkwAAOSws~RhsjyF/s-l1000.jpg","https://i.ebayimg.com/images/g/nV4AAOSwRfJhsjyH/s-l1000.jpg","https://i.ebayimg.com/images/g/KMEAAOSw92lhr2r3/s-l1000.jpg","https://i.ebayimg.com/images/g/2GEAAOSwyrBiU~U2/s-l1000.jpg","https://i.ebayimg.com/images/g/9aIAAOSwe6RiU~U3/s-l1000.jpg","https://i.ebayimg.com/images/g/x0kAAOSwiWthsjyY/s-l1000.jpg","https://i.ebayimg.com/images/g/jRcAAOSwHfphsjyX/s-l1000.jpg","https://i.ebayimg.com/images/g/PpgAAOSwIwlhr2sG/s-l1000.jpg","https://i.ebayimg.com/images/g/77cAAOSwyXNhr2sH/s-l1000.jpg","https://i.ebayimg.com/images/g/7GkAAOSwi3Zhr2sI/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Portsmouth, United Kingdom","373819574143",,"139.99","£139.99 each","newandusedlaptops4u",,"1 Year Warranty / VAT Invoice Included / 30 Day Returns","Microsoft Surface Pro 4 Core i5 2.40GHz 4GB Ram 128GB SSD Windows 11 Tablet","Tablet/Laptop Convertible",,"https://www.ebay.co.uk/itm/373819574143",,,,
,,"HP","Laptops & Netbooks",,"Does not apply",,"https://i.ebayimg.com/images/g/48UAAOSwxCxijLtK/s-l500.jpg","https://i.ebayimg.com/images/g/48UAAOSwxCxijLtK/s-l1000.jpg","https://i.ebayimg.com/images/g/~qsAAOSwnnBijLtJ/s-l1000.jpg","https://i.ebayimg.com/images/g/nEEAAOSwFfRijLtJ/s-l1000.png","https://i.ebayimg.com/images/g/72MAAOSwNPVijLtK/s-l1000.jpg","https://i.ebayimg.com/images/g/jucAAOSwsVtijLtJ/s-l1000.jpg","https://i.ebayimg.com/images/g/9tIAAOSwvKlijLtK/s-l1000.jpg","https://i.ebayimg.com/images/g/SsYAAOSwXotijLtK/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manchester, Lancashire, United Kingdom","255593297627","pscore-00m018en, Touchscreen Laptop, HP Touchscreen, HP X360 1030 G2, HP Laptop, Windows 10 Laptop","299.99","£299.99","venoscorp",,"TouchScreen✅ Fingerprint Reader ✅ 360 Rotate ✅ Win 11","HP EliteBook x360 Core i5-7200U 16GB Ram 512GB  Windows 11 Touchscreen Laptop.","Notebook/Laptop",,"https://www.ebay.co.uk/itm/255593297627",,,,
,,"Dell","PC Laptops & Netbooks",,,,"https://i.ebayimg.com/images/g/itEAAOSwscZjv~br/s-l500.jpg","https://i.ebayimg.com/images/g/itEAAOSwscZjv~br/s-l1000.jpg","https://i.ebayimg.com/images/g/wzEAAOSwj2Zjv~bs/s-l1000.jpg","https://i.ebayimg.com/images/g/RWMAAOSwK~hjv~bu/s-l1000.jpg","https://i.ebayimg.com/images/g/D3gAAOSwypRjv~bv/s-l1000.jpg","https://i.ebayimg.com/images/g/Z3cAAOSwFftjv~bx/s-l1000.jpg","https://i.ebayimg.com/images/g/cJwAAOSwd~Zjv~by/s-l1000.jpg","https://i.ebayimg.com/images/g/1p4AAOSwbQZjv~bz/s-l1000.jpg","https://i.ebayimg.com/images/g/z-AAAOSw6-djv~b1/s-l1000.jpg","https://i.ebayimg.com/images/g/C4cAAOSwDT5jv~b3/s-l1000.jpg","https://i.ebayimg.com/images/g/HwkAAOSweM5jv~b4/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dumfries, United Kingdom","115670805281","7280_MDT","165","£165.00","mydigitaltech",,"Windows 10 Pro ✅Fast Dispatch ✅12 Month Warranty ✅","Laptop Dell Latitude 7280 12in 6th Gen i5 i7 8GB 16GB RAM 256GB SSD Warranty, VG","Notebook/Laptop",,"https://www.ebay.co.uk/itm/115670805281",,,,
,,"Dell","PC Laptops & Netbooks",,"Does not apply",,"https://i.ebayimg.com/images/g/NlIAAOSwNi9i0CRJ/s-l500.jpg","https://i.ebayimg.com/images/g/NlIAAOSwNi9i0CRJ/s-l1000.jpg","https://i.ebayimg.com/images/g/VBoAAOSwDfdixuYl/s-l1000.jpg","https://i.ebayimg.com/images/g/VvwAAOSwSwRixuYl/s-l1000.jpg","https://i.ebayimg.com/images/g/n9UAAOSwGuRixuYk/s-l1000.jpg","https://i.ebayimg.com/images/g/X54AAOSwatFixuYj/s-l1000.jpg","https://i.ebayimg.com/images/g/GI8AAOSw7~pjSB-S/s-l1000.jpg","https://i.ebayimg.com/images/g/H4UAAOSwDLxjSB-S/s-l1000.jpg","https://i.ebayimg.com/images/g/mekAAOSwJs1jSB-S/s-l1000.jpg","https://i.ebayimg.com/images/g/TE4AAOSwAOdjSB-S/s-l1000.jpg","https://i.ebayimg.com/images/g/hrgAAOSwtnNjSB-S/s-l1000.jpg","https://i.ebayimg.com/images/g/BAMAAOSwpFRjSB-T/s-l1000.jpg","https://i.ebayimg.com/images/g/6jQAAOSwwH9jSB-T/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manchester, Lancashire, United Kingdom","255774468921",,"149.99","£149.99","venoscorp",,"256 SSD ✅ Webcam  ✅ Win 10 ✅ 1 YEAR WARRANTY ✅","Dell Latitude 7440 Core i5-4310U 8GB Ram 256GB SSD Windows 10 Laptop WARRANTY","Notebook/Laptop",,"https://www.ebay.co.uk/itm/255774468921",,,,
,,"HP","PC Laptops & Netbooks",,"Does not apply",,"https://i.ebayimg.com/images/g/48UAAOSwxCxijLtK/s-l500.jpg","https://i.ebayimg.com/images/g/48UAAOSwxCxijLtK/s-l1000.jpg","https://i.ebayimg.com/images/g/~qsAAOSwnnBijLtJ/s-l1000.jpg","https://i.ebayimg.com/images/g/nEEAAOSwFfRijLtJ/s-l1000.png","https://i.ebayimg.com/images/g/72MAAOSwNPVijLtK/s-l1000.jpg","https://i.ebayimg.com/images/g/jucAAOSwsVtijLtJ/s-l1000.jpg","https://i.ebayimg.com/images/g/9tIAAOSwvKlijLtK/s-l1000.jpg","https://i.ebayimg.com/images/g/SsYAAOSwXotijLtK/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manchester, Lancashire, United Kingdom","255942001816","pscore-00m018en, Touchscreen Laptop, HP Touchscreen, HP X360 1030 G2, HP Laptop, Windows 10 Laptop","329.99","£329.99","venoscorp",,"TouchScreen✅ Fingerprint Reader ✅ 360 Rotate ✅ Win 11","HP EliteBook x360 Core i5-8350U 16GB Ram 512GB  Windows 11 Touchscreen Laptop G3","Notebook/Laptop",,"https://www.ebay.co.uk/itm/255942001816",,,,
,,"Lenovo","PC Laptops & Netbooks",,,,"https://i.ebayimg.com/images/g/8mAAAOSwQhBjKwCN/s-l500.jpg","https://i.ebayimg.com/images/g/8mAAAOSwQhBjKwCN/s-l1000.jpg","https://i.ebayimg.com/images/g/9VYAAOSwE9VjKwCV/s-l1000.jpg","https://i.ebayimg.com/images/g/xmYAAOSwPz9jKwCQ/s-l1000.jpg","https://i.ebayimg.com/images/g/8m8AAOSwQhBjKwCS/s-l1000.jpg","https://i.ebayimg.com/images/g/0acAAOSwZVJjKwCP/s-l1000.jpg","https://i.ebayimg.com/images/g/YHQAAOSwMYBjKwCT/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Portsmouth, United Kingdom","234703253369",,"169.99","£169.99","newandusedlaptops4u",,"1 Year Warranty / VAT Invoice Included / 30 Day Returns","FAST Lenovo ThinkPad T460s Core i5-6300U 8GB/12GB Ram 256GB/512GB SSD FHD Laptop","Notebook/Laptop",,"https://www.ebay.co.uk/itm/234703253369",,,,
,,"Intel","PC Laptops & Netbooks",,,,"https://i.ebayimg.com/images/g/AAIAAOSwgjNg9Yw4/s-l500.jpg","https://i.ebayimg.com/images/g/AAIAAOSwgjNg9Yw4/s-l1000.jpg","https://i.ebayimg.com/images/g/V6sAAOSw2Ptg9Yw8/s-l1000.jpg","https://i.ebayimg.com/images/g/0sUAAOSwSP1g9Ywz/s-l1000.jpg","https://i.ebayimg.com/images/g/RxkAAOSwvA1g9Yw3/s-l1000.jpg","https://i.ebayimg.com/images/g/Ij0AAOSwQ9Vg9Yw6/s-l1000.jpg","https://i.ebayimg.com/images/g/I0AAAOSwQ9Vg9Yz8/s-l1000.jpg","https://i.ebayimg.com/images/g/I0QAAOSwQ9Vg9Y0B/s-l1000.jpg","https://i.ebayimg.com/images/g/afEAAOSwAfxg9pFr/s-l1000.jpg","https://i.ebayimg.com/images/g/vMsAAOSw83Ng9pff/s-l1000.jpg","https://i.ebayimg.com/images/g/WCkAAOSwa6Rg9pfi/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"stourbridge, United Kingdom","225331434114",,"85.99","£85.99","compuclear",,"Thinkpad 14.1"" Versions. Windows 10 Pro full install","Lenovo Thinkpad  laptop 14.1"" Cheap Core i5 up to 11th Gen 16GB 480GB SSD","Notebook/Laptop",,"https://www.ebay.co.uk/itm/225331434114",,,,
,,"MODEL WILL VARY DEPENDING ON STOCK","PC Laptops & Netbooks",,,,"https://i.ebayimg.com/images/g/Ip4AAOSwDXJjSULp/s-l500.jpg","https://i.ebayimg.com/images/g/Ip4AAOSwDXJjSULp/s-l1000.jpg","https://i.ebayimg.com/images/g/GYYAAOSw7I9iHf~o/s-l1000.jpg","https://i.ebayimg.com/images/g/tpIAAOSwq1xh6rIK/s-l1000.jpg","https://i.ebayimg.com/images/g/R30AAOSwDeBh6rIH/s-l1000.jpg","https://i.ebayimg.com/images/g/TA0AAOSw~5th6rID/s-l1000.jpg","https://i.ebayimg.com/images/g/zGQAAOSwDgljSUM1/s-l1000.jpg","https://i.ebayimg.com/images/g/hugAAOSwGeBjSUN5/s-l1000.png","https://i.ebayimg.com/images/g/z1oAAOSwialjSUOL/s-l1000.jpg","https://i.ebayimg.com/images/g/ydYAAOSwzbJjSUOI/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bridgwater, United Kingdom","175446511130",,"84.94","£84.94","ri-services",,"⭐1 YEAR WARRANTY!⭐FREE DELIVERY!⭐","Laptop Windows 10 Dual Core Refurbished Laptops 320GB 500GB HDD 120GB 240GB SSD","Notebook/Laptop",,"https://www.ebay.co.uk/itm/175446511130",,,,
,,"Lenovo","PC Laptops & Netbooks",,,,"https://i.ebayimg.com/images/g/dL0AAOSw8Ptih2o6/s-l500.jpg","https://i.ebayimg.com/images/g/dL0AAOSw8Ptih2o6/s-l1000.jpg","https://i.ebayimg.com/images/g/OwsAAOSwhURhJnDV/s-l1000.jpg","https://i.ebayimg.com/images/g/230AAOSwFONhJnDX/s-l1000.jpg","https://i.ebayimg.com/images/g/~ywAAOSwxJRhJnDY/s-l1000.jpg","https://i.ebayimg.com/images/g/Ll0AAOSw8d5hJnDa/s-l1000.jpg","https://i.ebayimg.com/images/g/U48AAOSw9HtiOt-E/s-l1000.jpg","https://i.ebayimg.com/images/g/uLQAAOSwUtZhJ1OA/s-l1000.jpg","https://i.ebayimg.com/images/g/XrkAAOSwuylhJ1OC/s-l1000.jpg","https://i.ebayimg.com/images/g/xIoAAOSwbJBhJ1OE/s-l1000.jpg","https://i.ebayimg.com/images/g/QncAAOSwLxphJ1OH/s-l1000.jpg","https://i.ebayimg.com/images/g/wbQAAOSwc~lhJ1OJ/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Portsmouth, United Kingdom","234159060414",,"109.99","£109.99 each","newandusedlaptops4u",,"1 Year Warranty / VAT Invoice Included / 30 Day Returns","Lenovo Windows 11 laptop 14.1"" Cheap Core i5 1st to 6th Gen up to 16GB 480GB SSD","Notebook/Laptop",,"https://www.ebay.co.uk/itm/234159060414",,,,
