brand,price,title
ASUS,24.99,ASUS ZenPad P01Y 7.0 WiFi + 3G 16GB Black - Good Used
Apple,149.99,"Apple iPad 5th Gen (2017) - 32GB/128GB, Wi-Fi, 9.7in - Silver/Grey/Go<wbr/>ld"
Samsung,204.99,"Samsung Galaxy Tab S5e SM-T720 64GB 10.5"" Tablet : Black"
Samsung,159.99,"Samsung Galaxy Tab A, SM-T510, 10.1"", 32GB Tablet - Gold - Excellent"
Apple,279.99,Apple iPad Air 3 64GB 256GB Space Grey Silver Gold WiFi Tablet Excellent
Samsung,129.99,"Samsung Galaxy Tab A SM-T515 Tablet  10.1"" 32GB 4G LTE Unlock Android Black UK"
Apple,39,Apple iPad 3rd Gen (2012) Mixed Colours Good Condition
Apple,54.99,"Apple iPad (2012) 3rd Generation 9.7"", Wi-Fi, 16GB, Black - Excellent"
Apple,209.99,"Apple iPad Pro 2nd Gen 10.5"" 64GB 256GB 512GB WiFi Cellular 4G iOS 15 CHEAP"
Samsung,119.99,"Samsung Galaxy Tab A 10.5"" SM-T595 32GB Wifi/4G LTE Unlocked Good Condition"
Apple,599.99,Apple iPad Mini 6 2021 - All Sizes -All Colours - WiFi + 5G Unlocked - Excellent
Samsung,72,🔥Samsung Galaxy TAB S (2014) SM-T807V 10.5in 16GB Wi-Fi (GREY) TABLET (B)🔥
Apple,189.99,Apple iPad 7th Generation 32GB - WiFi + Cellular Unlocked 4G - Very Good!
Apple,139,"iPad Air 2nd Generation – Apple – 9.7"" Display – Wifi – 2014 – 64GB - Space Grey"
Getac,67.99,"Getac Z710 Android 4.1.1 7"" Rugged Tablet TI OMAP 4430 1.0GHz 1GB 16GB SSD"
Apple,149.99,"Apple iPad 5th Generation Tablet, 32GB, WiFi + GSM, Space Grey, A1823"
TCL,99.99,"TCL 10 Tab Max Tablet 10.36"" Space Grey 64GB 9296G-2DLCGB11"
Lenovo,148,"LENOVO TAB M10 PLUS 64GB SILVER FHD 2nd Gen 10.3"" WiFi 4G LTE GOOD CONDITIONS"
Apple,629.99,Apple iPad Pro 11 2020 128GB 256GB 512GB Silver Space Grey Unlocked Excellent
Apple,259.99,Apple iPad 7th Gen 32GB 128GB WiFi Cell 4G Unlocked Silver Gold Grey GOOD USED
Apple,149.99,Apple iPad Mini 4 16GB 32GB 64GB 128GB Space Grey Gold Silver Unlocked Excellent
Apple,219.99,"Apple iPad 7th Gen  10.2"" 32GB/128GB  Wi-Fi, iPadOS  - Grey / Silver / Gold"
Apple,280,"Apple iPad Air 3rdGen 64GB WiFi ONLY 10.5"" Space Grey 2019  A Grade Apple Box"
Apple,159,Apple iPad Air 2 64GB Retina Wi-Fi Only  9.7in Space Grey C Grade 12 M Warranty
Apple,269.99,"Apple iPad 8th Gen. 32GB/64GB/128G<wbr/>B, Wi-Fi, 10.2 in - Space Grey/Silver/Go<wbr/>ld"
Apple,309.97,"Apple iPad Pro (1st Gen) 128GB Wi-Fi Cellular Unlocked 12.9"" (2015) - Very Good"
Apple,530,"Apple iPad Pro 11"" (A1980) 1st Gen 256GB WIFI Only  smart Keyboard&Box included"
Apple,124.99,Apple iPad Air 2nd Generation 16GB 64GB Wi-Fi  Various Colours Good Condition 
Lenovo,129.99,"Lenovo Tablet PC Tab M10 Gen 3 10"" FHD+ 8 Core CPU 4GB RAM 64GB eMMC Android #A"
Panasonic,325,"Panasonic Toughbook CF-D1,Mk3 i5 6th Gen,16GB 512 Gb Ssd Win 10 Pro EngineerTab"
Apple,144.99,Apple iPad Air 2nd Generation 16GB Wi-Fi  Excellent Device Various Colours
Apple,699,"Apple ipad pro 12.9"" 3rd Generation (2018) 256GB WIFI ONLY A/B Grade Apple Box"
Samsung,78,"Samsung Galaxy Tab A6 2016 8GB Black SM-T285 Wi-Fi 4G Unlocked 10.1"""
Lenovo,229.99,"Lenovo MIIX 720 Tablet 12IKB 12"" Intel i5 7th Gen 8GB RAM 256GB NVMe Windows 10"
Apple,99,Apple iPad Air 1 - All Colours - Wi-Fi + 4G -Grade A - (STD)
Apple,127.95,Apple iPad Air-Wi-Fi/Wi-F<wbr/>i + 4G-16/32/64/12<wbr/>8GB-IOS-ALL COLOURS-Good Condition
Apple,189,"Apple iPad Pro 9.7 (2016) Space Grey 32GB WiFi Tablet iPadOS, G"
Apple,269,Apple iPad 8 (8th Gen) - (2020 Model) - 32GB - 128GB - Wi-Fi - Cellular - Good
Intel,194.75,⚡⚡Microsoft Surface Pro 3 1631 Core i5-4300U 8GB 256GB Win 10 Pro Grade B⚡⚡
Apple,134.99,Apple iPad Mini 4 (2015) - 16GB - All Colors - Wi-fi Only - Good Condition
Samsung,99.99,"Samsung Galaxy Tab S2 SM-T813N Tablet  (9.7"") 3GB Ram 32GB Wi-Fi Android - Gold"
Apple,139.99,"Apple iPad Air 2 Tablet, 64GB, WiFi, Gold, A1566"
Apple,279.99,"Apple iPad Mini 5 64/256GB WiFi/4G 7.9"" All Colours - GOOD CONDITION"
Lenovo,129.99,"Lenovo Tab M10 FHD Plus Tablet 10.3"" FHD LTE Grey 64Gb Android ZA5V0367GB"
Apple,149,Apple iPad Mini 4 - Wi-Fi - Wi-Fi + Cellular - 16GB - 32GB - 64GB - 128GB - Good
Samsung,149.99,"Samsung Galaxy TAB S2 9.7"" SM-T813 WiFi 32GB Grade A+ Excellent Condition"
Samsung,219.99,"Samsung Galaxy Tab S5e SM-T720 128GB 10.5"" Tablet : Black"
Apple,199.99,Apple iPad 6 (2018) - Silver - 128GB - Wi-Fi - 1-Year Warranty - Excellent
Samsung,79.99,"Samsung Galaxy Tab 4 SM-T535 Tablet 10.1"" 16GB WiFi+4G Unlocked Android  - Black"
Apple,779.99,Apple iPad Pro 12.9-inch (5th Gen.) 128GB Silver WiFi Excellent Condition
Apple,1239.99,Apple iPad Pro 6 12.9 (2022) Wi-fi + 5G - All Sizes - All Colours - Excellent
TCL,99.99,"TCL 10 Tab Max 10.36"" Space Grey 64GB 4G Tablet 9295G-2DLCGB11"
Samsung,99.99,"Samsung Galaxy Tab S2 SM-T819 9.7"" 32GB (WiFi+4G) 3GB Tablet- White /Black /Gold"
Apple,159.99,Apple iPad 5th Gen A1822 32GB 128GB Silver Gold Space Grey WiFi Tablet Excellent
Acer,63.25,"Acer Aspire Switch 10V SW5-014 10.1"" 64GB Windows 10 Pro TABLET ONLY (A)"
Apple,479.99,"Apple iPad 10th Gen 10.9"" 2022 - 64GB Wi-Fi & Cellular 5G - Unlocked - Yellow"
Apple,219.99,"Apple iPad 7th Gen (2019)  10.2"" 32GB  Wi-Fi + Cellular Unlocked iPadOS  - Gold"
Panasonic,549.99,"Panasonic Toughpad Toughbook FZ-G1 Mk 3  i5,8 GB RAM, 256 GB SSD, Win 10  Tablet"
Apple,96,Apple iPad Air 2 (WiFi) 32GB Silver (Very Good Condition) W/ Case Bundle
Panasonic,450,"Panasonic Toughbook CF-D1,i5 6th Gen,16GB RAM, 2 Tb SSD, Win 10 Pro Diagnostics"
Samsung,69.99,"Samsung Galaxy Tab A SM-T285 Tablet 7inch 8GB 4G LTE WhatsApp, Voice Calling UK"
Apple,144.97,"Apple iPad Pro 9.7"" A1673 32GB 12MP Camera Tablet WiFi Only Silver VERY GOOD^"
Samsung,69.99,"Samsung Galaxy Tab S T807T 10.5"" WIFI 16GB 1.2Ghz 2x Camera Android - Grey"
Apple,229.99,"Apple iPad 7th Gen (2019) - 32GB/128GB, Wi-Fi, 10.2 in - Space Grey/Silver/Go<wbr/>ld"
Samsung,114.99,Samsung Galaxy Tab A 8.0 2019 - 32GB - All Colours - Wi-Fi Only - Good Condition
Apple,179.95,iPad Pro 32GB Wi-Fi Gold A1673 Grade A Super Nice
Samsung,45,"Samsung Galaxy Tab 3 7.0"" (2013) Very Good Condition"
Apple,1064.99,Apple iPad Pro 11in 3rd Gen 2021 - All Colors All Sizes - Wi-Fi Only - Good
Apple,209.99,Apple iPad Mini 4 128GB Silver WiFi Excellent Condition
Lenovo,89.99,"Lenovo Tab P10 Tablet, 10.1"" 32GB, WiFi, Black, TB-X705F"
Apple,89,Apple iPad Mini 3 3rd Gen 16GB 64GB 128GB Space Grey Silver Gold Tablet | Good
Getac,93.99,"Getac Z710 Android 4.1.1 7"" Rugged Tablet TI OMAP 4430 1.0GHz 1GB 16GB SSD"
Samsung,89.99,Samsung Galaxy Tab S2 SM-T813N Tablet 9.7Inch 3GB Ram 32GB Wi-Fi Android - White
Samsung,97.99,SAMSUNG GALAXY TAB A  SM-T580 10.1 (2016) - BLACK - 16GB -VG
Samsung,349.96,"SAMSUNG GALAXY TAB S7 12.4"" TABLET 64GB UFS 4GB ANDROID SILVER SM-T733NZSAEUA"
Apple,1009.99,"Apple iPad Pro 6th Gen 12.9"" 2022 M2 - 128GB WiFi & Cellular 5G - Space Grey"
Samsung,154.99,Samsung Galaxy Tab A 10.1 (2019) - All Colours - 32GB - Wi-Fi Only - Very Good
Samsung,139.99,"Samsung Galaxy Tab A (2019) Tablet, 10.1"", 32GB, WiFi, Silver, SM-T510"
Apple,158.95,Apple iPad Mini 3-Wi-Fi/Wi-Fi+<wbr/>4G-16/64/128GB<wbr/>-IOS-ALL COLOURS-Excell<wbr/>ent Condition
Apple,199,"Apple iPad 6th Gen 128GB 9.7"" WIFI ONLY Grey B Grade keyboard ONE Year Warranty"
Samsung,349.99,"SAMSUNG Galaxy Tab S7 SM-T870 11"" Tablet - 128 GB  Mystic Bronze"
EE,36.9,"EE Jay 8"" (E8QP) Tablet 16GB, WiFi + 4G Radio - Silver - Good Used"
Apple,999.99,Apple iPad Pro 12.9 5th Gen (A2461) 1TB Silver Unlocked Pristine Condition CPR®
Samsung,139.99,"Samsung Galaxy Tab A SM-T510 (2019) 32GB 2GB WiFi 10.1"" Android Tablet - Black"
Apple,319.99,Apple iPad 9th Gen 64GB 256GB WiFi Cell 4G Unlocked Silver Gold Grey GOOD USED
Apple,84.99,Apple iPad Air 1st Gen 16GB 32GB 64GB 128GB Space Grey Silver WiFi Excellent
Apple,269.99,Apple iPad 7th Generation 32GB Wi-Fi + 4G Various Colour Very Good Condition
Samsung,69.99,"Samsung Galaxy Tab 4 SM-T530 10.1"" WIFI 16GB 1.2Ghz 2x Camera Android - Grey"
Lenovo,149.99,"Lenovo Tab 4 10 Plus TB-X704F 16GB 10.1"" Tablet, Grey"
Apple,164.99,Apple iPad 6th Gen A1893 (WiFi) 32GB Space Gray (Good)
Apple,1219.99,"Apple iPad Pro 5th Gen 12.9"" 2021 M1 - 1TB WiFi & Cellular 5G Unlocked - Silver"
Apple,569.99,"Apple iPad Pro 11"" 2nd Gen (2020) 128/256/512GB/<wbr/>1TB WiFi/4G Unlocked Grade A+"
Panasonic,450,"Panasonic Toughbook CF-D1,i5 6th Gen, 16GB RAM, 2 Tb SSD, Win 11 Pro Diagnostics"
Apple,129.99,"Apple iPad mini 4, 4th Gen 16GB 32GB 64GB 128GB Wi-Fi + 4G Cellular - Good"
Samsung,149.99,Samsung Galaxy Tab A7 SM-T500 WiFi 10.4inch 3GB Android Tablet- Grey/Silver/Go<wbr/>ld
Apple,149,Apple ipad Air 2nd Gen. 64gb Wifi + LTE Unlocked IOS Tablet Grey
Samsung,82,Samsung Galaxy Tab S  Tablet SM-T807V 16GB Wi-Fi 10.5in - Dazzling White Grade A
Apple,274.99,Apple iPad 8th Gen 32GB 128GB WiFi Cell 4G Unlocked Silver Gold Grey GOOD USED
Apple,329.99,Apple iPad 7th Gen - 32GB/128GB - 10.2in - 4G Unlocked - All Colours - Very Good
Samsung,159.99,Samsung SM-T510 Galaxy Tab A 10.1-Inch 32 GB Wi-Fi Tablet - Black - Refurbished
Apple,234.99,Apple iPad Mini 5 64GB 256GB Space Grey Gold Silver WiFi Tablet Very Good
Apple,149.99,Apple iPad mini 4 2015 - Wi-Fi/Wi-Fi + 4G - 32GB/128GB/256<wbr/>GB - Grey/Gold/Silv<wbr/>er
Apple,149.95,Apple iPad Mini 3-Wi-Fi/Wi-Fi+<wbr/>4G-16/64/128GB<wbr/>-IOS-ALL COLOURS-Very Good Condition
Apple,260,"Apple iPad 7 10.2"" 32GB 128GB Space Gray Gold Silver WiFi or Cellular - Good"
Samsung,291.17,"Samsung Galaxy Tab S7 FE 5G T738U 12.4"" 64GB Mystic Black Verizon Unlocked Good"
Panasonic,350,"Panasonic Toughbook CF-D1,Mk 3 i5 6th Gen,16GB  1 Tb Win 11 Pro Engineers Tablet"
Apple,159,"iPad 5th Generation – Apple - 9.7"" Display - Wifi - 2017 - 32GB Various Colours"
Samsung,284.99,"Samsung Galaxy Tab S6 SM-T860 128GB, Wi-Fi, 10.5in - Mountain Grey"
Apple,99.99,"Apple iPad Air 1 (2013), 9.7"", MD788LL/A, Wi-Fi, 16GB, Silver - Good"
Apple,198.95,Apple iPad Mini 4-Wi-Fi/Wi-Fi + 4G-16/64/128GB<wbr/>-IOS-ALL COLOURS-Good Condition
Samsung,199.99,"Samsung Galaxy Tab S6 Lite SM-P610N Tablet 64Gb 10.4"" WUXGA+ Grey Android"
Samsung,99.99,"Samsung Galaxy Tab A SM-T580 10.1"" (WiFi, 32GB, 8MP) Tablet -BLACK"
Apple,44.99,Apple iPad Mini 1st Generation 32GB | Black | WiFi | Refurbished (Good) | 12M...
Microsoft,204.99,"Microsoft Surface Pro 3 - Core i5, 256GB SSD 8GB RAM, Wi-Fi, 12in, Silver - Good"
Apple,169.99,Apple iPad Mini 4 128GB Silver Unlocked Good Condition
Apple,141.95,Apple iPad Air 2-Wi-Fi/Wi-Fi + 4G-16/32/64/12<wbr/>8GB-IOS-ALL COLOURS-Good Condition
Apple,39.99,"Apple iPad 4th Gen. 16GB, Wi-Fi (Unlocked), 9.7in - Black Very Good"
KOCASO,44.99,"kocaso MX1082 8GB Android Tablet, Black - Good Used"
Apple,169.99,"Apple iPad (2018) 6th Generation 9.7"", Wi-Fi, 32GB, Silver - Excellent"
Samsung,459.99,"Samsung Galaxy Tab S7+ Wi-Fi Tablet, Android, 256GB, 12.4"" Mystic Black - Good"
Apple,159.99,"Apple iPad mini 4, 32GB, Wi-Fi, 7.9inch, IOS 14.2 ,RD - Gold"
Lenovo,120,Lenovo M10 HD 4/64gb 10.1 Inch Android Tablet Wifi Only Iron Grey
Apple,509.99,Apple iPad Air 4 (2020) - All Sizes & Colours - Wi-Fi Only - Very Good 
Apple,336.95,"Apple iPad Pro 10.5"" 2017-Wi-Fi/Wi-<wbr/>Fi+4G-64/256/5<wbr/>12GB-ALL COLOURS-Excell<wbr/>ent"
Lenovo,198,"LENOVO TAB M10 PLUS 3rd Gen 64GB GREY 10.61"" WI-FI + 4G LTE GREAT CONDITIONS"
Samsung,699.99,Samsung Galaxy Tab S8 Ultra 128GB Graphite WiFi Excellent Condition
Samsung,79.99,"Samsung Galaxy Tab S (SM-T800) 16GB Wi-Fi  10.5"" Tablet - Gold - Good used"
Samsung,119.99,"Samsung Galaxy Tab A 10.5"" SM-T595 32GB WiFi + 4G LTE Unlocked Good Condition"
Apple,212.95,Apple iPad Mini 4-Wi-Fi/Wi-Fi+<wbr/>4G-16/64/128GB<wbr/>-IOS-ALL COLOURS-Very Good Condition
Entity,105.99,"Entity Verso Pro 10.1"" 2-in-1 Tablet 4G LTE Android 32GB Storage Keyboard Silver"
Apple,69.99,Apple iPad Air 1st WiFi + Cellular Unlocked 16GB 32GB 64GB 128GB - Good
Samsung,109.99,Samsung Galaxy Tab S3 9.7in 2017 32GB 128GB White Black Wifi Tablet Good
Apple,539.99,Apple iPad 10 2022 - 64GB/256GB - 10.9in - Wi-Fi + 5G - All Colours - Very Good
Apple,899.99,"Apple iPad Pro 11"" 4th Gen (2022) - Wi-fi + 5G - All Sizes & Colours - Very Good"
Samsung,129.99,"Samsung Galaxy Tab A (2019) 32GB, Wi-Fi +4G, 10.1in - Various Colours, Excellent"
Apple,149.99,"Apple iPad Pro 9.7"" 32GB Rose Gold  | Wi-Fi & 4G Unlocked | Refurbished (Good..."
Huawei,149.99,"Huawei MatePad 10.4"" IPS 4GB / 64GB WiFi Tablet - Midnight Grey"
Apple,165.95,Apple iPad Mini 2-Wi-Fi/Wi-Fi + 4G-16/32/64/12<wbr/>8GB-IOS-ALL COLOURS-Very Good
Intel,199,NEW! Microsoft Surface Pro 3 Intel Core i5-4300U 8GB 256GB Win 10 Pro ⚡⚡
Apple,329.97,"Apple iPad Pro (1st Gen) 128GB Wi-Fi 12.9"" Gray Silver Gold (2015) - Excellent"
Apple,149.99,"Apple iPad 5th Gen , WiFi, 9.7-inch, IOS 15  with Latest IOS (Fast Dispatch 🚚)"
Apple,599.99,"Apple iPad 10th Gen 10.9"" 2022 - 256GB Wi-Fi & Cellular 5G - Unlocked - Silver"
Apple,104.49,"Apple MGYE2B/A iPad Mini 3 7.9"" Tablet Wi-Fi 16GB Storage Gold (No Accs) C"
Apple,189.99,"Apple iPad Pro 2nd Gen 10.5"" 64GB 256GB 512GB WiFi Cellular 4G iOS 15 GOOD USED"
Samsung,140,"Samsung Galaxy Tab A (2019)Tablet 10.1""  32GB  WiFi + 4G  Black SM-T515 Grade A"
Samsung,189.99,"Samsung Galaxy Tab S4 SM-T830 10.5"" Tablet WiFi 4GB Ram 64GB 13MP Android - Grey"
Apple,534.99,Apple iPad Pro 3 (2018) - 12.9in - All sizes & Colours - 4G Unlocked - Good
Apple,139.99,"Apple iPad 5th Gen 32GB, WiFi, 9.7-inch, IOS 15 - Space Grey"
Apple,249.99,"Apple iPad Pro (1st Gen) 32GB Wi-Fi 12.9"" Gray Silver Gold (2015) - Very Good"
Huawei,89.99,"HUAWEI MediaPad T5 (AGS2-W09) 10.1"" WiFi Tablet 32GB 3GB Ram Android 8.0 - Black"
Samsung,54.99,"SAMSUNG Galaxy Tab A SM-T280 Tablet 7"" Ram 1.5GB WiFi 2xCamera 8GB Android Black"
Apple,274.99,Apple iPad 6 (2018) - 32GB 128GB - Wi-Fi Only - Various Colours - Good
Apple,659.99,"Apple iPad Pro 3rd Gen 11"" 2021 M1 128GB Space Grey WiFi & Cellular 5G Unlocked"
Apple,179.99,"Apple iPad mini 4, 7.9in Wi-Fi + 4G RD, 64GB Unlocked  IOS14.2 - Space Grey UK"
Apple,249.97,"Apple iPad 8 (8th Gen) 32GB Wi-Fi 10.2"" Gold Silver Gray (2020) - Very Good"
Apple,59.98,"Apple iPad Mini 1st Gen 7.9"" 16GB Small Portable Silver Tablet A1432 B"
Apple,189.98,"Apple iPad Pro 9.7"" 2016 32GB Gold Slim Portable Wi-Fi Tablet A1673 B"
Apple,73,Apple iPad Mini 2 2nd Gen 16GB 32GB 64GB 128GB Space Grey Silver | Excellent
Amazon,79.99,"Amazon Fire Kids Edition 7"" Tablet 1GB RAM 16 GB Storage Pink"
Apple,129.99,"Apple iPad mini 3 (3rd Gen) 16GB 64GB 128GB Wi-Fi 7.9"" - Excellent"
Microsoft,1179.99,"Microsoft Surface Pro 8 13"" Tablet Core i7 16GB RAM 512GB SSD Graphite"
Getac,67.99,"Getac Z710 Android 4.1.1 7"" Rugged Tablet TI OMAP 4430 1.0GHz 1GB 16GB SSD"
Acer,64.75,Acer Aspire Switch 10V TABLET ONLY SW5-014P 64GB 1.44GHz WIN 10 Pro(A+)🔥 
Apple,549,Apple iPad Air 4th Gen 256GB WiFi ONLY 10.9in 4K S.Gray 2020 One Year Warranty
Apple,749.99,Apple iPad Pro 11-inch (3rd Gen.) 256GB Space Gray Unlocked Very Good Condition
Apple,220.95,Apple iPad Air 2-Wi-Fi/Wi-Fi+<wbr/>4G-16/32/64/12<wbr/>8GB-IOS-ALL COLOURS-Good Condition
Apple,259,"Apple iPad 7th Gen 10.2"" 32GB WiFi+4G Gold 2019 A Grade Apple Box 12M Warranty"
Apple,599.99,"Apple iPad 10th Gen 10.9"" 2022 - 256GB Wi-Fi & Cellular 5G - Unlocked - Blue"
Samsung,134.99,"Samsung Galaxy Tab A 10.1, SM-T510, 32GB, Metallic Black - Refurbished Excellent"
Samsung,119.99,"Samsung Galaxy Tab A SM-T510 (2019) 32GB 2GB WiFi 10.1"" Android Tablet  - Gold"
Lenovo,129.99,"Lenovo Yoga Tablet 2 - 1050F 10.1, 16GB - Silver, Good Used"
Apple,299.99,Apple iPad Air 3rd Gen (2019) - All Sizes - All Colours - Wi-Fi Only
Apple,377,iPad Pro 10.5 Inch 512GB WiFi - Grade B
Apple,1669.99,Apple iPad Pro 11in 3rd Gen 2021 - All Colors-All Sizes - Wi-Fi Only - Very Good
Apple,139.99,Apple iPad Air 2 2nd WiFi + Cellular Unlocked 16GB 32GB 64GB 128GB - Good
Microsoft,299.99,Microsoft Surface Pro 5 - 1796 - i5-7300U 8GB RAM 256GB eMMC  Windows 10 Home 
Apple,644.99,Apple iPad Air 5 2022 - All Sizes - All Colours -Wi-Fi + 5G- Very Good Condition
Samsung,179.99,"Samsung Galaxy Tab S5e SM-T720 Tablet WiFi, Android, 64GB, Wi-Fi, 10.5in - Black"
Samsung,59.99,"Samsung Galaxy Tab 4 10.1"" 16GB Black | Wi-Fi | Refurbished (Very Good) | 12M..."
Samsung,194.99,Samsung Galaxy Tab S5e 10.5in 2019 64GB 128GB Black Gold Silver WiFi Very Good
Samsung,129.99,"Samsung Galaxy Tab S3 SM-T820  9.7"" Tablet WiFi 32GB 4GB 13MP Android- Silver"
Samsung,144.47,Samsung Galaxy Tab S4 SM-T830 64/256GB 13MP Tablet WiFi Black/Grey GOOD
Apple,229.99,Apple iPad 8th Generation 32GB Space Gray Unlocked Good Condition
Apple,179.99,Apple iPad 6th Gen A1893 32GB 128GB Silver Gold Space Grey WiFi Tablet Excellent
Samsung,109.97,"Samsung Galaxy Tab A 8"" (2019) - Wi-Fi, 32GB - Silver"
Microsoft,364.99,"Microsoft Surface Go 2 10.5"" - Core M3 8GB RAM - 128GB LTE (Unlocked) - Good "
Huawei,54.99,Huawei MediaPad T1 8.0 T1-821L Tablet -8GB Silver WiFi+3G - Good Used
Apple,149.99,"Apple iPad Pro Tablet, 9.7"", 32GB, WiFi, Rose Gold, A1673"
Apple,199.99,Apple iPad Mini 4 128GB  Wi-Fi  +Cellular Unlocked 7.9in Space Grey MK8D2LL/A
Samsung,499.99,"Samsung Galaxy Tab S7+ Tablet, Android, 256GB, 12.4"" Mystic Black - Pristine"
Apple,169.99,"Apple iPad mini 4, 128GB, Wi-Fi,  Dual-core A8 chip, 7.9inch - Silver"
ASUS,33.99,"Asus Google Nexus 7 K008 - Black, Good Used"
@Tab,399.99,"Panasonic Toughbook CF-D1,i5 Mk3 ,16GB RAM, 1TB SSD, Win 10 Pro Engineers Tab"
Apple,149.99,"Apple iPad Air 2 (2014), 9.7"", MH182LL/A, Wi-Fi, 64GB, Gold - Refurbished Good"
Apple,180,"iPad 6th Generation – Apple – 9.7"" Display – Wifi – 2018 - 32GB - Space Grey"
Samsung,789.99,Samsung Galaxy Tab S8 Ultra 256GB Graphite WiFi Excellent Condition
Samsung,229.97,Refurbished Samsung Galaxy Tab S6 Lite 64GB 10.4 Inch Tablet A1/SM-P610NZAA<wbr/>BTU
Huawei,59.99,"HUAWEI MEDIA PAD T2 PRO 16GB 8"" TABLET WiFi + 4G JDNL01 (2017) UNLOCKED WHITE"
Lenovo,85,Lenovo Tab 2 A7-30 (2015) Mixed Colours Good Condition
Apple,164.98,"Apple iPad Air 2 9.7"" 64GB Grey Slim Portable Wi-Fi Cellular Retina Tablet A1567"
Apple,449.99,"Apple iPad 9th Gen 2021 - All Sizes & Colours - Wi-Fi + 4G, Unlocked - Excellent"
Apple,135.18,Apple iPad Mini 4 16GB 32GB 64GB 128GB Gray Silver Gold WiFi or Cellular - Good
Samsung,99.99,"Samsung Galaxy Tab S2 SM-T813N Tablet 9.7"" 3GB 32GB Wi-Fi - White / Black / Gold"
Microsoft,624.99,"Microsoft Surface Pro 7 12.3"" Core i5 16GB RAM 256GB SSD WiFi - Platinum - Good"
Apple,64.95,"Apple iPad Mini 2 - 16GB 32GB 64GB 128GB - Grey/Silver - WiFi - 7.9"" - Excellent"
Lenovo,89.99,"Lenovo Tab M10 32GB 10.1"" TB-X505F Wi-Fi Tablet Black - Excellent"
Apple,187.17,"Apple iPad Pro 9.7"" 32GB 128GB 256GB Gray Silver Gold WiFi / Cellular- Very Good"
Apple,281.95,"Apple iPad Pro 9.7"" 2015-Wi-Fi/Wi-<wbr/>Fi + 4G-32/128/256G<wbr/>B-IOS-ALL COLOURS-Good"
Samsung,89.99,"Samsung Galaxy Tab 4 SM-T530 8.1"" WIFI 16GB 1.2Ghz 2x Camera Android - Black"
Alcatel,69.99,Alcatel 3T 2GB 16GB 10 Inch Android Tablet with Bluetooth Speaker 8088X-3AALGB1
Samsung,197.57,"Samsung Galaxy Tab S5e T727A 10.5"" 64GB Black WiFi AT&T Unlocked - Excellent"
Microsoft,419.99,Microsoft Surface Pro X  - 8GB RAM 128GB SSD 13in Black - Good
Microsoft,599.99,"Microsoft Surface Pro 7 12.3"" - Core i5 128GB (8GB RAM) Platinum - Very Good"
Lenovo,99.99,"Lenovo M8 Smart Tab 8"" 32GB Tablet with Google Assistant - Grey"
Panasonic,599.99,"Panasonic Toughpad Toughbook FZ-G1 MK4, i5, 8GB RAM, 256GB SSD, Win 10 A Grade"
Apple,99.99,"Apple iPad Air (1st Gen) 9.7"" 2013 16GB Cellular Space Grey"
Samsung,78.99,Samsung Galaxy Tab S  Tablet SM-T807V 16GB Wi-Fi 10.5in - Dazzling White Grade B
Huawei,109.99,"Huawei Matepad T10 Kids Edition 2GB / 32GB Android 9.7"" HD Tablet Blue"
Apple,169.98,"Apple iPad Pro 9.7"" 2016 32GB Space Grey Slim Portable Wi-Fi Tablet A1673 C1"
Lenovo,59.98,"Lenovo Tab 3 TB3-730F 16GB 7"" HD Android Wi-Fi White Tablet A"
Vankyo,49.99,"Vankyo MatrixPad Z1 7"" Tablet, 32GB Storage, Black"
Samsung,50,Samsung Galaxy Tab 2 7.0 (2012) Mixed Colours Very Good Condition
Lenovo,119.99,"Lenovo TAB M10 (TB-X306F), 10.1"", 64GB, Wi-Fi, Black - Pristine"
Microsoft,329.99,"Microsoft Surface Pro 3, Intel Core i5, 4GB RAM, 128GB, Wi-Fi, 12"", Silver"
Apple,269.99,"Apple iPad 8 2020 8th Gen 32/128GB WiFi/4G 10.2"" All Colours GOOD CONDITION"
Samsung,142.47,Samsung Galaxy Tab S4 SM-T830 64GB 13MP Camera Tablet WiFi Only Black GOOD
Samsung,214.99,"Samsung Galaxy Tab S5e SM-T720 128GB 10.5"" Tablet : Black"
Microsoft,182.99,"Microsoft Surface Pro 4 12.3"" Windows 11 Tablet Intel M3 6Y30 4GB 128GB SSD"
Apple,159.99,"Apple iPad mini 4, IOS 14.2 ,128GB, Wi-Fi, 7.9in  - Gold"
Microsoft,769.99,Microsoft Surface Pro 8 - Core i5 8GB RAM 256GB SSD Wi-Fi Platinum - Good
Apple,289.99,Apple iPad 7th Generation 32GB Wi-Fi + 4G Various Colour Excellent Device 
Microsoft,769.99,Microsoft Surface Pro 8 - Core i5 8GB RAM 256GB SSD Wi-Fi Graphite - Good
Apple,749,"Apple iPad Pro 12.9-inch 5th Gen. 256GB, Wi-Fi, Space Gray - Good"
Apple,829,Apple iPad Pro M1 (5th Gen) (12.9 inch) (2021)  Wi-Fi + Cellular - Excellent
Apple,207.97,"Apple iPad Pro (2016) 9.7"" 32GB 128GB 256GB All Colors (WiFi or Cellular)"
Samsung,299.99,"Samsung Galaxy Tab S6 SM-T860 256GB, Wi-Fi, 10.5in - Mountain Grey"
Samsung,159.96,"SAMSUNG GALAXY TAB A 10.1"" TABLET 32GB eMMC 2GB ANDROID GOLD SM-T510NZDDBTU"
